pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round
46,HOU,Richard Petruška,UCLA,1,22,92,53,31,1,0.435,0.467,0.75,0,-0.014,1993,4.2,2.4,1.4,0,2,19
47,SAS,Chris Whitney,Clemson,11,579,10052,3738,815,1613,0.395,0.361,0.875,21.2,0.101,1993,17.4,6.5,1.4,2.8,2,20
48,POR,Kevin Thompson,NC State,1,14,58,13,13,3,0.429,0,0.5,0,-0.016,1993,4.1,0.9,0.9,0.2,2,21
52,SAC,Mike Peplowski,Michigan State,3,68,705,194,176,26,0.556,0,0.531,1,0.067,1993,10.4,2.9,2.6,0.4,2,25
1,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,0.459,0.34,0.82,39.8,0.075,1994,36.8,20.7,6.1,2.7,1,1
2,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,0.4,0.349,0.785,138.6,0.133,1994,36,12.6,6.3,8.7,1,2
3,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,99.9,0.138,1994,33.9,16.7,6,4.1,1,3
4,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,0.435,0.35,0.731,59,0.113,1994,26.2,11.2,6.7,1.4,1,4
5,WAS,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,0.469,0.12,0.764,59.4,0.078,1994,30.3,13.4,6.1,2.2,1,5
6,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,0.456,0.083,0.618,1.4,0.015,1994,22.3,9.7,5,0.6,1,6
7,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,0.43,0.36,0.759,19.8,0.052,1994,25.1,11.3,4.1,1.3,1,7
8,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,0.49,0.214,0.746,54.5,0.122,1994,28.3,10.5,7.4,1.2,1,8
9,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,0.49,0,0.478,8.5,0.048,1994,18.2,4.5,4.6,0.4,1,9
10,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,0.437,0.373,0.809,100.6,0.147,1994,34.4,14.8,4,2.9,1,10
11,OKC,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,0.536,0.258,0.562,11.1,0.095,1994,19,7.4,4.3,0.6,1,11
12,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744,8.4,0.069,1994,21.1,7.8,2.1,3.2,1,12
13,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,47.2,0.081,1994,30.3,14.3,3.5,3.8,1,13
14,BRK,Yinka Dare,George Washington,4,110,1002,233,281,4,0.396,0,0.57,-0.7,-0.033,1994,9.1,2.1,2.6,0,1,14
15,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,31,0.102,1994,18.5,7.5,2.2,1,1,15
16,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,0.496,0.182,0.465,3.9,0.063,1994,17.2,4.8,5.2,0.6,1,16
17,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,0.438,0.35,0.779,40,0.1,1994,24.2,7.4,3.3,2.7,1,17
18,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,0.541,0.75,0.475,1.1,0.034,1994,13.9,3.9,3.1,0.5,1,18
19,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608,1.3,0.027,1994,14.2,7.3,1.3,1.2,1,19
20,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,0.381,0.314,0.7,-0.7,-0.039,1994,14.7,3.5,1.1,3.2,1,20
21,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,0.44,0.222,0.618,4.7,0.044,1994,15.9,4.2,3.6,0.9,1,21
22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743,1.6,0.047,1994,11,2.7,2,0.4,1,22
23,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,0.457,0.418,0.778,44,0.102,1994,28.3,11.2,3.3,1.7,1,23
24,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665,11.4,0.072,1994,16.7,6.3,2.8,1.2,1,24
25,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767,8.2,0.077,1994,18.6,6.9,2.7,1.4,1,25
26,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,0.408,0.364,0.771,33,0.113,1994,22.3,6.3,2.6,4,1,26
27,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,0.409,0.376,0.647,2,0.057,1994,10.2,4.5,0.9,1.7,1,27
29,PHO,Antonio Lang,Duke,6,143,1395,329,210,50,0.455,0,0.719,1.7,0.057,1994,9.8,2.3,1.5,0.3,2,2
30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,0.407,0.35,0.827,19.5,0.058,1994,20.4,6.5,1.7,3.5,2,3
32,WAS,Jim McIlvaine,Marquette,7,401,5927,1072,1243,105,0.446,0.1,0.551,9.4,0.076,1994,14.8,2.7,3.1,0.3,2,5
33,PHI,Derrick Alston,Duquesne,3,139,2657,751,525,94,0.489,0.143,0.487,2.6,0.047,1994,19.1,5.4,3.8,0.7,2,6
34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,0.333,0,1,0.1,0.076,1994,10.5,3.8,1.3,0.3,2,7
35,SAC,Michael Smith,Providence,7,449,10552,2527,3193,661,0.538,0.143,0.529,23.4,0.107,1994,23.5,5.6,7.1,1.5,2,8
37,OKC,Dontonio Wingfield,Cincinnati,4,114,1146,423,275,76,0.389,0.309,0.721,1.8,0.074,1994,10.1,3.7,2.4,0.7,2,10
38,CHA,Darrin Hancock,Kansas,3,133,1395,467,169,89,0.53,0.333,0.579,1.1,0.038,1994,10.5,3.5,1.3,0.7,2,11
39,GSW,Anthony Miller,Michigan State,8,181,1637,510,488,66,0.51,0.25,0.576,3.8,0.11,1994,9,2.8,2.7,0.4,2,12
40,MIA,Jeff Webster,Oklahoma,1,11,58,18,7,3,0.348,0.333,0,0,-0.03,1994,5.3,1.6,0.6,0.3,2,13
43,POR,Shawnelle Scott,St. John's,4,105,634,189,228,20,0.464,0,0.465,1.3,0.101,1994,6,1.8,2.2,0.2,2,16
45,GSW,Dwayne Morton,Louisville,1,41,395,167,58,18,0.388,0.36,0.682,0.2,0.025,1994,9.6,4.1,1.4,0.4,2,18
46,MIL,Voshon Lenard,Minnesota,11,565,15349,6745,1609,1180,0.415,0.384,0.787,29.6,0.093,1994,27.2,11.9,2.8,2.1,2,19
47,UTA,Jamie Watson,South Carolina,4,102,1248,323,149,117,0.468,0.316,0.694,1.2,0.045,1994,12.2,3.2,1.5,1.1,2,20
50,PHO,Charles Claxton,Georgia,1,3,7,2,2,0,0.5,0,0,0,-0.179,1994,2.3,0.7,0.7,0,2,23
51,SAC,Lawrence Funderburke,Ohio State,7,318,4726,2031,1142,183,0.506,0.118,0.675,12.9,0.131,1994,14.9,6.4,3.6,0.6,2,24
52,PHO,Anthony Goldwire,Houston,8,266,4951,1667,359,737,0.407,0.386,0.792,6.4,0.062,1994,18.6,6.3,1.3,2.8,2,25
54,OKC,Željko Rebrača,NA,5,215,3280,1276,688,88,0.527,0,0.792,8.3,0.121,1994,15.3,5.9,3.2,0.4,2,27
1,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,60.3,0.107,1995,26.2,10.9,6.4,1,1,1
2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,69.8,0.119,1995,27.6,12,7.5,1.3,1,2
3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,0.409,0.309,0.822,52.4,0.083,1995,31.2,16.9,3.2,3.3,1,3
4,WAS,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,105.1,0.139,1995,32.7,14.4,6.7,1.8,1,4
5,MIN,Kevin Garnett,NA,21,1462,50418,26071,14662,5445,0.497,0.275,0.789,191.4,0.182,1995,34.5,17.8,10,3.7,1,5
6,MEM,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,0.475,0.074,0.703,13,0.052,1995,30.6,12.5,6.9,1.6,1,6
7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,55.4,0.091,1995,33.2,13.4,3.5,6.1,1,7
8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,0.414,0.34,0.816,2.1,0.043,1995,13.7,4.9,1.3,1,1,8
9,BRK,Ed O'Bannon,UCLA,2,128,2062,634,316,102,0.367,0.222,0.755,1.1,0.025,1995,16.1,5,2.5,0.8,1,9
10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,64.2,0.114,1995,24.5,8.1,6.6,1.1,1,10
11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,23.2,0.113,1995,19.5,8.6,4.5,1,1,11
12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,0.47,0.211,0.63,11.8,0.076,1995,15.8,4.4,3.6,0.6,1,12
13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,34.7,0.089,1995,22.8,11.1,3.9,1.2,1,13
14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.2,0.071,1995,23.9,8.6,3.3,1.4,1,14
15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,0.46,0.405,0.823,70.5,0.143,1995,25.9,9.3,3,3.2,1,15
16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,0.469,0.192,0.639,28,0.097,1995,21.1,7.8,5,0.6,1,16
17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,0.414,0.325,0.689,28.3,0.087,1995,23.7,8.6,3.4,3.8,1,17
18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,47.9,0.112,1995,25.3,7.2,5.7,0.6,1,18
19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,0.328,0.273,0.8,-0.2,-0.026,1995,7.9,2.4,0.5,1,1,19
20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,13.5,0.072,1995,19.6,7.3,4.4,0.9,1,20
21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,85.2,0.108,1995,34.4,15.7,4.4,2.9,1,21
22,CHA,George Zídek,UCLA,3,135,1328,453,286,32,0.408,0.25,0.783,0.8,0.029,1995,9.8,3.4,2.1,0.2,1,22
23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,0.431,0.345,0.835,30.9,0.098,1995,21.4,7.6,1.8,3.5,1,23
24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,0.432,0.348,0.696,0.5,0.012,1995,14.6,4.6,3.4,0.6,1,24
25,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,0.423,0,0.638,0.6,0.026,1995,9.8,2.9,3.1,0.3,1,25
26,OKC,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,0.375,0.16,0.765,0.4,0.124,1995,5,3.2,0.9,0.2,1,26
27,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,0.534,0.333,0.511,1.9,0.153,1995,8.9,4,2.7,0.4,1,27
28,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569,33.8,0.11,1995,19.5,4.6,5.5,0.6,1,28
29,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756,3,0.03,1995,15.8,5.5,1.6,2.7,1,29
30,DET,Lou Roe,UMass,2,66,479,130,92,21,0.333,0.25,0.647,0,-0.001,1995,7.3,2,1.4,0.3,2,1
31,CHI,Dragan Tarlać,NA,1,43,598,103,122,31,0.394,0,0.758,-0.2,-0.016,1995,13.9,2.4,2.8,0.7,2,2
32,WAS,Terrence Rencher,Texas,1,36,405,106,44,54,0.33,0.31,0.674,-0.2,-0.021,1995,11.3,2.9,1.2,1.5,2,3
33,BOS,Junior Burrough,Virginia,1,61,495,189,109,15,0.376,0,0.656,-0.2,-0.018,1995,8.1,3.1,1.8,0.2,2,4
34,GSW,Andrew DeClercq,Florida,10,587,9847,2815,2488,339,0.507,0,0.621,19.3,0.094,1995,16.8,4.8,4.2,0.6,2,5
35,TOR,Jimmy King,Michigan,2,64,890,285,112,90,0.429,0.147,0.691,0,0.001,1995,13.9,4.5,1.8,1.4,2,6
36,MEM,Lawrence Moten,Syracuse,3,119,1814,747,181,182,0.408,0.299,0.652,0,0.001,1995,15.2,6.3,1.5,1.5,2,7
37,LAL,Frankie King,Western Carolina University,2,13,79,27,16,7,0.357,0.333,0.75,0,0.025,1995,6.1,2.1,1.2,0.5,2,8
39,CLE,Donny Marshall,UConn,5,119,919,293,121,36,0.321,0.336,0.681,0.9,0.045,1995,7.7,2.5,1,0.3,2,10
40,GSW,Dwayne Whitfield,Jackson State University,1,8,122,40,25,2,0.433,0,0.636,0,0.01,1995,15.3,5,3.1,0.3,2,11
42,ATL,Donnie Boyce,Colorado,2,30,195,79,25,16,0.349,0.25,0.5,-0.3,-0.064,1995,6.5,2.6,0.8,0.5,2,13
43,MIL,Eric Snow,Michigan State,13,846,23132,5791,2141,4245,0.424,0.208,0.763,43.4,0.09,1995,27.3,6.8,2.5,5,2,14
47,SAC,Tyus Edney,UCLA,4,226,4743,1728,393,910,0.405,0.322,0.806,6.8,0.068,1995,21,7.6,1.7,4,2,18
48,MIN,Mark Davis,Texas Tech,5,230,3681,1261,697,294,0.442,0.246,0.655,2.3,0.03,1995,16,5.5,3,1.3,2,19
49,MIN,Jerome Allen,Penn,2,117,1305,336,123,201,0.35,0.317,0.63,0.2,0.006,1995,11.2,2.9,1.1,1.7,2,20
50,GSW,Martin Lewis,Seward County Community College,2,25,239,89,35,7,0.473,0.3,0.593,0.1,0.026,1995,9.6,3.6,1.4,0.3,2,21
52,IND,Fred Hoiberg,Iowa State,10,541,9978,2944,1438,846,0.431,0.396,0.854,27.6,0.133,1995,18.4,5.4,2.7,1.6,2,23
55,GSW,Michael McDonald,New Orleans,1,1,4,0,1,0,0,0,0,-0.1,-0.638,1995,4,0,1,0,2,26
56,PHO,Chris Carr,Southern Illinois,6,297,4505,1988,658,294,0.416,0.338,0.807,3.9,0.042,1995,15.2,6.7,2.2,1,2,27
57,ATL,Cuonzo Martin,Purdue,2,7,32,9,3,3,0.25,0.6,0,-0.1,-0.151,1995,4.6,1.3,0.4,0.4,2,28
58,DET,Don Reid,Georgetown,8,403,5374,1454,1169,143,0.53,0,0.658,13.7,0.123,1995,13.3,3.6,2.9,0.4,2,29
1,PHI,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,0.425,0.313,0.78,99,0.126,1996,41.1,26.7,3.7,6.2,1,1
2,TOR,Marcus Camby,UMass,17,973,28684,9262,9513,1837,0.466,0.205,0.67,81.6,0.137,1996,29.5,9.5,9.8,1.9,1,2
3,MEM,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,71.2,0.118,1996,34.8,18.1,7.5,2.5,1,3
4,MIL,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,0.433,0.325,0.784,77.5,0.117,1996,37.7,19.3,3,7.6,1,4
5,MIN,Ray Allen,UConn,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,145.1,0.15,1996,35.6,18.9,4.1,3.4,1,5
6,BOS,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,38.1,0.058,1996,35.3,17.5,7.7,3.5,1,6
7,LAC,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,30.5,0.079,1996,23.8,8,6.4,0.8,1,7
8,BRK,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,0.439,0.378,0.78,44.8,0.127,1996,33.4,14.1,3.9,2.6,1,8
9,DAL,Samaki Walker,Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,14.2,0.089,1996,17.1,5.3,4.7,0.6,1,9
10,IND,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,0.498,0.125,0.626,52.7,0.105,1996,24.3,7.4,7.1,0.8,1,10
11,GSW,Todd Fuller,NC State,5,225,2500,835,674,46,0.422,0,0.668,2.2,0.041,1996,11.1,3.7,3,0.2,1,11
12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,15.5,0.064,1996,19,6.5,4.5,0.7,1,12
13,CHA,Kobe Bryant,NA,20,1346,48637,33643,7047,6306,0.447,0.329,0.837,172.7,0.17,1996,36.1,25,5.2,4.7,1,13
14,SAC,Peja Stojaković,NA,13,804,26966,13647,3782,1408,0.45,0.401,0.895,82.6,0.147,1996,33.5,17,4.7,1.8,1,14
15,PHO,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,129.7,0.164,1996,31.3,14.3,3,8.5,1,15
16,CHA,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,19.5,0.08,1996,21.5,9.1,2.5,1.9,1,16
17,POR,Jermaine O'Neal,NA,18,1011,27364,13309,7261,1369,0.467,0.147,0.715,66,0.116,1996,27.1,13.2,7.2,1.4,1,17
18,NYK,John Wallace,Syracuse,7,381,6143,2901,1061,281,0.462,0.3,0.74,6.4,0.05,1996,16.1,7.6,2.8,0.7,1,18
19,NYK,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,13.7,0.064,1996,17.5,5.2,2.6,1.1,1,19
20,CLE,Zydrunas Ilgauskas,NA,13,843,22965,10976,6191,955,0.476,0.31,0.78,66.3,0.139,1996,27.2,13,7.3,1.1,1,20
21,NYK,Dontae' Jones,Mississippi State,1,15,91,44,9,5,0.333,0.261,0,-0.3,-0.175,1996,6.1,2.9,0.6,0.3,1,21
22,MEM,Roy Rogers,Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,1.7,0.035,1996,16.9,4.8,3.5,0.4,1,22
23,DEN,Efthimios Rentzias,NA,1,35,144,52,26,7,0.339,0.5,0.889,0.2,0.058,1996,4.1,1.5,0.7,0.2,1,23
24,LAL,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,62.3,0.091,1996,25.4,8.3,2.1,3,1,24
25,UTA,Martin Müürsepp,NA,2,83,951,389,181,50,0.425,0.323,0.693,2,0.1,1996,11.5,4.7,2.2,0.6,1,25
26,DET,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,0.502,0.038,0.645,37.9,0.143,1996,21.7,6.6,6.4,0.8,1,26
27,ORL,Brian Evans,Indiana,3,102,1097,375,164,77,0.381,0.343,0.82,1.7,0.076,1996,10.8,3.7,1.6,0.8,1,27
28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.472,0,0.554,-0.8,-0.074,1996,7.1,3.4,1.9,0.4,1,28
29,CHI,Travis Knight,UConn,7,371,4566,1276,1160,224,0.438,0.259,0.696,7.9,0.083,1996,12.3,3.4,3.1,0.6,1,29
30,HOU,Othella Harrington,Georgetown,12,709,13924,5212,3130,443,0.505,0,0.738,23.1,0.08,1996,19.6,7.4,4.4,0.6,2,1
31,PHI,Mark Hendrickson,Washington State,4,114,1508,381,316,63,0.416,0.167,0.803,2.1,0.067,1996,13.2,3.3,2.8,0.6,2,2
33,MIL,Moochie Norris,University of West Florida,9,445,7640,2272,868,1233,0.401,0.286,0.74,10,0.063,1996,17.2,5.1,2,2.8,2,4
37,DEN,Jeff McInnis,UNC,11,576,15927,5396,1170,2514,0.431,0.328,0.796,23.1,0.07,1996,27.7,9.4,2,4.4,2,8
38,BOS,Steve Hamer,Tennessee,1,35,268,76,60,7,0.526,0,0.552,0.2,0.031,1996,7.7,2.2,1.7,0.2,2,9
41,SAC,Jason Sasser,Texas Tech,2,14,108,30,15,4,0.412,0.333,0.5,0,-0.014,1996,7.7,2.1,1.1,0.3,2,12
42,HOU,Randy Livingston,LSU,11,203,2684,773,282,415,0.406,0.351,0.771,2.3,0.041,1996,13.2,3.8,1.4,2,2,13
43,PHO,Ben Davis,Arizona,4,40,154,54,53,5,0.356,0,0.462,0.1,0.04,1996,3.9,1.4,1.3,0.1,2,14
44,CHA,Malik Rose,Drexel,13,813,13404,5003,3371,684,0.437,0.177,0.743,26.5,0.095,1996,16.5,6.2,4.1,0.8,2,15
46,POR,Marcus Brown,Murray State,2,27,229,92,22,23,0.381,0.333,0.714,0.3,0.066,1996,8.5,3.4,0.8,0.9,2,17
48,PHI,Jamie Feick,Michigan State,5,201,4316,911,1437,139,0.424,0.4,0.629,8.2,0.091,1996,21.5,4.5,7.1,0.7,2,19
49,ORL,Amal McCaskill,Marquette,4,114,968,204,213,36,0.377,0,0.609,0.5,0.024,1996,8.5,1.8,1.9,0.3,2,20
51,MEM,Chris Robinson,Western Kentucky,2,76,1095,350,117,104,0.376,0.374,0.571,-0.1,-0.003,1996,14.4,4.6,1.5,1.4,2,22
52,IND,Mark Pope,Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573,1.3,0.038,1996,10.7,1.9,1.7,0.4,2,23
53,MIL,Jeff Nordgaard,Green Bay,1,13,48,18,14,3,0.278,0,0.889,0,0.043,1996,3.7,1.4,1.1,0.2,2,24
54,UTA,Shandon Anderson,Georgia,10,719,15946,5327,2252,1007,0.457,0.316,0.739,23.6,0.071,1996,22.2,7.4,3.1,1.4,2,25
56,CLE,Reggie Geary,Arizona,2,101,931,209,82,110,0.344,0.328,0.493,0.6,0.032,1996,9.2,2.1,0.8,1.1,2,27
57,OKC,Drew Barry,Georgia Tech,3,60,598,134,67,111,0.417,0.381,0.774,0.6,0.051,1996,10,2.2,1.1,1.9,2,28
1,SAS,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,0.506,0.179,0.696,206.4,0.209,1997,34,19,10.8,3,1,1
2,PHI,Keith Van Horn,Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835,41.7,0.11,1997,31.6,16,6.8,1.6,1,2
3,BOS,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,120.8,0.176,1997,31.6,15.2,2.9,5.4,1,3
4,MEM,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,0.444,0.311,0.793,47,0.115,1997,22.6,7.6,1.8,3.4,1,4
5,DEN,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,0.488,0.162,0.69,36.4,0.099,1997,21.1,6.1,5.1,0.6,1,5
6,BOS,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,9.4,0.034,1997,31.1,13.6,3.1,2.1,1,6
7,BRK,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,0.437,0.369,0.758,35.2,0.079,1997,25.9,11.5,4.1,1.5,1,7
8,GSW,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,0.477,0,0.499,18.7,0.069,1997,17.8,4.1,4.7,0.5,1,8
9,TOR,Tracy McGrady,NA,15,938,30658,18381,5276,4161,0.435,0.338,0.746,97.3,0.152,1997,32.7,19.6,5.6,4.4,1,9
10,MIL,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785,22.3,0.121,1997,20.1,8.2,7.2,0.7,1,10
11,SAC,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,0.417,0.237,0.703,3.5,0.035,1997,20.4,7.8,3.3,1.1,1,11
12,IND,Austin Croshere,Providence,12,659,11480,4475,2649,627,0.407,0.34,0.861,27.6,0.115,1997,17.4,6.8,4,1,1,12
13,CLE,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,43.9,0.117,1997,29.2,12,3.2,3.4,1,13
14,LAC,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,9.9,0.036,1997,25,11,4.6,1.2,1,14
15,DAL,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,0.507,0.077,0.644,28.6,0.129,1997,19.6,5.5,5.3,0.5,1,15
16,CLE,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,0.412,0.134,0.789,32.6,0.086,1997,24.9,7.3,2.4,6.1,1,16
17,ORL,Johnny Taylor,Chattanooga,3,54,866,256,120,26,0.402,0.394,0.718,0.1,0.007,1997,16,4.7,2.2,0.5,1,17
18,POR,Chris Anstey,NA,3,155,2157,813,534,127,0.413,0.138,0.755,2.8,0.062,1997,13.9,5.2,3.4,0.8,1,18
19,DET,Scot Pollard,Kansas,11,506,8372,2222,2351,220,0.494,0,0.709,26.6,0.153,1997,16.5,4.4,4.6,0.4,1,19
20,MIN,Paul Grant,Wisconsin,2,16,111,29,18,3,0.448,0,0.375,-0.1,-0.043,1997,6.9,1.8,1.1,0.2,1,20
21,BRK,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,0.444,0.404,0.794,24.5,0.085,1997,27.8,9.1,3.2,2.3,1,21
22,ATL,Ed Gray,California,2,60,809,373,73,46,0.339,0.341,0.814,0.1,0.009,1997,13.5,6.2,1.2,0.8,1,22
23,OKC,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793,31.4,0.09,1997,22.2,9.7,3.1,2.6,1,23
24,HOU,Rodrick Rhodes,USC,3,72,1234,380,88,121,0.347,0.2,0.62,-1.6,-0.064,1997,17.1,5.3,1.2,1.7,1,24
25,NYK,John Thomas,Minnesota,5,208,2253,560,432,60,0.502,0,0.591,3.2,0.067,1997,10.8,2.7,2.1,0.3,1,25
26,MIA,Charles Smith,New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,1.5,0.036,1997,13.9,5.1,1.4,0.9,1,26
27,UTA,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779,15.4,0.058,1997,16.3,4.5,1.3,2.5,1,27
28,CHI,Keith Booth,Maryland,2,45,449,130,97,39,0.325,0.091,0.563,-0.8,-0.08,1997,10,2.9,2.2,0.9,1,28
31,DET,Charles O'Bannon,UCLA,2,48,399,120,67,29,0.4,0,0.87,0.6,0.07,1997,8.3,2.5,1.4,0.6,2,3
32,DEN,James Cotton,Cal State Long Beach,2,19,92,49,16,0,0.359,0,0.778,0,0.008,1997,4.8,2.6,0.8,0,2,4
33,PHI,Marko Milič,NA,2,44,216,108,30,14,0.56,0.429,0.647,0.2,0.047,1997,4.9,2.5,0.7,0.3,2,5
34,DAL,Bubba Wells,Austin Peay State University,1,39,395,128,68,34,0.414,0.167,0.721,0.1,0.013,1997,10.1,3.3,1.7,0.9,2,6
35,PHI,Kebu Stewart,Cal State-Bakersfield,1,15,110,40,31,2,0.462,0,0.64,0.2,0.098,1997,7.3,2.7,2.1,0.1,2,7
36,PHI,James Collins,Florida State,1,23,103,59,14,3,0.382,0.45,0.571,0,0.008,1997,4.5,2.6,0.6,0.1,2,8
37,GSW,Marc Jackson,Temple,7,387,7572,3238,1655,311,0.446,0.226,0.814,13,0.082,1997,19.6,8.4,4.3,0.8,2,9
38,MIL,Jerald Honeycutt,Tulane,2,54,632,275,105,36,0.391,0.362,0.632,0.3,0.02,1997,11.7,5.1,1.9,0.7,2,10
39,SAC,Anthony Johnson,College of Charleston,13,793,15552,4432,1358,2274,0.414,0.356,0.745,23.2,0.072,1997,19.6,5.6,1.7,2.9,2,11
