pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round
35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,0.581,0,0.531,0.6,0.202,2014,5.4,2.4,1.4,0.3,2,5
36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,0.402,0.36,0.663,0.2,0.006,2014,11.5,3.5,2.4,0.5,2,6
38,DET,Spencer Dinwiddie,Colorado,8,366,9610,4691,1101,1849,0.406,0.317,0.793,20.4,0.102,2014,26.3,12.8,3,5.1,2,8
39,PHI,Jerami Grant,Syracuse,8,541,14016,6052,2139,719,0.452,0.346,0.719,27.1,0.093,2014,25.9,11.2,4,1.3,2,9
40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,0.457,0.373,0.779,7.9,0.071,2014,17.4,5.9,2.6,0.8,2,10
41,DEN,Nikola Jokić,NA,7,505,15260,9712,5155,3107,0.538,0.351,0.831,75,0.236,2014,30.2,19.2,10.2,6.2,2,11
42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,0.347,0.238,0.68,-0.1,-0.02,2014,9.4,2.6,1.4,0.4,2,12
43,ATL,Edy Tavares,NA,2,13,101,33,32,4,0.625,0,0.273,0.2,0.118,2014,7.8,2.5,2.5,0.3,2,13
44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,0.38,0.295,0.781,1.1,0.029,2014,15.9,5.2,2.1,1.2,2,14
45,CHA,Dwight Powell,Stanford,8,488,9136,3643,2205,493,0.577,0.298,0.744,34.9,0.183,2014,18.7,7.5,4.5,1,2,15
46,WAS,Jordan Clarkson,Missouri,8,576,15502,8801,1882,1463,0.439,0.34,0.828,20.3,0.063,2014,26.9,15.3,3.3,2.5,2,16
47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,0.319,0.188,0.769,-0.2,-0.068,2014,4.9,2,0.6,0.7,2,17
48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,0.326,0.236,0.72,0.1,0.006,2014,10.9,2.3,1.4,1.1,2,18
49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,0.296,0.2,0.846,-0.1,-0.021,2014,4.6,1.2,1,0.2,2,19
51,NYK,Thanasis Antetokounmpo,NA,4,116,1044,325,227,80,0.491,0.157,0.522,1.3,0.062,2014,9,2.8,2,0.7,2,21
55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,0.345,0.19,0.548,0.1,0.006,2014,15.2,2.9,1.4,2,2,25
56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,0.304,0.222,0.375,-0.3,-0.028,2014,10.4,2.2,1.6,0.7,2,26
58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,0.417,0.355,0.772,1.7,0.048,2014,13.8,6.9,1.8,1.4,2,28
60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,0.444,0.125,0.583,0.9,0.071,2014,10,3.5,2.8,0.3,2,30
1,MIN,Karl-Anthony Towns,Kentucky,7,460,15779,10621,5243,1424,0.527,0.396,0.833,63,0.192,2015,34.3,23.1,11.4,3.1,1,1
2,LAL,D'Angelo Russell,Ohio State,7,404,11849,7175,1444,2225,0.42,0.359,0.775,13.2,0.053,2015,29.3,17.8,3.6,5.5,1,2
3,PHI,Jahlil Okafor,Duke,6,247,4827,2566,1169,225,0.542,0.222,0.676,7.2,0.071,2015,19.5,10.4,4.7,0.9,1,3
4,NYK,Kristaps Porziņģis,NA,6,320,9907,5995,2499,487,0.442,0.353,0.816,25.1,0.122,2015,31,18.7,7.8,1.5,1,4
5,ORL,Mario Hezonja,NA,5,330,6107,2284,1026,415,0.417,0.319,0.812,3.2,0.025,2015,18.5,6.9,3.1,1.3,1,5
6,SAC,Willie Cauley-Stein,Kentucky,7,420,9270,3675,2468,597,0.544,0.188,0.612,23.3,0.121,2015,22.1,8.8,5.9,1.4,1,6
7,DEN,Emmanuel Mudiay,NA,6,302,7187,3299,884,1143,0.401,0.323,0.744,-0.2,-0.001,2015,23.8,10.9,2.9,3.8,1,7
8,DET,Stanley Johnson,Arizona,7,395,7844,2467,1230,565,0.38,0.299,0.755,5.4,0.033,2015,19.9,6.2,3.1,1.4,1,8
9,CHA,Frank Kaminsky,Wisconsin,7,377,7925,3541,1527,619,0.429,0.348,0.743,15.3,0.093,2015,21,9.4,4.1,1.6,1,9
10,MIA,Justise Winslow,Duke,7,310,8022,2587,1590,779,0.414,0.316,0.638,8,0.048,2015,25.9,8.3,5.1,2.5,1,10
11,IND,Myles Turner,Texas,7,431,12379,5485,2879,513,0.489,0.349,0.768,33.1,0.128,2015,28.7,12.7,6.7,1.2,1,11
12,UTA,Trey Lyles,Kentucky,7,427,7678,3253,1821,447,0.438,0.336,0.726,13.1,0.082,2015,18,7.6,4.3,1,1,12
13,PHO,Devin Booker,Kentucky,7,460,15468,10695,1788,2126,0.454,0.354,0.869,27.2,0.085,2015,33.6,23.3,3.9,4.6,1,13
14,OKC,Cameron Payne,Murray State,7,261,4531,1924,559,767,0.421,0.365,0.835,7.1,0.075,2015,17.4,7.4,2.1,2.9,1,14
15,ATL,Kelly Oubre Jr.,Kansas,7,457,11600,5508,1995,461,0.433,0.329,0.754,16.7,0.069,2015,25.4,12.1,4.4,1,1,15
16,BOS,Terry Rozier,Louisville,7,455,11701,5584,1770,1400,0.413,0.373,0.815,21.6,0.089,2015,25.7,12.3,3.9,3.1,1,16
17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,0.337,0.313,0.692,-0.6,-0.017,2015,12,3,1.1,0.5,1,17
18,HOU,Sam Dekker,Wisconsin,5,201,3097,1094,607,160,0.478,0.288,0.606,5.4,0.083,2015,15.4,5.4,3,0.8,1,18
19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,530,805,0.411,0.323,0.77,8.3,0.08,2015,17.9,6.1,1.9,2.9,1,19
20,TOR,Delon Wright,Utah,7,387,8088,2840,1251,1189,0.452,0.353,0.795,21.3,0.126,2015,20.9,7.3,3.2,3.1,1,20
21,DAL,Justin Anderson,Virginia,6,232,3041,1203,585,160,0.412,0.293,0.776,4.7,0.074,2015,13.1,5.2,2.5,0.7,1,21
22,CHI,Bobby Portis,Arkansas,7,432,9277,4751,2803,517,0.47,0.384,0.752,19.9,0.103,2015,21.5,11,6.5,1.2,1,22
23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,0.449,0.212,0.735,12.9,0.091,2015,22.2,9,5.5,1.9,1,23
24,CLE,Tyus Jones,Duke,7,435,7926,2604,754,1589,0.435,0.343,0.824,17.7,0.107,2015,18.2,6,1.7,3.7,1,24
25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,0.434,0.346,0.766,3.2,0.053,2015,15.9,5.4,3.5,0.6,1,25
27,LAL,Larry Nance Jr.,Wyoming,7,387,9345,3144,2538,739,0.528,0.33,0.684,24.3,0.125,2015,24.1,8.1,6.6,1.9,1,27
28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,0.371,0.295,0.818,0.4,0.051,2015,8.8,3,1,0.4,1,28
29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,0.426,0.306,0.548,0.6,0.054,2015,9,3.3,1.9,0.3,1,29
30,GSW,Kevon Looney,UCLA,7,344,5545,1603,1600,436,0.562,0.172,0.615,18.5,0.16,2015,16.1,4.7,4.7,1.3,1,30
31,MIN,Cedi Osman,NA,5,307,7593,3058,1015,654,0.42,0.349,0.719,6.6,0.042,2015,24.7,10,3.3,2.1,2,1
32,HOU,Montrezl Harrell,Louisville,7,437,9468,5686,2338,598,0.619,0.12,0.659,39.2,0.199,2015,21.7,13,5.4,1.4,2,2
33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,0.449,0.118,0.605,0.5,0.05,2015,7.5,2.4,2,0.3,2,3
34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,0.328,0.286,0.85,-0.2,-0.016,2015,18.6,3.9,2.5,0.7,2,4
35,PHI,Willy Hernangómez,NA,6,287,4356,2084,1677,308,0.537,0.314,0.692,13.4,0.148,2015,15.2,7.3,5.8,1.1,2,5
36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,0.467,0,0.724,0.5,0.105,2015,7.5,2.1,1.9,0.1,2,6
37,PHI,Richaun Holmes,Bowling Green,7,372,7861,3586,2152,401,0.606,0.256,0.745,26.6,0.162,2015,21.1,9.6,5.8,1.1,2,7
38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,0.377,0.304,0.747,0.3,0.016,2015,9.4,3.2,0.9,0.8,2,8
40,MIA,Josh Richardson,Tennessee,7,418,12533,5034,1317,1125,0.428,0.361,0.834,23,0.088,2015,30,12,3.2,2.7,2,10
41,BRK,Pat Connaughton,Notre Dame,7,406,7483,2367,1355,505,0.447,0.366,0.791,17.6,0.113,2015,18.4,5.8,3.3,1.2,2,11
43,IND,Joe Young,Oregon,3,127,1077,429,130,119,0.393,0.296,0.768,0.4,0.016,2015,8.5,3.4,1,0.9,2,13
44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,0.373,0.294,0.779,3.2,0.051,2015,20.6,7,2,2.8,2,14
46,MIL,Norman Powell,UCLA,7,419,9378,4732,1083,623,0.462,0.382,0.831,19.7,0.101,2015,22.4,11.3,2.6,1.5,2,16
48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,0.564,0,0.55,0.6,0.178,2015,5.2,1.8,1.1,0.3,2,18
56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,0.4,0,1,0,0.069,2015,4.8,0.8,0.7,0,2,26
1,PHI,Ben Simmons,LSU,4,275,9326,4382,2217,2127,0.56,0.147,0.597,30.4,0.156,2016,33.9,15.9,8.1,7.7,1,1
2,LAL,Brandon Ingram,Duke,6,358,11756,6559,1832,1346,0.459,0.362,0.765,17.4,0.071,2016,32.8,18.3,5.1,3.8,1,2
3,BOS,Jaylen Brown,California,6,383,10918,6177,1891,741,0.47,0.373,0.712,22.5,0.099,2016,28.5,16.1,4.9,1.9,1,3
4,PHO,Dragan Bender,NA,4,187,3755,1014,720,237,0.399,0.323,0.654,0.5,0.006,2016,20.1,5.4,3.9,1.3,1,4
5,MIN,Kris Dunn,Providence,5,231,5561,1889,766,950,0.42,0.305,0.727,3.7,0.032,2016,24.1,8.2,3.3,4.1,1,5
6,NOP,Buddy Hield,Oklahoma,6,446,12906,7070,1895,1076,0.429,0.399,0.863,16.5,0.061,2016,28.9,15.9,4.2,2.4,1,6
7,DEN,Jamal Murray,Kentucky,5,345,10384,5639,1258,1322,0.446,0.367,0.878,20.8,0.096,2016,30.1,16.3,3.6,3.8,1,7
8,SAC,Marquese Chriss,Washington,6,281,5248,2167,1343,293,0.456,0.29,0.666,6.2,0.056,2016,18.7,7.7,4.8,1,1,8
9,TOR,Jakob Poeltl,Utah,6,397,7853,2762,2339,550,0.627,0.667,0.514,27,0.165,2016,19.8,7,5.9,1.4,1,9
10,MIL,Thon Maker,NA,5,263,3624,1216,726,161,0.435,0.327,0.68,6.6,0.087,2016,13.8,4.6,2.8,0.6,1,10
11,ORL,Domantas Sabonis,Gonzaga,6,404,11431,5747,3676,1428,0.533,0.32,0.727,34.1,0.143,2016,28.3,14.2,9.1,3.5,1,11
12,UTA,Taurean Prince,Baylor,6,348,8480,3667,1378,619,0.414,0.372,0.819,7.4,0.042,2016,24.4,10.5,4,1.8,1,12
13,PHO,Georgios Papagiannis,NA,2,39,477,160,123,29,0.514,0,0.857,0.4,0.044,2016,12.2,4.1,3.2,0.7,1,13
14,CHI,Denzel Valentine,Michigan State,5,256,4817,1795,857,466,0.394,0.36,0.787,4.5,0.045,2016,18.8,7,3.3,1.8,1,14
15,DEN,Juancho Hernangómez,NA,6,282,4362,1487,948,177,0.424,0.345,0.693,7.1,0.079,2016,15.5,5.3,3.4,0.6,1,15
16,BOS,Guerschon Yabusele,NA,2,74,486,173,105,31,0.442,0.323,0.682,1.1,0.105,2016,6.6,2.3,1.4,0.4,1,16
17,MEM,Wade Baldwin,Vanderbilt,3,56,579,174,69,78,0.355,0.25,0.776,-0.3,-0.028,2016,10.3,3.1,1.2,1.4,1,17
18,DET,Henry Ellenson,Marquette,5,83,787,342,206,49,0.371,0.336,0.773,0.4,0.023,2016,9.5,4.1,2.5,0.6,1,18
19,DEN,Malik Beasley,Florida State,6,316,6545,3239,774,388,0.429,0.38,0.808,9,0.066,2016,20.7,10.3,2.4,1.2,1,19
20,IND,Caris LeVert,Michigan,6,303,8318,4444,1158,1197,0.436,0.333,0.737,11.6,0.067,2016,27.5,14.7,3.8,4,1,20
21,ATL,DeAndre' Bembry,Saint Joseph's,6,288,5593,1744,939,527,0.475,0.283,0.611,4.4,0.038,2016,19.4,6.1,3.3,1.8,1,21
22,CHA,Malachi Richardson,Syracuse,3,70,625,198,70,24,0.358,0.301,0.783,-0.1,-0.009,2016,8.9,2.8,1,0.3,1,22
23,BOS,Ante Žižić,NA,3,113,1517,674,446,64,0.581,0,0.711,3.5,0.11,2016,13.4,6,3.9,0.6,1,23
24,PHI,Timothé Luwawu-Cabarrot,NA,6,312,5021,1859,623,279,0.39,0.334,0.828,4.3,0.041,2016,16.1,6,2,0.9,1,24
25,LAC,Brice Johnson,UNC,2,21,107,47,34,3,0.449,0,0.6,0.1,0.062,2016,5.1,2.2,1.6,0.1,1,25
26,PHI,Furkan Korkmaz,NA,5,240,4603,1961,553,333,0.407,0.359,0.773,7.3,0.076,2016,19.2,8.2,2.3,1.4,1,26
27,TOR,Pascal Siakam,New Mexico State,6,376,10866,5703,2323,1110,0.489,0.328,0.774,30.2,0.134,2016,28.9,15.2,6.2,3,1,27
28,PHO,Skal Labissière,Kentucky,4,148,2595,1069,662,152,0.492,0.353,0.748,4.4,0.081,2016,17.5,7.2,4.5,1,1,28
29,SAS,Dejounte Murray,Washington,5,304,7681,3591,1789,1399,0.454,0.328,0.758,14.8,0.092,2016,25.3,11.8,5.9,4.6,1,29
30,GSW,Damian Jones,Vanderbilt,6,180,2582,896,585,136,0.661,0.286,0.7,7.6,0.141,2016,14.3,5,3.3,0.8,1,30
31,BOS,Deyonta Davis,Michigan State,3,107,1299,454,346,47,0.599,0,0.635,3.6,0.131,2016,12.1,4.2,3.2,0.4,2,1
32,LAL,Ivica Zubac,NA,6,339,6327,2750,2148,367,0.598,0.1,0.753,24.1,0.183,2016,18.7,8.1,6.3,1.1,2,2
33,LAC,Cheick Diallo,Kansas,5,183,2186,958,759,78,0.596,0.286,0.774,6.3,0.139,2016,11.9,5.2,4.1,0.4,2,3
34,PHO,Tyler Ulis,Kentucky,3,133,2782,998,223,537,0.403,0.28,0.808,0.5,0.008,2016,20.9,7.5,1.7,4,2,4
36,MIL,Malcolm Brogdon,Virginia,6,325,9780,4991,1357,1550,0.464,0.377,0.883,23.8,0.117,2016,30.1,15.4,4.2,4.8,2,6
37,HOU,Chinanu Onuaku,Louisville,2,6,74,18,14,4,0.583,0,1,0.1,0.043,2016,12.3,3,2.3,0.7,2,7
38,MIL,Patrick McCaw,UNLV,5,199,3373,760,319,270,0.42,0.305,0.785,4.4,0.062,2016,16.9,3.8,1.6,1.4,2,8
40,NOP,Diamond Stone,Maryland,1,7,24,10,6,0,0.231,0,1,-0.1,-0.211,2016,3.4,1.4,0.9,0,2,10
41,ORL,Stephen Zimmerman,UNLV,1,19,108,23,35,4,0.323,0,0.6,0,-0.005,2016,5.7,1.2,1.8,0.2,2,11
42,UTA,Isaiah Whitehead,Seton Hall,2,89,1823,643,210,212,0.411,0.305,0.788,-0.9,-0.025,2016,20.5,7.2,2.4,2.4,2,12
43,HOU,Zhou Qi,NA,2,19,125,24,22,2,0.212,0.105,0.667,-0.2,-0.093,2016,6.6,1.3,1.2,0.1,2,13
45,BOS,Demetrius Jackson,Notre Dame,3,26,136,48,19,17,0.486,0.286,0.667,0.2,0.087,2016,5.2,1.8,0.7,0.7,2,15
46,DAL,A.J. Hammons,Purdue,1,22,163,48,36,4,0.405,0.5,0.45,0,-0.001,2016,7.4,2.2,1.6,0.2,2,16
47,ORL,Jake Layman,Maryland,6,232,3037,1140,405,125,0.459,0.297,0.72,3.7,0.058,2016,13.1,4.9,1.7,0.5,2,17
48,CHI,Paul Zipser,NA,2,98,1667,458,256,82,0.371,0.335,0.769,0,-0.001,2016,17,4.7,2.6,0.8,2,18
49,DET,Michael Gbinije,Syracuse,1,9,32,4,3,2,0.1,0,1,-0.1,-0.136,2016,3.6,0.4,0.3,0.2,2,19
50,IND,Georges Niang,Iowa State,6,283,3981,1667,563,228,0.435,0.402,0.865,7.4,0.089,2016,14.1,5.9,2,0.8,2,20
51,BOS,Ben Bentil,Providence,1,3,10,0,2,0,0,0,0,-0.1,-0.473,2016,3.3,0,0.7,0,2,21
52,UTA,Joel Bolomboy,Weber State,2,18,91,31,27,2,0.545,0.2,0.5,0.3,0.132,2016,5.1,1.7,1.5,0.1,2,22
53,DEN,Petr Cornelie,NA,1,13,38,14,14,3,0.333,0.125,0.75,0,-0.008,2016,2.9,1.1,1.1,0.2,2,23
54,ATL,Kay Felder,Oakland,2,58,526,223,59,78,0.364,0.268,0.754,-0.4,-0.041,2016,9.1,3.8,1,1.3,2,24
55,BRK,Marcus Paige,UNC,1,5,28,12,4,3,0.286,0.25,1,0,-0.006,2016,5.6,2.4,0.8,0.6,2,25
56,DEN,Daniel Hamilton,UConn,2,25,232,69,52,30,0.394,0.357,0.5,0,0,2016,9.3,2.8,2.1,1.2,2,26
58,BOS,Abdel Nader,Iowa State,5,202,2583,926,376,110,0.428,0.357,0.718,2.8,0.052,2016,12.8,4.6,1.9,0.5,2,28
60,UTA,Tyrone Wallace,California,3,106,1639,549,228,126,0.425,0.203,0.671,0.2,0.006,2016,15.5,5.2,2.2,1.2,2,30
1,PHI,Markelle Fultz,Washington,4,113,2891,1228,376,524,0.447,0.265,0.695,3.1,0.052,2017,25.6,10.9,3.3,4.6,1,1
2,LAL,Lonzo Ball,UCLA,5,252,8187,2995,1447,1563,0.4,0.364,0.578,11.7,0.068,2017,32.5,11.9,5.7,6.2,1,2
3,BOS,Jayson Tatum,Duke,5,345,11473,7033,2280,1005,0.453,0.38,0.842,31.5,0.132,2017,33.3,20.4,6.6,2.9,1,3
4,PHO,Josh Jackson,Kansas,5,280,6598,3224,1141,529,0.417,0.293,0.679,-1.6,-0.012,2017,23.6,11.5,4.1,1.9,1,4
5,SAC,De'Aaron Fox,Kentucky,5,311,9894,5826,1094,1922,0.459,0.317,0.725,15,0.073,2017,31.8,18.7,3.5,6.2,1,5
6,ORL,Jonathan Isaac,Florida State,3,136,3512,1269,741,146,0.435,0.33,0.797,6.7,0.091,2017,25.8,9.3,5.4,1.1,1,6
7,MIN,Lauri Markkanen,Arizona,5,259,7659,3955,1761,329,0.439,0.363,0.847,14.7,0.092,2017,29.6,15.3,6.8,1.3,1,7
8,NYK,Frank Ntilikina,NA,5,258,4708,1356,479,616,0.368,0.33,0.774,0.3,0.003,2017,18.2,5.3,1.9,2.4,1,8
9,DAL,Dennis Smith Jr.,NC State,5,216,5152,2317,636,917,0.402,0.312,0.652,-0.3,-0.003,2017,23.9,10.7,2.9,4.2,1,9
10,SAC,Zach Collins,Gonzaga,4,159,2773,910,640,150,0.444,0.327,0.717,4,0.069,2017,17.4,5.7,4,0.9,1,10
11,CHA,Malik Monk,Kentucky,5,285,5567,2802,633,536,0.418,0.353,0.829,4.7,0.041,2017,19.5,9.8,2.2,1.9,1,11
12,DET,Luke Kennard,Duke,5,277,6442,2724,792,570,0.449,0.422,0.864,13.1,0.098,2017,23.3,9.8,2.9,2.1,1,12
13,DEN,Donovan Mitchell,Louisville,5,324,10906,7685,1345,1423,0.441,0.36,0.835,27.3,0.12,2017,33.7,23.7,4.2,4.4,1,13
14,MIA,Bam Adebayo,Kentucky,5,321,8975,4182,2634,1118,0.553,0.146,0.74,32.1,0.172,2017,28,13,8.2,3.5,1,14
15,POR,Justin Jackson,UNC,5,255,4779,1656,637,276,0.426,0.321,0.799,5.3,0.053,2017,18.7,6.5,2.5,1.1,1,15
16,CHI,Justin Patton,Creighton,4,22,296,86,60,19,0.404,0.25,0.667,0.4,0.066,2017,13.5,3.9,2.7,0.9,1,16
17,MIL,D.J. Wilson,Michigan,5,145,1797,641,450,107,0.417,0.327,0.618,2.8,0.073,2017,12.4,4.4,3.1,0.7,1,17
18,IND,T.J. Leaf,UCLA,4,146,1238,477,283,43,0.492,0.341,0.585,2.7,0.104,2017,8.5,3.3,1.9,0.3,1,18
19,ATL,John Collins,Wake Forest,5,289,8389,4800,2416,451,0.562,0.382,0.78,28.3,0.162,2017,29,16.6,8.4,1.6,1,19
20,POR,Harry Giles,Duke,3,142,1835,832,543,174,0.511,0.258,0.671,3,0.079,2017,12.9,5.9,3.8,1.2,1,20
21,OKC,Terrance Ferguson,NA,4,204,4000,924,263,144,0.404,0.334,0.753,4.4,0.053,2017,19.6,4.5,1.3,0.7,1,21
22,BRK,Jarrett Allen,Texas,5,335,8883,3851,2913,466,0.623,0.189,0.698,34.6,0.187,2017,26.5,11.5,8.7,1.4,1,22
23,TOR,OG Anunoby,Indiana,5,295,7873,3056,1213,414,0.469,0.369,0.706,16.8,0.103,2017,26.7,10.4,4.1,1.4,1,23
24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,0.5,0.4,0.333,0.2,0.084,2017,3.7,0.9,0.7,0.2,1,24
25,ORL,Anžejs Pasečņiks,NA,2,28,443,156,108,19,0.521,0,0.586,0.4,0.038,2017,15.8,5.6,3.9,0.7,1,25
26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,0.438,0.118,0.614,-0.2,-0.015,2017,8.7,2.3,2.9,0.7,1,26
27,BRK,Kyle Kuzma,Utah,5,331,10020,5103,2038,696,0.448,0.338,0.722,14.3,0.069,2017,30.3,15.4,6.2,2.1,1,27
28,LAL,Tony Bradley,UNC,5,157,1912,748,699,84,0.635,0.429,0.675,7.3,0.184,2017,12.2,4.8,4.5,0.5,1,28
29,SAS,Derrick White,Colorado,5,241,6215,2790,793,929,0.444,0.341,0.834,13.9,0.107,2017,25.8,11.6,3.3,3.9,1,29
30,UTA,Josh Hart,Villanova,5,286,7763,2731,1646,571,0.448,0.348,0.736,15.1,0.094,2017,27.1,9.5,5.8,2,1,30
31,CHA,Frank Jackson,Duke,4,203,3672,1724,372,207,0.426,0.338,0.774,2.3,0.03,2017,18.1,8.5,1.8,1,2,1
32,PHO,Davon Reed,Miami (FL),3,60,688,192,118,45,0.393,0.379,0.706,0.8,0.054,2017,11.5,3.2,2,0.8,2,2
33,ORL,Wes Iwundu,Kansas State,5,226,3827,989,555,208,0.408,0.292,0.798,4.2,0.053,2017,16.9,4.4,2.5,0.9,2,3
34,SAC,Frank Mason III,Kansas,4,103,1616,695,204,272,0.396,0.301,0.755,1.2,0.035,2017,15.7,6.7,2,2.6,2,4
35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,0.555,0.2,0.743,3.2,0.125,2017,14.6,5.7,4.3,1,2,5
36,PHI,Jonah Bolden,NA,2,51,686,217,174,40,0.486,0.34,0.484,1.4,0.098,2017,13.5,4.3,3.4,0.8,2,6
37,BOS,Semi Ojeleye,SMU,5,276,4026,941,599,122,0.382,0.343,0.706,5,0.059,2017,14.6,3.4,2.2,0.4,2,7
38,CHI,Jordan Bell,Oregon,5,161,1937,593,497,201,0.552,0.2,0.636,4.9,0.121,2017,12,3.7,3.1,1.2,2,8
39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,0.345,0.263,0.776,-0.4,-0.022,2017,15.1,4.2,1.7,2,2,9
40,NOP,Dwayne Bacon,Florida State,4,207,4012,1503,537,230,0.402,0.314,0.78,0.8,0.01,2017,19.4,7.3,2.6,1.1,2,10
41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,0.389,0.35,0.669,1,0.03,2017,16.1,6.7,2.3,1.3,2,11
42,UTA,Thomas Bryant,Indiana,5,159,3263,1661,927,211,0.593,0.356,0.755,11.4,0.167,2017,20.5,10.4,5.8,1.3,2,12
43,HOU,Isaiah Hartenstein,NA,4,144,1804,744,525,175,0.591,0.308,0.67,6.3,0.167,2017,12.5,5.2,3.6,1.2,2,13
44,NYK,Damyean Dotson,Oregon,5,213,4242,1594,532,315,0.417,0.345,0.711,3,0.034,2017,19.9,7.5,2.5,1.5,2,14
45,HOU,Dillon Brooks,Oregon,5,261,7376,3752,796,515,0.42,0.351,0.8,4.8,0.031,2017,28.3,14.4,3,2,2,15
46,PHI,Sterling Brown,SMU,5,253,4329,1410,862,262,0.423,0.37,0.791,6.6,0.073,2017,17.1,5.6,3.4,1,2,16
47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,0.333,0,0.833,0,0.057,2017,2.6,0.9,0.9,0.1,2,17
48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,0.407,0.34,0.672,1.1,0.032,2017,10.8,2.5,1.3,0.7,2,18
49,DEN,Vlatko Čančar,NA,3,69,478,162,83,30,0.484,0.333,0.793,0.8,0.078,2017,6.9,2.3,1.2,0.4,2,19
51,DEN,Monte Morris,Iowa State,5,257,6388,2660,583,934,0.478,0.388,0.823,16.6,0.125,2017,24.9,10.4,2.3,3.6,2,21
52,NOP,Edmond Sumner,Xavier,4,108,1520,619,165,114,0.474,0.333,0.728,1.9,0.061,2017,14.1,5.7,1.5,1.1,2,22
53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,0.435,0.349,0.757,1,0.075,2017,13.6,5.5,1.5,2.3,2,23
54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,0.378,0.31,0.8,0.3,0.055,2017,11.3,4.1,1.9,0.6,2,24
55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,0.313,0.286,1,0,0.017,2017,5,1.4,0.6,0.6,2,25
56,BOS,Jabari Bird,California,1,13,115,39,19,8,0.577,0.429,0.462,0.2,0.098,2017,8.8,3,1.5,0.6,2,26
59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,0.443,0.256,0.769,0.3,0.03,2017,16.3,4.2,3.6,0.5,2,29
1,PHO,Deandre Ayton,Arizona,4,215,6610,3455,2272,349,0.595,0.196,0.751,22.1,0.161,2018,30.7,16.1,10.6,1.6,1,1
2,SAC,Marvin Bagley III,Duke,4,150,3713,2010,1115,133,0.493,0.298,0.665,6.3,0.081,2018,24.8,13.4,7.4,0.9,1,2
3,ATL,Luka Dončić,NA,4,243,8186,6327,2067,1929,0.456,0.332,0.734,26.3,0.154,2018,33.7,26,8.5,7.9,1,3
4,MEM,Jaren Jackson Jr.,Michigan State,4,185,5037,2932,950,217,0.457,0.353,0.779,11.6,0.11,2018,27.2,15.8,5.1,1.2,1,4
5,DAL,Trae Young,Oklahoma,4,257,8572,6396,1007,2300,0.437,0.352,0.868,22.6,0.126,2018,33.4,24.9,3.9,8.9,1,5
6,ORL,Mo Bamba,Texas,4,204,3641,1479,1187,180,0.47,0.333,0.68,8.5,0.112,2018,17.8,7.3,5.8,0.9,1,6
7,CHI,Wendell Carter Jr.,Duke,4,192,5238,2260,1675,372,0.507,0.291,0.738,12.4,0.114,2018,27.3,11.8,8.7,1.9,1,7
8,CLE,Collin Sexton,Alabama,4,218,7179,4356,663,720,0.458,0.378,0.827,5.5,0.037,2018,32.9,20,3,3.3,1,8
9,NYK,Kevin Knox,Kentucky,4,203,3956,1608,615,170,0.368,0.342,0.704,-0.5,-0.006,2018,19.5,7.9,3,0.8,1,9
