Year,Winner,Loser,WRank,LRank,pl1_flag,pl1_year_pro,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_year_pro,pl2_weight,pl2_height,pl2_hand,higher_rank_won,rank_diff,rank_diff_cat,same_handedness
2021,Khachanov K.,Berankis R.,20,73,RUS,2013,88,198,Right,LTU,2007,70,175,Right,Yes,-53,Medium,Yes
2021,Krajinovic F.,Andujar P.,33,59,SRB,2008,75,185,Right,ESP,2003,76,180,Right,Yes,-26,Low,Yes
2021,Tsitsipas S.,Kokkinakis T.,6,267,GRE,2016,83,193,Right,AUS,2013,82,196,Right,Yes,-261,High,Yes
2021,Berrettini M.,Machac T.,10,199,ITA,2015,95,196,Right,CZE,2017,74,183,Right,Yes,-189,High,Yes
2021,Mcdonald M.,Coric B.,192,25,USA,2016,73,178,Right,CRO,2013,79,185,Right,No,167,High,Yes
2021,Albot R.,O Connell C.,85,121,MDA,2008,69,175,Right,AUS,2011,78,183,Right,Yes,-36,Medium,Yes
2021,Fognini F.,Caruso S.,17,78,ITA,2004,74,178,Right,ITA,2010,80,185,Right,Yes,-61,Medium,Yes
2021,Norrie C.,Safiullin R.,69,183,GBR,2017,80,188,Left,RUS,2015,75,185,Right,Yes,-114,High,No
2021,De Minaur A.,Cuevas P.,23,72,AUS,2015,69,180,Right,URU,2004,80,180,Right,Yes,-49,Medium,Yes
2021,Medvedev D.,Carballes Baena R.,4,99,RUS,2014,81,198,Right,ESP,2011,76,180,Right,Yes,-95,High,Yes
2021,Nadal R.,Mmoh M.,2,177,ESP,2001,85,185,Left,USA,2016,85,185,Right,Yes,-175,High,No
2021,Dimitrov G.,Carreno Busta P.,21,16,BUL,2008,80,191,Right,ESP,2009,78,188,Right,No,5,Low,Yes
2021,Zverev A.,Mannarino A.,7,36,GER,2013,86,198,Right,FRA,2004,70,180,Left,Yes,-29,Low,No
2021,Lajovic D.,Martinez P.,27,87,SRB,2007,78,183,Right,ESP,2016,76,185,Right,Yes,-60,Medium,Yes
2021,Karatsev A.,Schwartzman D.,114,9,RUS,2011,85,185,Right,ARG,2010,64,170,Right,No,105,High,Yes
2021,Raonic M.,Fucsovics M.,14,55,CAN,2008,98,196,Right,HUN,2010,82,188,Right,Yes,-41,Medium,Yes
2021,Auger-Aliassime F.,Shapovalov D.,19,12,CAN,2016,84,188,Right,CAN,2016,76,183,Left,No,7,Low,No
2021,Thiem D.,Kyrgios N.,3,47,AUT,2011,82,185,Right,AUS,2013,85,193,Right,Yes,-44,Medium,Yes
2021,Djokovic N.,Fritz T.,1,31,SRB,2003,77,188,Right,USA,2015,84,193,Right,Yes,-30,Low,Yes
2021,Ruud C.,Albot R.,28,85,NOR,2015,77,183,Right,MDA,2008,69,175,Right,Yes,-57,Medium,Yes
2021,Mcdonald M.,Harris L.,192,91,USA,2016,73,178,Right,RSA,2015,80,193,Right,No,101,High,Yes
2021,Medvedev D.,Krajinovic F.,4,33,RUS,2014,81,198,Right,SRB,2008,75,185,Right,Yes,-29,Low,Yes
2021,Tsitsipas S.,Ymer M.,6,95,GRE,2016,83,193,Right,SWE,2015,75,183,Right,Yes,-89,High,Yes
2021,Rublev A.,Lopez F.,8,65,RUS,2014,68,188,Right,ESP,1997,73,185,Left,Yes,-57,Medium,No
2021,Berrettini M.,Khachanov K.,10,20,ITA,2015,95,196,Right,RUS,2013,88,198,Right,Yes,-10,Low,Yes
2021,Fognini F.,De Minaur A.,17,23,ITA,2004,74,178,Right,AUS,2015,69,180,Right,Yes,-6,Low,Yes
2021,Nadal R.,Norrie C.,2,69,ESP,2001,85,185,Left,GBR,2017,80,188,Left,Yes,-67,Medium,Yes
2021,Karatsev A.,Auger-Aliassime F.,114,19,RUS,2011,85,185,Right,CAN,2016,84,188,Right,No,95,High,Yes
2021,Dimitrov G.,Thiem D.,21,3,BUL,2008,80,191,Right,AUT,2011,82,185,Right,No,18,Low,Yes
2021,Zverev A.,Lajovic D.,7,27,GER,2013,86,198,Right,SRB,2007,78,183,Right,Yes,-20,Low,Yes
2021,Djokovic N.,Raonic M.,1,14,SRB,2003,77,188,Right,CAN,2008,98,196,Right,Yes,-13,Low,Yes
2021,Medvedev D.,Mcdonald M.,4,192,RUS,2014,81,198,Right,USA,2016,73,178,Right,Yes,-188,High,Yes
2021,Rublev A.,Ruud C.,8,28,RUS,2014,68,188,Right,NOR,2015,77,183,Right,Yes,-20,Low,Yes
2021,Nadal R.,Fognini F.,2,17,ESP,2001,85,185,Left,ITA,2004,74,178,Right,Yes,-15,Low,No
2021,Tsitsipas S.,Berrettini M.,6,10,GRE,2016,83,193,Right,ITA,2015,95,196,Right,Yes,-4,Low,Yes
2021,Karatsev A.,Dimitrov G.,114,21,RUS,2011,85,185,Right,BUL,2008,80,191,Right,No,93,High,Yes
2021,Djokovic N.,Zverev A.,1,7,SRB,2003,77,188,Right,GER,2013,86,198,Right,Yes,-6,Low,Yes
2021,Medvedev D.,Rublev A.,4,8,RUS,2014,81,198,Right,RUS,2014,68,188,Right,Yes,-4,Low,Yes
2021,Tsitsipas S.,Nadal R.,6,2,GRE,2016,83,193,Right,ESP,2001,85,185,Left,No,4,Low,No
2021,Djokovic N.,Karatsev A.,1,114,SRB,2003,77,188,Right,RUS,2011,85,185,Right,Yes,-113,High,Yes
2021,Medvedev D.,Tsitsipas S.,4,6,RUS,2014,81,198,Right,GRE,2016,83,193,Right,Yes,-2,Low,Yes
2021,Djokovic N.,Medvedev D.,1,4,SRB,2003,77,188,Right,RUS,2014,81,198,Right,Yes,-3,Low,Yes
2020,Berrettini M.,Harris A.,8,162,ITA,2015,95,196,Right,AUS,2011,81,183,Right,Yes,-154,High,Yes
2020,Berankis R.,Carballes Baena R.,69,83,LTU,2007,70,175,Right,ESP,2011,76,180,Right,Yes,-14,Low,Yes
2020,Evans D.,Mcdonald M.,32,129,GBR,2006,75,175,Right,USA,2016,73,178,Right,Yes,-97,High,Yes
2020,Nishioka Y.,Djere L.,71,40,JPN,2014,64,170,Left,SRB,2013,80,185,Right,No,31,Medium,No
2020,Pella G.,Smith J.P.,25,308,ARG,2007,83,185,Left,AUS,2012,84,188,Left,Yes,-283,High,Yes
2020,Querrey S.,Coric B.,45,28,USA,2006,95,198,Right,CRO,2013,79,185,Right,No,17,Low,Yes
2020,Barrere G.,Safwat M.,84,173,FRA,2021,80,183,Right,EGY,2003,83,180,Right,Yes,-89,High,Yes
2020,Fucsovics M.,Shapovalov D.,67,13,HUN,2010,82,188,Right,CAN,2016,76,183,Left,No,54,Medium,No
2020,Federer R.,Johnson S.,3,75,SUI,1998,85,185,Right,USA,2012,86,188,Right,Yes,-72,Medium,Yes
2020,Dimitrov G.,Londero J.I.,20,52,BUL,2008,80,191,Right,ARG,2010,70,180,Right,Yes,-32,Medium,Yes
2020,Tsitsipas S.,Caruso S.,6,95,GRE,2016,83,193,Right,ITA,2010,80,185,Right,Yes,-89,High,Yes
2020,Kohlschreiber P.,Giron M.,79,107,GER,2001,70,178,Right,USA,2014,77,180,Right,Yes,-28,Low,Yes
2020,Djokovic N.,Struff J.L.,2,37,SRB,2003,77,188,Right,GER,2009,87,196,Right,Yes,-35,Medium,Yes
2020,Cilic M.,Moutet C.,39,70,CRO,2005,89,198,Right,FRA,2016,71,175,Left,Yes,-31,Medium,No
2020,Davidovich Fokina A.,Gombos N.,88,113,ESP,2017,80,183,Right,SVK,2009,85,196,Right,Yes,-25,Low,Yes
2020,Hurkacz H.,Novak D.,31,99,ITA,2013,77,188,Right,AUT,2011,80,183,Right,Yes,-68,Medium,Yes
2020,Ito T.,Gunneswaran P.,146,123,JPN,2006,75,180,Right,IND,2010,80,188,Left,No,23,Low,No
2020,Millman J.,Humbert U.,47,43,AUS,2006,79,183,Right,FRA,2016,73,188,Left,No,4,Low,No
2020,Paire B.,Stebe C.M.,21,154,FRA,2007,80,196,Right,GER,2010,70,183,Left,Yes,-133,High,No
2020,Schwartzman D.,Harris L.,14,72,ARG,2010,64,170,Right,RSA,2015,80,193,Right,Yes,-58,Medium,Yes
2020,Bautista Agut R.,Lopez F.,9,57,ESP,2005,76,183,Right,ESP,1997,73,185,Left,Yes,-48,Medium,No
2020,Fognini F.,Opelka R.,12,38,ITA,2004,74,178,Right,USA,2015,100,211,Right,Yes,-26,Low,Yes
2020,Sinner J.,Purcell M.,82,216,ITA,2018,76,188,Right,AUS,2016,75,185,Right,Yes,-134,High,Yes
2020,Lajovic D.,Edmund K.,27,65,SRB,2007,78,183,Right,GBR,2012,83,188,Right,Yes,-38,Medium,Yes
2020,Polmans M.,Kukushkin M.,133,68,AUS,2015,77,188,Right,KAZ,2006,72,183,Right,No,65,Medium,Yes
2020,Raonic M.,Giustino L.,35,150,CAN,2008,98,196,Right,ITA,2007,80,183,Right,Yes,-115,High,Yes
2020,Paul T.,Mayer L.,80,101,USA,2015,78,185,Right,ARG,2003,80,191,Right,Yes,-21,Low,Yes
2020,Khachanov K.,Vilella Martinez M.,17,196,RUS,2013,88,198,Right,ESP,2013,74,178,Right,Yes,-179,High,Yes
2020,Thiem D.,Mannarino A.,5,44,AUT,2011,82,185,Right,FRA,2004,70,180,Left,Yes,-39,Medium,No
2020,Garin C.,Travaglia S.,36,74,CHI,2013,85,185,Right,ITA,2008,80,185,Right,Yes,-38,Medium,Yes
2020,Sandgren T.,Trungelliti M.,100,202,USA,2011,87,188,Right,ARG,2008,78,180,Right,Yes,-102,High,Yes
2020,Wawrinka S.,Dzumhur D.,15,92,SUI,2002,81,183,Right,BIH,2011,70,175,Right,Yes,-77,High,Yes
2020,Gulbis E.,Auger-Aliassime F.,256,22,LAT,2004,88,193,Right,CAN,2016,84,188,Right,No,234,High,Yes
2020,Krajinovic F.,Halys Q.,41,215,SRB,2008,75,185,Right,FRA,2012,78,191,Right,Yes,-174,High,Yes
2020,Thompson J.,Bublik A.,66,56,AUS,2013,73,183,Right,KAZ,2014,76,196,Right,No,10,Low,Yes
2020,Bedene A.,Duckworth J.,55,94,GBR,2008,72,183,Right,AUS,2010,82,183,Right,Yes,-39,Medium,Yes
2020,Carreno Busta P.,Kovalik J.,30,139,ESP,2009,78,188,Right,SVK,2010,82,183,Right,Yes,-109,High,Yes
2020,Nadal R.,Dellien H.,1,73,ESP,2001,85,185,Left,BOL,2009,75,180,Right,Yes,-72,Medium,No
2020,Ymer M.,Uchiyama Y.,78,93,SWE,2015,75,183,Right,JPN,2011,78,183,Right,Yes,-15,Low,Yes
2020,Mmoh M.,Andujar P.,217,63,USA,2016,85,185,Right,ESP,2003,76,180,Right,No,154,High,Yes
2020,Basilashvili N.,Kwon S.W.,29,87,GEO,2008,79,185,Right,KOR,2015,72,180,Right,Yes,-58,Medium,Yes
2020,Verdasco F.,Donskoy E.,51,106,ESP,2001,87,185,Left,RUS,2007,74,185,Right,Yes,-55,Medium,No
2020,Bolt A.,Ramos-Vinolas A.,140,42,AUS,2011,84,183,Left,ESP,2007,80,188,Left,No,98,High,Yes
2020,Seppi A.,Kecmanovic M.,85,54,ITA,2002,75,191,Right,SRB,2017,75,183,Right,No,31,Medium,Yes
2020,Popyrin A.,Tsonga J.W.,96,33,AUS,2017,78,196,Right,FRA,2004,91,188,Right,No,63,Medium,Yes
2020,Rublev A.,O'Connell C.,16,115,RUS,2014,68,188,Right,NA,NA,NA,NA,NA,Yes,-99,High,NA
2020,Gojowczyk P.,Eubanks C.,120,221,GER,2006,83,188,Right,USA,2017,82,201,Right,Yes,-101,High,Yes
2020,Sugita Y.,Benchetrit E.,91,231,JPN,2006,70,175,Right,MAR,2016,88,193,Right,Yes,-140,High,Yes
2020,Herbert P.H.,Norrie C.,64,62,FRA,2010,79,188,Right,GBR,2017,80,188,Left,No,2,Low,No
2020,Medvedev D.,Tiafoe F.,4,50,RUS,2014,81,198,Right,USA,2015,77,188,Right,Yes,-46,Medium,Yes
2020,Monfils G.,Lu Y.H.,10,NA,FRA,2004,80,193,Right,TPE,2001,74,180,Right,NA,NA,NA,Yes
2020,Kyrgios N.,Sonego L.,26,53,AUS,2013,85,193,Right,ITA,2013,76,191,Right,Yes,-27,Low,Yes
2020,Munar J.,Gaston H.,90,247,ESP,2014,78,183,Right,FRA,2018,68,173,Left,Yes,-157,High,No
2020,Fritz T.,Griekspoor T.,34,175,USA,2015,84,193,Right,NED,2015,85,188,Right,Yes,-141,High,Yes
2020,Goffin D.,Chardy J.,11,58,BEL,2009,68,180,Right,FRA,2005,75,188,Right,Yes,-47,Medium,Yes
2020,Delbonis F.,Sousa J.,76,59,ARG,2007,88,191,Left,POR,2008,74,185,Right,No,17,Low,No
2020,Tabilo A.,Galan D.E.,208,186,CHI,2015,75,188,Right,COL,2015,72,191,Right,No,22,Low,Yes
2020,Zverev A.,Cecchinato M.,7,77,GER,2013,86,198,Right,ITA,2010,78,185,Right,Yes,-70,Medium,Yes
2020,Isner J.,Monteiro T.,19,86,USA,2007,108,208,Right,BRA,2011,78,183,Left,Yes,-67,Medium,No
2020,Martinez P.,Koepfer D.,168,89,ESP,2016,76,185,Right,GER,2016,79,180,Left,No,79,High,No
2020,Anderson K.,Ivashka I.,122,149,RSA,2007,93,203,Right,BLR,2013,83,196,Right,Yes,-27,Low,Yes
2020,Karlovic I.,Pospisil V.,124,138,CRO,2000,104,211,Right,CAN,2007,84,193,Right,Yes,-14,Low,Yes
2020,Gerasimov E.,Ruud C.,98,48,BLR,2010,84,183,Right,NOR,2015,77,183,Right,No,50,Medium,Yes
2020,Simon G.,Cuevas P.,61,46,FRA,2002,70,183,Right,URU,2004,80,180,Right,No,15,Low,Yes
2020,Querrey S.,Berankis R.,45,69,USA,2006,95,198,Right,LTU,2007,70,175,Right,Yes,-24,Low,Yes
2020,Pella G.,Barrere G.,25,84,ARG,2007,83,185,Left,FRA,2021,80,183,Right,Yes,-59,Medium,No
2020,Nishioka Y.,Evans D.,71,32,JPN,2014,64,170,Left,GBR,2006,75,175,Right,No,39,Medium,No
2020,Cilic M.,Paire B.,39,21,CRO,2005,89,198,Right,FRA,2007,80,196,Right,No,18,Low,Yes
2020,Schwartzman D.,Davidovich Fokina A.,14,88,ARG,2010,64,170,Right,ESP,2017,80,183,Right,Yes,-74,Medium,Yes
2020,Fucsovics M.,Sinner J.,67,82,HUN,2010,82,188,Right,ITA,2018,76,188,Right,Yes,-15,Low,Yes
2020,Djokovic N.,Ito T.,2,146,SRB,2003,77,188,Right,JPN,2006,75,180,Right,Yes,-144,High,Yes
2020,Sandgren T.,Berrettini M.,100,8,USA,2011,87,188,Right,ITA,2015,95,196,Right,No,92,High,Yes
2020,Tsitsipas S.,Kohlschreiber P.,6,79,GRE,2016,83,193,Right,GER,2001,70,178,Right,Yes,-73,Medium,Yes
2020,Paul T.,Dimitrov G.,80,20,USA,2015,78,185,Right,BUL,2008,80,191,Right,No,60,Medium,Yes
2020,Raonic M.,Garin C.,35,36,CAN,2008,98,196,Right,CHI,2013,85,185,Right,Yes,-1,Low,Yes
2020,Lajovic D.,Polmans M.,27,133,SRB,2007,78,183,Right,AUS,2015,77,188,Right,Yes,-106,High,Yes
2020,Millman J.,Hurkacz H.,47,31,AUS,2006,79,183,Right,ITA,2013,77,188,Right,No,16,Low,Yes
2020,Bautista Agut R.,Mmoh M.,9,217,ESP,2005,76,183,Right,USA,2016,85,185,Right,Yes,-208,High,Yes
2020,Fognini F.,Thompson J.,12,66,ITA,2004,74,178,Right,AUS,2013,73,183,Right,Yes,-54,Medium,Yes
2020,Federer R.,Krajinovic F.,3,41,SUI,1998,85,185,Right,SRB,2008,75,185,Right,Yes,-38,Medium,Yes
2020,Gulbis E.,Bedene A.,256,55,LAT,2004,88,193,Right,GBR,2008,72,183,Right,No,201,High,Yes
2020,Medvedev D.,Martinez P.,4,168,RUS,2014,81,198,Right,ESP,2016,76,185,Right,Yes,-164,High,Yes
2020,Thiem D.,Bolt A.,5,140,AUT,2011,82,185,Right,AUS,2011,84,183,Left,Yes,-135,High,No
2020,Zverev A.,Gerasimov E.,7,98,GER,2013,86,198,Right,BLR,2010,84,183,Right,Yes,-91,High,Yes
2020,Popyrin A.,Munar J.,96,90,AUS,2017,78,196,Right,ESP,2014,78,183,Right,No,6,Low,Yes
2020,Monfils G.,Karlovic I.,10,124,FRA,2004,80,193,Right,CRO,2000,104,211,Right,Yes,-114,High,Yes
2020,Rublev A.,Sugita Y.,16,91,RUS,2014,68,188,Right,JPN,2006,70,175,Right,Yes,-75,Medium,Yes
2020,Verdasco F.,Basilashvili N.,51,29,ESP,2001,87,185,Left,GEO,2008,79,185,Right,No,22,Low,No
2020,Isner J.,Tabilo A.,19,208,USA,2007,108,208,Right,CHI,2015,75,188,Right,Yes,-189,High,Yes
2020,Goffin D.,Herbert P.H.,11,64,BEL,2009,68,180,Right,FRA,2010,79,188,Right,Yes,-53,Medium,Yes
2020,Khachanov K.,Ymer M.,17,78,RUS,2013,88,198,Right,SWE,2015,75,183,Right,Yes,-61,Medium,Yes
2020,Carreno Busta P.,Gojowczyk P.,30,120,ESP,2009,78,188,Right,GER,2006,83,188,Right,Yes,-90,High,Yes
2020,Kyrgios N.,Simon G.,26,61,AUS,2013,85,193,Right,FRA,2002,70,183,Right,Yes,-35,Medium,Yes
2020,Wawrinka S.,Seppi A.,15,85,SUI,2002,81,183,Right,ITA,2002,75,191,Right,Yes,-70,Medium,Yes
2020,Fritz T.,Anderson K.,34,122,USA,2015,84,193,Right,RSA,2007,93,203,Right,Yes,-88,High,Yes
2020,Nadal R.,Delbonis F.,1,76,ESP,2001,85,185,Left,ARG,2007,88,191,Left,Yes,-75,Medium,Yes
2020,Schwartzman D.,Lajovic D.,14,27,ARG,2010,64,170,Right,SRB,2007,78,183,Right,Yes,-13,Low,Yes
2020,Fucsovics M.,Paul T.,67,80,HUN,2010,82,188,Right,USA,2015,78,185,Right,Yes,-13,Low,Yes
2020,Cilic M.,Bautista Agut R.,39,9,CRO,2005,89,198,Right,ESP,2005,76,183,Right,No,30,Low,Yes
2020,Djokovic N.,Nishioka Y.,2,71,SRB,2003,77,188,Right,JPN,2014,64,170,Left,Yes,-69,Medium,No
2020,Sandgren T.,Querrey S.,100,45,USA,2011,87,188,Right,USA,2006,95,198,Right,No,55,Medium,Yes
2020,Raonic M.,Tsitsipas S.,35,6,CAN,2008,98,196,Right,GRE,2016,83,193,Right,No,29,Low,Yes
2020,Fognini F.,Pella G.,12,25,ITA,2004,74,178,Right,ARG,2007,83,185,Left,Yes,-13,Low,No
2020,Federer R.,Millman J.,3,47,SUI,1998,85,185,Right,AUS,2006,79,183,Right,Yes,-44,Medium,Yes
2020,Monfils G.,Gulbis E.,10,256,FRA,2004,80,193,Right,LAT,2004,88,193,Right,Yes,-246,High,Yes
2020,Thiem D.,Fritz T.,5,34,AUT,2011,82,185,Right,USA,2015,84,193,Right,Yes,-29,Low,Yes
2020,Rublev A.,Goffin D.,16,11,RUS,2014,68,188,Right,BEL,2009,68,180,Right,No,5,Low,Yes
2020,Nadal R.,Carreno Busta P.,1,30,ESP,2001,85,185,Left,ESP,2009,78,188,Right,Yes,-29,Low,No
2020,Wawrinka S.,Isner J.,15,19,SUI,2002,81,183,Right,USA,2007,108,208,Right,Yes,-4,Low,Yes
2020,Kyrgios N.,Khachanov K.,26,17,AUS,2013,85,193,Right,RUS,2013,88,198,Right,No,9,Low,Yes
2020,Zverev A.,Verdasco F.,7,51,GER,2013,86,198,Right,ESP,2001,87,185,Left,Yes,-44,Medium,No
2020,Medvedev D.,Popyrin A.,4,96,RUS,2014,81,198,Right,AUS,2017,78,196,Right,Yes,-92,High,Yes
2020,Raonic M.,Cilic M.,35,39,CAN,2008,98,196,Right,CRO,2005,89,198,Right,Yes,-4,Low,Yes
2020,Djokovic N.,Schwartzman D.,2,14,SRB,2003,77,188,Right,ARG,2010,64,170,Right,Yes,-12,Low,Yes
2020,Sandgren T.,Fognini F.,100,12,USA,2011,87,188,Right,ITA,2004,74,178,Right,No,88,High,Yes
2020,Federer R.,Fucsovics M.,3,67,SUI,1998,85,185,Right,HUN,2010,82,188,Right,Yes,-64,Medium,Yes
2020,Thiem D.,Monfils G.,5,10,AUT,2011,82,185,Right,FRA,2004,80,193,Right,Yes,-5,Low,Yes
2020,Wawrinka S.,Medvedev D.,15,4,SUI,2002,81,183,Right,RUS,2014,81,198,Right,No,11,Low,Yes
2020,Nadal R.,Kyrgios N.,1,26,ESP,2001,85,185,Left,AUS,2013,85,193,Right,Yes,-25,Low,No
2020,Zverev A.,Rublev A.,7,16,GER,2013,86,198,Right,RUS,2014,68,188,Right,Yes,-9,Low,Yes
2020,Federer R.,Sandgren T.,3,100,SUI,1998,85,185,Right,USA,2011,87,188,Right,Yes,-97,High,Yes
2020,Djokovic N.,Raonic M.,2,35,SRB,2003,77,188,Right,CAN,2008,98,196,Right,Yes,-33,Medium,Yes
2020,Zverev A.,Wawrinka S.,7,15,GER,2013,86,198,Right,SUI,2002,81,183,Right,Yes,-8,Low,Yes
2020,Thiem D.,Nadal R.,5,1,AUT,2011,82,185,Right,ESP,2001,85,185,Left,No,4,Low,No
2020,Djokovic N.,Federer R.,2,3,SRB,2003,77,188,Right,SUI,1998,85,185,Right,Yes,-1,Low,Yes
2020,Thiem D.,Zverev A.,5,7,AUT,2011,82,185,Right,GER,2013,86,198,Right,Yes,-2,Low,Yes
2020,Djokovic N.,Thiem D.,2,5,SRB,2003,77,188,Right,AUT,2011,82,185,Right,Yes,-3,Low,Yes
2019,Anderson K.,Mannarino A.,6,42,RSA,2007,93,203,Right,FRA,2004,70,180,Left,Yes,-36,Medium,No
2019,Basilashvili N.,Eubanks C.,20,170,GEO,2008,79,185,Right,USA,2017,82,201,Right,Yes,-150,High,Yes
2019,Albot R.,Mmoh M.,98,107,MDA,2008,69,175,Right,USA,2016,85,185,Right,Yes,-9,Low,Yes
2019,Travaglia S.,Andreozzi G.,137,77,ITA,2008,80,185,Right,ARG,2010,77,183,Right,No,60,Medium,Yes
2019,Verdasco F.,Kecmanovic M.,28,125,ESP,2001,87,185,Left,SRB,2017,75,183,Right,Yes,-97,High,No
2019,Cuevas P.,Lajovic D.,94,46,URU,2004,80,180,Right,SRB,2007,78,183,Right,No,48,Medium,Yes
2019,Haase R.,Garcia-Lopez G.,58,100,NED,2005,71,191,Right,ESP,2002,80,185,Right,Yes,-42,Medium,Yes
2019,Tsitsipas S.,Berrettini M.,15,54,GRE,2016,83,193,Right,ITA,2015,95,196,Right,Yes,-39,Medium,Yes
2019,Dimitrov G.,Tipsarevic J.,21,NA,BUL,2008,80,191,Right,SRB,2002,80,180,Right,NA,NA,NA,Yes
2019,Tiafoe F.,Gunneswaran P.,39,109,USA,2015,77,188,Right,IND,2010,80,188,Left,Yes,-70,Medium,No
2019,Nadal R.,Duckworth J.,2,237,ESP,2001,85,185,Left,AUS,2010,82,183,Right,Yes,-235,High,No
2019,Fabbiano T.,Kubler J.,102,130,ITA,2005,69,173,Right,AUS,2011,74,178,Right,Yes,-28,Low,Yes
2019,Opelka R.,Isner J.,97,10,USA,2015,100,211,Right,USA,2007,108,208,Right,No,87,High,Yes
2019,Schwartzman D.,Molleker R.,16,206,ARG,2010,64,170,Right,GER,2017,75,185,Right,Yes,-190,High,Yes
2019,Evans D.,Ito T.,189,150,GBR,2006,75,175,Right,JPN,2006,75,180,Right,No,39,Medium,Yes
2019,Kudla D.,Polmans M.,62,169,USA,2010,75,180,Right,AUS,2015,77,188,Right,Yes,-107,High,Yes
2019,Khachanov K.,Gojowczyk P.,11,63,RUS,2013,88,198,Right,GER,2006,83,188,Right,Yes,-52,Medium,Yes
2019,De Minaur A.,Sousa P.,29,103,AUS,2015,69,180,Right,POR,2007,70,178,Right,Yes,-74,Medium,Yes
2019,Troicki V.,Carballes Baena R.,200,75,SRB,2006,86,193,Right,ESP,2011,76,180,Right,No,125,High,Yes
2019,Mcdonald M.,Rublev A.,81,87,USA,2016,73,178,Right,RUS,2014,68,188,Right,Yes,-6,Low,Yes
2019,Laaksonen H.,Basic M.,166,99,SUI,2009,78,185,Right,BIH,2012,88,188,Right,No,67,Medium,Yes
2019,Berdych T.,Edmund K.,57,14,CZE,2002,91,196,Right,GBR,2012,83,188,Right,No,43,Medium,Yes
2019,Thompson J.,Lopez F.,72,66,AUS,2013,73,183,Right,ESP,1997,73,185,Left,No,6,Low,No
2019,Ebden M.,Struff J.L.,48,51,AUS,2006,80,188,Right,GER,2009,87,196,Right,Yes,-3,Low,Yes
2019,Seppi A.,Johnson S.,35,34,ITA,2002,75,191,Right,USA,2012,86,188,Right,No,1,Low,Yes
2019,Monfils G.,Dzumhur D.,33,47,FRA,2004,80,193,Right,BIH,2011,70,175,Right,Yes,-14,Low,Yes
2019,Nishioka Y.,Sandgren T.,69,41,JPN,2014,64,170,Left,USA,2011,87,188,Right,No,28,Low,No
2019,Millman J.,Delbonis F.,37,80,AUS,2006,79,183,Right,ARG,2007,88,191,Left,Yes,-43,Medium,No
2019,Fritz T.,Norrie C.,50,68,USA,2015,84,193,Right,GBR,2017,80,188,Left,Yes,-18,Low,No
2019,Bautista Agut R.,Murray A.,24,229,ESP,2005,76,183,Right,GBR,2005,84,191,Right,Yes,-205,High,Yes
2019,Cilic M.,Tomic B.,7,88,CRO,2005,89,198,Right,AUS,2008,91,196,Right,Yes,-81,High,Yes
2019,Federer R.,Istomin D.,3,101,SUI,1998,85,185,Right,UZB,2004,88,188,Right,Yes,-98,High,Yes
2019,Fognini F.,Munar J.,13,79,ITA,2004,74,178,Right,ESP,2014,78,183,Right,Yes,-66,Medium,Yes
2019,Ivashka I.,Jaziri M.,84,43,BLR,2013,83,196,Right,TUN,2003,82,185,Right,No,41,Medium,Yes
2019,Mayer L.,Jarry N.,53,45,ARG,2003,80,191,Right,CHI,2014,87,198,Right,No,8,Low,Yes
2019,Nishikori K.,Majchrzak K.,9,176,JPN,2007,75,178,Right,POL,2013,78,180,Right,Yes,-167,High,Yes
2019,Herbert P.H.,Querrey S.,55,49,FRA,2010,79,188,Right,USA,2006,95,198,Right,No,6,Low,Yes
2019,Fucsovics M.,Ramos-Vinolas A.,38,64,HUN,2010,82,188,Right,ESP,2007,80,188,Left,Yes,-26,Low,No
2019,Harrison R.,Vesely J.,83,90,USA,2007,84,185,Right,CZE,2009,92,198,Left,Yes,-7,Low,No
2019,Medvedev D.,Harris L.,19,119,RUS,2014,81,198,Right,RSA,2015,80,193,Right,Yes,-100,High,Yes
2019,Karlovic I.,Hurkacz H.,73,76,CRO,2000,104,211,Right,ITA,2013,77,188,Right,Yes,-3,Low,Yes
2019,Coric B.,Darcis S.,12,321,CRO,2013,79,185,Right,BEL,2003,77,178,Right,Yes,-309,High,Yes
2019,Chung H.,Klahn B.,25,78,KOR,2014,87,188,Right,USA,2012,75,183,Left,Yes,-53,Medium,No
2019,Bolt A.,Sock J.,155,105,AUS,2011,84,183,Left,USA,2011,84,191,Right,No,50,Medium,No
2019,Sousa J.,Pella G.,44,65,POR,2008,74,185,Right,ARG,2007,83,185,Left,Yes,-21,Low,No
2019,Carreno Busta P.,Vanni L.,23,163,ESP,2009,78,188,Right,ITA,2006,94,198,Right,Yes,-140,High,Yes
2019,Donskoy E.,Djere L.,96,92,RUS,2007,74,185,Right,SRB,2013,80,185,Right,No,4,Low,Yes
2019,Simon G.,Fratangelo B.,30,133,FRA,2002,70,183,Right,USA,2012,79,183,Right,Yes,-103,High,Yes
2019,Zverev A.,Bedene A.,4,67,GER,2013,86,198,Right,GBR,2008,72,183,Right,Yes,-63,Medium,Yes
2019,Goffin D.,Garin C.,22,89,BEL,2009,68,180,Right,CHI,2013,85,185,Right,Yes,-67,Medium,Yes
2019,Shapovalov D.,Andujar P.,27,85,CAN,2016,76,183,Left,ESP,2003,76,180,Right,Yes,-58,Medium,No
