Year,Winner,Loser,WRank,LRank,pl1_flag,pl1_year_pro,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_year_pro,pl2_weight,pl2_height,pl2_hand,higher_rank_won,rank_diff,rank_diff_cat,same_handedness
2015,Hewitt L.,Zhang Z.,87,187,AUS,1998,77,178,Right,CHN,2005,83,188,Right,Yes,-100,High,Yes
2015,Pospisil V.,Querrey S.,60,35,CAN,2007,84,193,Right,USA,2006,95,198,Right,No,25,Low,Yes
2015,Monfils G.,Pouille L.,19,117,FRA,2004,80,193,Right,FRA,2012,81,185,Right,Yes,-98,High,Yes
2015,Berdych T.,Melzer J.,7,108,CZE,2002,91,196,Right,AUT,1999,81,183,Left,Yes,-101,High,No
2015,Baghdatis M.,Goffin D.,78,22,CYP,2003,82,178,Right,BEL,2009,68,180,Right,No,56,Medium,Yes
2015,Troicki V.,Mayer L.,54,26,SRB,2006,86,193,Right,ARG,2003,80,191,Right,No,28,Low,Yes
2015,Sousa J.,Klizan M.,55,34,POR,2008,74,185,Right,SVK,2007,80,191,Left,No,21,Low,No
2015,Gasquet R.,Duckworth J.,28,120,FRA,2002,75,185,Right,AUS,2010,82,183,Right,Yes,-92,High,Yes
2015,Murray A.,Matosevic M.,6,81,GBR,2005,84,191,Right,AUS,2003,86,193,Right,Yes,-75,Medium,Yes
2015,Anderson K.,Berankis R.,15,85,RSA,2007,93,203,Right,LTU,2007,70,175,Right,Yes,-70,Medium,Yes
2015,Dimitrov G.,Lacko L.,11,99,BUL,2008,80,191,Right,SVK,2005,85,185,Right,Yes,-88,High,Yes
2015,Federer R.,Bolelli S.,2,48,SUI,1998,85,185,Right,ITA,2003,83,183,Right,Yes,-46,Medium,Yes
2015,Seppi A.,Chardy J.,46,31,ITA,2002,75,191,Right,FRA,2005,75,188,Right,No,15,Low,Yes
2015,Sela D.,Rosol L.,106,30,ISR,2002,65,175,Right,CZE,2004,84,196,Right,No,76,High,Yes
2015,Kyrgios N.,Karlovic I.,53,27,AUS,2013,85,193,Right,CRO,2000,104,211,Right,No,26,Low,Yes
2015,Jaziri M.,Roger-Vasselin E.,75,119,TUN,2003,82,185,Right,FRA,2002,75,188,Right,Yes,-44,Medium,Yes
2015,Groth S.,Kokkinakis T.,82,147,AUS,2006,100,193,Right,AUS,2013,82,196,Right,Yes,-65,Medium,Yes
2015,Nadal R.,Smyczek T.,3,112,ESP,2001,85,185,Left,USA,2006,73,175,Right,Yes,-109,High,No
2015,Tomic B.,Kohlschreiber P.,66,24,AUS,2008,91,196,Right,GER,2001,70,178,Right,No,42,Medium,Yes
2015,Isner J.,Haider-Maurer A.,21,79,USA,2007,108,208,Right,AUT,2005,89,191,Right,Yes,-58,Medium,Yes
2015,Lopez F.,Mannarino A.,14,36,ESP,1997,73,185,Left,FRA,2004,70,180,Left,Yes,-22,Low,Yes
2015,Nieminen J.,Bachinger M.,72,142,FIN,2000,78,185,Left,GER,2005,86,188,Right,Yes,-70,Medium,No
2015,Nishikori K.,Dodig I.,5,86,JPN,2007,75,178,Right,CRO,2004,83,183,Right,Yes,-81,High,Yes
2015,Garcia-Lopez G.,Gonzalez A.,37,107,ESP,2002,80,185,Right,COL,2006,83,191,Right,Yes,-70,Medium,Yes
2015,Johnson S.,Giraldo S.,38,32,USA,2012,86,188,Right,COL,2004,75,188,Right,No,6,Low,Yes
2015,Pospisil V.,Lorenzi P.,60,64,CAN,2007,84,193,Right,ITA,2003,77,183,Right,Yes,-4,Low,Yes
2015,Wawrinka S.,Copil M.,4,194,SUI,2002,81,183,Right,ROU,2008,86,191,Right,Yes,-190,High,Yes
2015,Muller G.,Bautista R.,42,16,LUX,2001,89,193,Left,ESP,2005,76,183,Right,No,26,Low,No
2015,Djokovic N.,Kuznetsov An.,1,88,SRB,2003,77,188,Right,RUS,2008,70,183,Right,Yes,-87,High,Yes
2015,Simon G.,Granollers M.,20,58,FRA,2002,70,183,Right,ESP,2003,77,191,Right,Yes,-38,Medium,Yes
2015,Ferrer D.,Stakhovsky S.,10,71,ESP,2000,73,175,Right,UKR,2003,80,193,Right,Yes,-61,Medium,Yes
2015,Janowicz J.,Monfils G.,44,19,POL,2007,94,203,Right,FRA,2004,80,193,Right,No,25,Low,Yes
2015,Becker B.,Hewitt L.,41,87,GER,2005,72,178,Right,AUS,1998,77,178,Right,Yes,-46,Medium,Yes
2015,Verdasco F.,Soeda G.,33,92,ESP,2001,87,185,Left,JPN,2003,73,178,Right,Yes,-59,Medium,No
2015,Raonic M.,Young D.,8,56,CAN,2008,98,196,Right,USA,2004,79,183,Left,Yes,-48,Medium,No
2015,Dimitrov G.,Baghdatis M.,11,78,BUL,2008,80,191,Right,CYP,2003,82,178,Right,Yes,-67,Medium,Yes
2015,Berdych T.,Troicki V.,7,54,CZE,2002,91,196,Right,SRB,2006,86,193,Right,Yes,-47,Medium,Yes
2015,Seppi A.,Federer R.,46,2,ITA,2002,75,191,Right,SUI,1998,85,185,Right,No,44,Medium,Yes
2015,Murray A.,Sousa J.,6,55,GBR,2005,84,191,Right,POR,2008,74,185,Right,Yes,-49,Medium,Yes
2015,Tomic B.,Groth S.,66,82,AUS,2008,91,196,Right,AUS,2006,100,193,Right,Yes,-16,Low,Yes
2015,Anderson K.,Gasquet R.,15,28,RSA,2007,93,203,Right,FRA,2002,75,185,Right,Yes,-13,Low,Yes
2015,Kyrgios N.,Jaziri M.,53,75,AUS,2013,85,193,Right,TUN,2003,82,185,Right,Yes,-22,Low,Yes
2015,Nadal R.,Sela D.,3,106,ESP,2001,85,185,Left,ISR,2002,65,175,Right,Yes,-103,High,No
2015,Raonic M.,Becker B.,8,41,CAN,2008,98,196,Right,GER,2005,72,178,Right,Yes,-33,Medium,Yes
2015,Lopez F.,Janowicz J.,14,44,ESP,1997,73,185,Left,POL,2007,94,203,Right,Yes,-30,Low,No
2015,Wawrinka S.,Nieminen J.,4,72,SUI,2002,81,183,Right,FIN,2000,78,185,Left,Yes,-68,Medium,No
2015,Garcia-Lopez G.,Pospisil V.,37,60,ESP,2002,80,185,Right,CAN,2007,84,193,Right,Yes,-23,Low,Yes
2015,Nishikori K.,Johnson S.,5,38,JPN,2007,75,178,Right,USA,2012,86,188,Right,Yes,-33,Medium,Yes
2015,Muller G.,Isner J.,42,21,LUX,2001,89,193,Left,USA,2007,108,208,Right,No,21,Low,No
2015,Djokovic N.,Verdasco F.,1,33,SRB,2003,77,188,Right,ESP,2001,87,185,Left,Yes,-32,Medium,No
2015,Ferrer D.,Simon G.,10,20,ESP,2000,73,175,Right,FRA,2002,70,183,Right,Yes,-10,Low,Yes
2015,Berdych T.,Tomic B.,7,66,CZE,2002,91,196,Right,AUS,2008,91,196,Right,Yes,-59,Medium,Yes
2015,Nadal R.,Anderson K.,3,15,ESP,2001,85,185,Left,RSA,2007,93,203,Right,Yes,-12,Low,No
2015,Kyrgios N.,Seppi A.,53,46,AUS,2013,85,193,Right,ITA,2002,75,191,Right,No,7,Low,Yes
2015,Murray A.,Dimitrov G.,6,11,GBR,2005,84,191,Right,BUL,2008,80,191,Right,Yes,-5,Low,Yes
2015,Wawrinka S.,Garcia-Lopez G.,4,37,SUI,2002,81,183,Right,ESP,2002,80,185,Right,Yes,-33,Medium,Yes
2015,Nishikori K.,Ferrer D.,5,10,JPN,2007,75,178,Right,ESP,2000,73,175,Right,Yes,-5,Low,Yes
2015,Raonic M.,Lopez F.,8,14,CAN,2008,98,196,Right,ESP,1997,73,185,Left,Yes,-6,Low,No
2015,Djokovic N.,Muller G.,1,42,SRB,2003,77,188,Right,LUX,2001,89,193,Left,Yes,-41,Medium,No
2015,Berdych T.,Nadal R.,7,3,CZE,2002,91,196,Right,ESP,2001,85,185,Left,No,4,Low,No
2015,Murray A.,Kyrgios N.,6,53,GBR,2005,84,191,Right,AUS,2013,85,193,Right,Yes,-47,Medium,Yes
2015,Wawrinka S.,Nishikori K.,4,5,SUI,2002,81,183,Right,JPN,2007,75,178,Right,Yes,-1,Low,Yes
2015,Djokovic N.,Raonic M.,1,8,SRB,2003,77,188,Right,CAN,2008,98,196,Right,Yes,-7,Low,Yes
2015,Murray A.,Berdych T.,6,7,GBR,2005,84,191,Right,CZE,2002,91,196,Right,Yes,-1,Low,Yes
2015,Djokovic N.,Wawrinka S.,1,4,SRB,2003,77,188,Right,SUI,2002,81,183,Right,Yes,-3,Low,Yes
2015,Djokovic N.,Murray A.,1,6,SRB,2003,77,188,Right,GBR,2005,84,191,Right,Yes,-5,Low,Yes
2014,Dodig I.,Karlovic I.,34,75,CRO,2004,83,183,Right,CRO,2000,104,211,Right,Yes,-41,Medium,Yes
2014,Nieminen J.,Sela D.,39,68,FIN,2000,78,185,Left,ISR,2002,65,175,Right,Yes,-29,Low,No
2014,Youzhny M.,Struff J.L.,15,105,RUS,1999,73,183,Right,GER,2009,87,196,Right,Yes,-90,High,Yes
2014,Falla A.,Kukushkin M.,87,66,COL,2000,77,185,Left,KAZ,2006,72,183,Right,No,21,Low,No
2014,Querrey S.,Giraldo S.,51,69,USA,2006,95,198,Right,COL,2004,75,188,Right,Yes,-18,Low,Yes
2014,Mannarino A.,Johnson S.,71,147,FRA,2004,70,180,Left,USA,2012,86,188,Right,Yes,-76,High,No
2014,Wawrinka S.,Golubev A.,8,85,SUI,2002,81,183,Right,KAZ,2005,79,183,Right,Yes,-77,High,Yes
2014,Dzumhur D.,Hajek J.,188,103,BIH,2011,70,175,Right,CZE,2000,80,180,Right,No,85,High,Yes
2014,Thiem D.,Sousa J.,136,50,AUT,2011,82,185,Right,POR,2008,74,185,Right,No,86,High,Yes
2014,Mayer F.,Kudla D.,37,113,GER,2001,82,191,Right,USA,2010,75,180,Right,Yes,-76,High,Yes
2014,Ferrer D.,Gonzalez A.,3,74,ESP,2000,73,175,Right,COL,2006,83,191,Right,Yes,-71,Medium,Yes
2014,Anderson K.,Vesely J.,21,83,RSA,2007,93,203,Right,CZE,2009,92,198,Left,Yes,-62,Medium,No
2014,Gulbis E.,Monaco J.,24,42,LAT,2004,88,193,Right,ARG,2002,81,185,Right,Yes,-18,Low,Yes
2014,De Schepper K.,Wu D.,86,203,FRA,2010,104,203,Left,CHN,2009,65,175,Right,Yes,-117,High,No
2014,Gasquet R.,Guez D.,9,176,FRA,2002,75,185,Right,FRA,1997,75,185,Right,Yes,-167,High,Yes
2014,Berdych T.,Nedovyesov A.,7,94,CZE,2002,91,196,Right,KAZ,2005,81,193,Right,Yes,-87,High,Yes
2014,Ebden M.,Mahut N.,67,46,AUS,2006,80,188,Right,FRA,2000,80,191,Right,No,21,Low,Yes
2014,Chardy J.,Huta Galung J.,31,100,FRA,2005,75,188,Right,NED,2004,89,195,Right,Yes,-69,Medium,Yes
2014,Fognini F.,Bogomolov A.,16,89,ITA,2004,74,178,Right,RUS,2002,75,178,Right,Yes,-73,Medium,Yes
2014,Mayer L.,Montanes A.,98,60,ARG,2003,80,191,Right,ESP,1999,70,175,Right,No,38,Medium,Yes
2014,Benneteau J.,Carreno-Busta P.,38,63,FRA,2000,79,185,Right,ESP,2009,78,188,Right,Yes,-25,Low,Yes
2014,Robredo T.,Rosol L.,18,47,ESP,1998,75,180,Right,CZE,2004,84,196,Right,Yes,-29,Low,Yes
2014,Roger-Vasselin E.,Berlocq C.,40,41,FRA,2002,75,188,Right,ARG,2001,81,183,Right,Yes,-1,Low,Yes
2014,Garcia-Lopez G.,Haas T.,58,12,ESP,2002,80,185,Right,GER,1996,84,188,Right,No,46,Medium,Yes
2014,Janowicz J.,Thompson J.,20,319,POL,2007,94,203,Right,AUS,2013,73,183,Right,Yes,-299,High,Yes
2014,Pospisil V.,Groth S.,30,157,CAN,2007,84,193,Right,AUS,2006,100,193,Right,Yes,-127,High,Yes
2014,Andujar P.,Ramos A.,48,84,ESP,2003,76,180,Right,ESP,2007,80,188,Left,Yes,-36,Medium,No
2014,Davydenko N.,Kubot L.,61,72,RUS,1999,70,178,Right,POL,2002,86,191,Right,Yes,-11,Low,Yes
2014,Dolgopolov O.,Berankis R.,56,128,UKR,2006,71,180,Right,LTU,2007,70,175,Right,Yes,-72,Medium,Yes
2014,Tursunov D.,Russell M.,26,92,RUS,2000,82,185,Right,USA,1998,70,173,Right,Yes,-66,Medium,Yes
2014,Djokovic N.,Lacko L.,2,96,SRB,2003,77,188,Right,SVK,2005,85,185,Right,Yes,-94,High,Yes
2014,Istomin D.,Baghdatis M.,49,108,UZB,2004,88,188,Right,CYP,2003,82,178,Right,Yes,-59,Medium,Yes
2014,Lajovic D.,Pouille L.,117,193,SRB,2007,78,183,Right,FRA,2012,81,185,Right,Yes,-76,High,Yes
2014,Dimitrov G.,Klahn B.,22,93,BUL,2008,80,191,Right,USA,2012,75,183,Left,Yes,-71,Medium,No
2014,Nishikori K.,Matosevic M.,17,54,JPN,2007,75,178,Right,AUS,2003,86,193,Right,Yes,-37,Medium,Yes
2014,Przysiezny M.,Zeballos H.,64,65,POL,2001,84,185,Right,ARG,2003,83,188,Left,Yes,-1,Low,No
2014,Raonic M.,Gimeno-Traver D.,11,77,CAN,2008,98,196,Right,ESP,2004,80,183,Right,Yes,-66,Medium,Yes
2014,Lu Y.H.,Wang J.,53,173,TPE,2001,74,180,Right,TPE,2001,73,180,Right,Yes,-120,High,Yes
2014,Hanescu V.,Gojowczyk P.,76,135,ROU,2000,88,198,Right,GER,2006,83,188,Right,Yes,-59,Medium,Yes
2014,Robert S.,Bedene A.,119,104,FRA,2001,77,185,Right,GBR,2008,72,183,Right,No,15,Low,Yes
2014,Klizan M.,Isner J.,106,13,SVK,2007,80,191,Left,USA,2007,108,208,Right,No,93,High,No
2014,Tsonga J.W.,Volandri F.,10,70,FRA,2004,91,188,Right,ITA,1997,73,183,Right,Yes,-60,Medium,Yes
2014,Rola B.,Delbonis F.,185,55,SLO,2013,85,193,Left,ARG,2007,88,191,Left,No,130,High,Yes
2014,Federer R.,Duckworth J.,6,133,SUI,1998,85,185,Right,AUS,2010,82,183,Right,Yes,-127,High,Yes
2014,Gabashvili T.,Stakhovsky S.,79,82,RUS,2001,83,188,Right,UKR,2003,80,193,Right,Yes,-3,Low,Yes
2014,Kavcic B.,Stepanek R.,99,44,SLO,2005,78,188,Right,CZE,1996,76,185,Right,No,55,Medium,Yes
2014,Bellucci T.,Reister J.,129,88,BRA,2005,82,188,Left,GER,2005,87,188,Right,No,41,Medium,No
2014,Paire B.,Dancevic F.,28,122,FRA,2007,80,196,Right,CAN,2003,79,185,Right,Yes,-94,High,Yes
2014,Kyrgios N.,Becker B.,183,81,AUS,2013,85,193,Right,GER,2005,72,178,Right,No,102,High,Yes
2014,Verdasco F.,Zhang Z.,33,253,ESP,2001,87,185,Left,CHN,2005,83,188,Right,Yes,-220,High,No
2014,Seppi A.,Hewitt L.,25,43,ITA,2002,75,191,Right,AUS,1998,77,178,Right,Yes,-18,Low,Yes
2014,Berrer M.,Llodra M.,144,102,GER,1999,100,193,Left,FRA,1999,80,191,Left,No,42,Medium,Yes
2014,Bautista R.,Smyczek T.,62,90,ESP,2005,76,183,Right,USA,2006,73,175,Right,Yes,-28,Low,Yes
2014,Del Potro J.M.,Williams R.,5,130,ARG,2005,97,198,Right,USA,2011,84,185,Right,Yes,-125,High,Yes
2014,Millot V.,Odesnik W.,267,139,FRA,2007,75,173,Left,USA,2004,77,180,Left,No,128,High,Yes
2014,Lopez F.,Devvarman S.,27,97,ESP,1997,73,185,Left,IND,2008,73,180,Right,Yes,-70,Medium,No
2014,Young D.,Haase R.,91,45,USA,2004,79,183,Left,NED,2005,71,191,Right,No,46,Medium,No
2014,Simon G.,Brands D.,19,59,FRA,2002,70,183,Right,GER,2005,92,196,Right,Yes,-40,Medium,Yes
2014,Sock J.,Kamke T.,95,78,USA,2011,84,191,Right,GER,2004,76,178,Right,No,17,Low,Yes
2014,Murray A.,Soeda G.,4,112,GBR,2005,84,191,Right,JPN,2003,73,178,Right,Yes,-108,High,Yes
2014,Kokkinakis T.,Sijsling I.,570,73,AUS,2013,82,196,Right,NED,2006,85,191,Right,No,497,High,Yes
2014,Cilic M.,Granollers M.,36,222,CRO,2005,89,198,Right,ESP,2003,77,191,Right,Yes,-186,High,Yes
2014,Monfils G.,Harrison R.,32,110,FRA,2004,80,193,Right,USA,2007,84,185,Right,Yes,-78,High,Yes
2014,Nadal R.,Tomic B.,1,57,ESP,2001,85,185,Left,AUS,2008,91,196,Right,Yes,-56,Medium,No
2014,Berdych T.,De Schepper K.,7,86,CZE,2002,91,196,Right,FRA,2010,104,203,Left,Yes,-79,High,No
2014,Dzumhur D.,Dodig I.,188,34,BIH,2011,70,175,Right,CRO,2004,83,183,Right,No,154,High,Yes
2014,Mayer F.,Youzhny M.,37,15,GER,2001,82,191,Right,RUS,1999,73,183,Right,No,22,Low,Yes
2014,Gasquet R.,Davydenko N.,9,61,FRA,2002,75,185,Right,RUS,1999,70,178,Right,Yes,-52,Medium,Yes
2014,Janowicz J.,Andujar P.,20,48,POL,2007,94,203,Right,ESP,2003,76,180,Right,Yes,-28,Low,Yes
2014,Ferrer D.,Mannarino A.,3,71,ESP,2000,73,175,Right,FRA,2004,70,180,Left,Yes,-68,Medium,No
2014,Chardy J.,Dolgopolov O.,31,56,FRA,2005,75,188,Right,UKR,2006,71,180,Right,Yes,-25,Low,Yes
2014,Robredo T.,Benneteau J.,18,38,ESP,1998,75,180,Right,FRA,2000,79,185,Right,Yes,-20,Low,Yes
2014,Djokovic N.,Mayer L.,2,98,SRB,2003,77,188,Right,ARG,2003,80,191,Right,Yes,-96,High,Yes
2014,Istomin D.,Tursunov D.,49,26,UZB,2004,88,188,Right,RUS,2000,82,185,Right,No,23,Low,Yes
2014,Roger-Vasselin E.,Garcia-Lopez G.,40,58,FRA,2002,75,188,Right,ESP,2002,80,185,Right,Yes,-18,Low,Yes
2014,Querrey S.,Gulbis E.,51,24,USA,2006,95,198,Right,LAT,2004,88,193,Right,No,27,Low,Yes
2014,Anderson K.,Thiem D.,21,136,RSA,2007,93,203,Right,AUT,2011,82,185,Right,Yes,-115,High,Yes
2014,Fognini F.,Nieminen J.,16,39,ITA,2004,74,178,Right,FIN,2000,78,185,Left,Yes,-23,Low,No
2014,Wawrinka S.,Falla A.,8,87,SUI,2002,81,183,Right,COL,2000,77,185,Left,Yes,-79,High,No
2014,Pospisil V.,Ebden M.,30,67,CAN,2007,84,193,Right,AUS,2006,80,188,Right,Yes,-37,Medium,Yes
2014,Nishikori K.,Lajovic D.,17,117,JPN,2007,75,178,Right,SRB,2007,78,183,Right,Yes,-100,High,Yes
2014,Young D.,Seppi A.,91,25,USA,2004,79,183,Left,ITA,2002,75,191,Right,No,66,Medium,No
2014,Klizan M.,Rola B.,106,185,SVK,2007,80,191,Left,SLO,2013,85,193,Left,Yes,-79,High,Yes
2014,Tsonga J.W.,Bellucci T.,10,129,FRA,2004,91,188,Right,BRA,2005,82,188,Left,Yes,-119,High,No
2014,Robert S.,Przysiezny M.,119,64,FRA,2001,77,185,Right,POL,2001,84,185,Right,No,55,Medium,Yes
2014,Federer R.,Kavcic B.,6,99,SUI,1998,85,185,Right,SLO,2005,78,188,Right,Yes,-93,High,Yes
2014,Nadal R.,Kokkinakis T.,1,570,ESP,2001,85,185,Left,AUS,2013,82,196,Right,Yes,-569,High,No
2014,Dimitrov G.,Lu Y.H.,22,53,BUL,2008,80,191,Right,TPE,2001,74,180,Right,Yes,-31,Medium,Yes
2014,Simon G.,Cilic M.,19,36,FRA,2002,70,183,Right,CRO,2005,89,198,Right,Yes,-17,Low,Yes
2014,Raonic M.,Hanescu V.,11,76,CAN,2008,98,196,Right,ROU,2000,88,198,Right,Yes,-65,Medium,Yes
2014,Lopez F.,Berrer M.,27,144,ESP,1997,73,185,Left,GER,1999,100,193,Left,Yes,-117,High,Yes
2014,Gabashvili T.,Verdasco F.,79,33,RUS,2001,83,188,Right,ESP,2001,87,185,Left,No,46,Medium,No
2014,Monfils G.,Sock J.,32,95,FRA,2004,80,193,Right,USA,2011,84,191,Right,Yes,-63,Medium,Yes
2014,Bautista R.,Del Potro J.M.,62,5,ESP,2005,76,183,Right,ARG,2005,97,198,Right,No,57,Medium,Yes
2014,Murray A.,Millot V.,4,267,GBR,2005,84,191,Right,FRA,2007,75,173,Left,Yes,-263,High,No
2014,Paire B.,Kyrgios N.,28,183,FRA,2007,80,196,Right,AUS,2013,85,193,Right,Yes,-155,High,Yes
2014,Wawrinka S.,Pospisil V.,8,30,SUI,2002,81,183,Right,CAN,2007,84,193,Right,Yes,-22,Low,Yes
2014,Mayer F.,Janowicz J.,37,20,GER,2001,82,191,Right,POL,2007,94,203,Right,No,17,Low,Yes
2014,Ferrer D.,Chardy J.,3,31,ESP,2000,73,175,Right,FRA,2005,75,188,Right,Yes,-28,Low,Yes
2014,Anderson K.,Roger-Vasselin E.,21,40,RSA,2007,93,203,Right,FRA,2002,75,188,Right,Yes,-19,Low,Yes
2014,Berdych T.,Dzumhur D.,7,188,CZE,2002,91,196,Right,BIH,2011,70,175,Right,Yes,-181,High,Yes
2014,Robredo T.,Gasquet R.,18,9,ESP,1998,75,180,Right,FRA,2002,75,185,Right,No,9,Low,Yes
2014,Fognini F.,Querrey S.,16,51,ITA,2004,74,178,Right,USA,2006,95,198,Right,Yes,-35,Medium,Yes
2014,Djokovic N.,Istomin D.,2,49,SRB,2003,77,188,Right,UZB,2004,88,188,Right,Yes,-47,Medium,Yes
2014,Robert S.,Klizan M.,119,106,FRA,2001,77,185,Right,SVK,2007,80,191,Left,No,13,Low,No
2014,Federer R.,Gabashvili T.,6,79,SUI,1998,85,185,Right,RUS,2001,83,188,Right,Yes,-73,Medium,Yes
2014,Dimitrov G.,Raonic M.,22,11,BUL,2008,80,191,Right,CAN,2008,98,196,Right,No,11,Low,Yes
2014,Bautista R.,Paire B.,62,28,ESP,2005,76,183,Right,FRA,2007,80,196,Right,No,34,Medium,Yes
2014,Murray A.,Lopez F.,4,27,GBR,2005,84,191,Right,ESP,1997,73,185,Left,Yes,-23,Low,No
2014,Tsonga J.W.,Simon G.,10,19,FRA,2004,91,188,Right,FRA,2002,70,183,Right,Yes,-9,Low,Yes
2014,Nishikori K.,Young D.,17,91,JPN,2007,75,178,Right,USA,2004,79,183,Left,Yes,-74,Medium,No
2014,Nadal R.,Monfils G.,1,32,ESP,2001,85,185,Left,FRA,2004,80,193,Right,Yes,-31,Medium,No
2014,Ferrer D.,Mayer F.,3,37,ESP,2000,73,175,Right,GER,2001,82,191,Right,Yes,-34,Medium,Yes
2014,Djokovic N.,Fognini F.,2,16,SRB,2003,77,188,Right,ITA,2004,74,178,Right,Yes,-14,Low,Yes
2014,Berdych T.,Anderson K.,7,21,CZE,2002,91,196,Right,RSA,2007,93,203,Right,Yes,-14,Low,Yes
2014,Wawrinka S.,Robredo T.,8,18,SUI,2002,81,183,Right,ESP,1998,75,180,Right,Yes,-10,Low,Yes
2014,Dimitrov G.,Bautista R.,22,62,BUL,2008,80,191,Right,ESP,2005,76,183,Right,Yes,-40,Medium,Yes
2014,Nadal R.,Nishikori K.,1,17,ESP,2001,85,185,Left,JPN,2007,75,178,Right,Yes,-16,Low,No
2014,Murray A.,Robert S.,4,119,GBR,2005,84,191,Right,FRA,2001,77,185,Right,Yes,-115,High,Yes
2014,Federer R.,Tsonga J.W.,6,10,SUI,1998,85,185,Right,FRA,2004,91,188,Right,Yes,-4,Low,Yes
2014,Berdych T.,Ferrer D.,7,3,CZE,2002,91,196,Right,ESP,2000,73,175,Right,No,4,Low,Yes
2014,Wawrinka S.,Djokovic N.,8,2,SUI,2002,81,183,Right,SRB,2003,77,188,Right,No,6,Low,Yes
2014,Nadal R.,Dimitrov G.,1,22,ESP,2001,85,185,Left,BUL,2008,80,191,Right,Yes,-21,Low,No
2014,Federer R.,Murray A.,6,4,SUI,1998,85,185,Right,GBR,2005,84,191,Right,No,2,Low,Yes
2014,Wawrinka S.,Berdych T.,8,7,SUI,2002,81,183,Right,CZE,2002,91,196,Right,No,1,Low,Yes
2014,Nadal R.,Federer R.,1,6,ESP,2001,85,185,Left,SUI,1998,85,185,Right,Yes,-5,Low,No
2014,Wawrinka S.,Nadal R.,8,1,SUI,2002,81,183,Right,ESP,2001,85,185,Left,No,7,Low,No
2013,Almagro N.,Johnson S.,11,175,ESP,2003,86,183,Right,USA,2012,86,188,Right,Yes,-164,High,Yes
2013,Nishikori K.,Hanescu V.,18,63,JPN,2007,75,178,Right,ROU,2000,88,198,Right,Yes,-45,Medium,Yes
2013,Rufin G.,Reister J.,92,296,FRA,2008,82,188,Right,GER,2005,87,188,Right,Yes,-204,High,Yes
2013,Berlocq C.,Authom M.,68,156,ARG,2001,81,183,Right,NA,NA,NA,NA,NA,Yes,-88,High,NA
2013,Benneteau J.,Dimitrov G.,38,41,FRA,2000,79,185,Right,BUL,2008,80,191,Right,Yes,-3,Low,Yes
2013,Gimeno-Traver D.,Kubot L.,71,76,ESP,2004,80,183,Right,POL,2002,86,191,Right,Yes,-5,Low,Yes
2013,Roger-Vasselin E.,Bemelmans R.,101,114,FRA,2002,75,188,Right,BEL,2006,75,183,Left,Yes,-13,Low,No
2013,Malisse X.,Andujar P.,55,45,BEL,1998,83,185,Right,ESP,2003,76,180,Right,No,10,Low,Yes
2013,Verdasco F.,Goffin D.,24,49,ESP,2001,87,185,Left,BEL,2009,68,180,Right,Yes,-25,Low,No
2013,Wawrinka S.,Stebe C.M.,17,164,SUI,2002,81,183,Right,GER,2010,70,183,Left,Yes,-147,High,No
2013,Harrison R.,Giraldo S.,62,64,USA,2007,84,185,Right,COL,2004,75,188,Right,Yes,-2,Low,Yes
2013,Donskoy E.,Ungur A.,82,99,RUS,2007,74,185,Right,ROU,2003,73,178,Right,Yes,-17,Low,Yes
2013,Berdych T.,Russell M.,6,94,CZE,2002,91,196,Right,USA,1998,70,173,Right,Yes,-88,High,Yes
2013,Djokovic N.,Mathieu P.H.,1,60,SRB,2003,77,188,Right,FRA,1999,74,185,Right,Yes,-59,Medium,Yes
2013,Youzhny M.,Ebden M.,25,108,RUS,1999,73,183,Right,AUS,2006,80,188,Right,Yes,-83,High,Yes
2013,Melzer J.,Kukushkin M.,29,105,AUT,1999,81,183,Left,KAZ,2006,72,183,Right,Yes,-76,High,No
2013,Kamke T.,Cipolla F.,90,95,GER,2004,76,178,Right,ITA,2003,74,173,Right,Yes,-5,Low,Yes
2013,Baker B.,Bogomolov A.,57,133,USA,2003,77,191,Right,RUS,2002,75,178,Right,Yes,-76,High,Yes
2013,Smyczek T.,Karlovic I.,125,103,USA,2006,73,175,Right,CRO,2000,104,211,Right,No,22,Low,Yes
2013,Devvarman S.,Phau B.,551,78,IND,2008,73,180,Right,GER,1999,70,175,Right,No,473,High,Yes
2013,Kuznetsov An.,Monaco J.,79,12,RUS,2008,70,183,Right,ARG,2002,81,185,Right,No,67,Medium,Yes
2013,Lopez F.,Brugues-Davi A.,42,198,ESP,1997,73,185,Left,ESP,2009,82,183,Left,Yes,-156,High,Yes
2013,Ito T.,Millman J.,84,184,JPN,2006,75,180,Right,AUS,2006,79,183,Right,Yes,-100,High,Yes
2013,Janowicz J.,Bolelli S.,26,80,POL,2007,94,203,Right,ITA,2003,83,183,Right,Yes,-54,Medium,Yes
2013,Ferrer D.,Rochus O.,5,126,ESP,2000,73,175,Right,BEL,1999,65,168,Right,Yes,-121,High,Yes
2013,Lacko L.,Muller G.,44,69,SVK,2005,85,185,Right,LUX,2001,89,193,Left,Yes,-25,Low,No
2013,Stepanek R.,Troicki V.,34,37,CZE,1996,76,185,Right,SRB,2006,86,193,Right,Yes,-3,Low,Yes
2013,Bautista R.,Fognini F.,56,47,ESP,2005,76,183,Right,ITA,2004,74,178,Right,No,9,Low,Yes
