tourney_name,surface,tourney_date,winner_seed,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_seed,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
AUSTRALIAN OPEN,Hard,20180115,20,Barbora Strycova,R,164,CZE,31.8,NA,Lara Arruabarrena,R,166,ESP,25.8,6-3 6-4,R64,99,3,3,64,41,30,13,10,6,7,0,0,63,39,23,13,9,7,10,24,87
AUSTRALIAN OPEN,Hard,20180115,29,Lucie Safarova,L,177,CZE,30.9,NA,Sorana Cirstea,R,176,ROU,27.7,6-2 6-4,R64,84,6,2,70,37,23,19,9,4,5,4,3,59,34,22,8,9,1,5,29,36
AUSTRALIAN OPEN,Hard,20180115,6,Karolina Pliskova,R,184,CZE,25.8,NA,Beatriz Haddad Maia,L,185,BRA,21.6,6-1 6-1,R64,44,5,3,38,24,19,10,7,2,2,2,4,36,23,13,2,7,2,7,6,70
AUSTRALIAN OPEN,Hard,20180115,NA,Su Wei Hsieh,R,169,TPE,32,3,Garbine Muguruza,R,182,ESP,24.2,7-6(1) 6-4,R64,119,3,3,85,56,36,15,11,6,9,3,5,87,55,37,8,11,7,11,88,3
AUSTRALIAN OPEN,Hard,20180115,26,Agnieszka Radwanska,R,170,POL,28.8,NA,Lesia Tsurenko,R,174,UKR,28.6,2-6 7-5 6-3,R64,137,2,2,93,62,43,14,15,4,8,5,7,100,71,43,14,14,8,12,35,43
AUSTRALIAN OPEN,Hard,20180115,21,Angelique Kerber,L,173,GER,29.9,NA,Donna Vekic,R,179,CRO,21.5,6-4 6-1,R64,70,3,2,60,33,24,16,9,2,3,3,0,44,26,12,10,8,1,5,16,52
AUSTRALIAN OPEN,Hard,20180115,NA,Maria Sharapova,R,188,RUS,30.7,14,Anastasija Sevastova,R,169,LAT,27.7,6-1 7-6(4),R64,80,4,4,57,33,27,11,10,1,4,1,1,60,37,23,7,9,1,6,48,15
AUSTRALIAN OPEN,Hard,20180115,NA,Ana Bogdan,R,171,ROU,25.1,NA,Yulia Putintseva,R,163,KAZ,23,1-6 6-2 6-3,R64,126,4,3,67,44,30,10,12,4,8,1,5,82,56,31,11,12,3,8,104,54
AUSTRALIAN OPEN,Hard,20180115,17,Madison Keys,R,178,USA,22.9,NA,Ekaterina Alexandrova,R,175,RUS,23.1,6-0 6-1,R64,41,7,1,36,19,17,12,7,1,1,2,5,36,18,8,5,6,5,10,20,92
AUSTRALIAN OPEN,Hard,20180115,NA,Aliaksandra Sasnovich,R,174,BLR,23.8,28,Mirjana Lucic,R,181,CRO,35.8,6-3 6-1,R64,55,2,3,46,30,27,6,8,0,1,2,5,53,30,18,6,8,6,11,56,30
AUSTRALIAN OPEN,Hard,20180115,8,Caroline Garcia,R,177,FRA,24.2,NA,Marketa Vondrousova,L,173,CZE,18.5,6-7(3) 6-2 8-6,R64,149,8,1,101,71,53,18,17,4,6,8,8,118,65,46,26,17,9,14,8,62
AUSTRALIAN OPEN,Hard,20180115,NA,Luksika Kumkhum,R,167,THA,24.4,NA,Belinda Bencic,R,175,SUI,20.8,6-1 6-3,R64,78,3,4,62,36,25,11,8,6,8,4,6,64,39,22,7,8,10,16,124,78
AUSTRALIAN OPEN,Hard,20180115,NA,Petra Martic,R,181,CRO,26.9,NA,Irina Camelia Begu,R,181,ROU,27.3,6-4 7-6(3),R64,122,2,5,78,50,33,14,11,5,8,2,3,100,66,38,16,11,10,14,81,40
AUSTRALIAN OPEN,Hard,20180115,NA,Elise Mertens,R,179,BEL,22.1,23,Daria Saville,R,166,AUS,23.8,7-5 6-3,R64,111,0,4,88,60,40,9,10,14,17,1,10,67,40,22,9,11,2,8,37,23
AUSTRALIAN OPEN,Hard,20180115,NA,Alize Cornet,R,173,FRA,27.9,12,Julia Goerges,R,180,GER,29.2,6-4 6-3,R64,91,2,4,64,40,29,12,10,4,5,2,3,66,38,26,12,9,8,11,42,12
AUSTRALIAN OPEN,Hard,20180115,NA,Denisa Allertova,R,180,CZE,24.8,NA,Shuai Zhang,R,177,CHN,28.9,6-4 7-6(5),R64,90,2,1,78,53,35,12,11,3,6,2,1,73,54,33,8,11,2,6,130,34
AUSTRALIAN OPEN,Hard,20180115,NA,Magda Linette,R,171,POL,25.9,22,Daria Kasatkina,R,170,RUS,20.6,7-6(4) 6-2,R64,103,1,4,69,47,26,11,10,0,4,3,5,74,46,26,9,10,2,8,74,25
AUSTRALIAN OPEN,Hard,20180115,NA,Marta Kostyuk,R,175,UKR,15.5,NA,Olivia Rogowska,R,175,AUS,26.6,6-3 7-5,R64,89,6,11,86,52,35,12,11,5,8,2,3,65,36,19,14,10,5,10,521,168
AUSTRALIAN OPEN,Hard,20180115,4,Elina Svitolina,R,174,UKR,23.3,NA,Katerina Siniakova,R,174,CZE,21.6,4-6 6-2 6-1,R64,134,9,3,92,53,36,19,13,7,10,1,6,98,52,29,20,12,14,20,4,59
AUSTRALIAN OPEN,Hard,20180115,7,Jelena Ostapenko,R,177,LAT,20.6,NA,Ying Ying Duan,R,186,CHN,28.5,6-3 3-6 6-4,R64,104,10,5,75,43,26,14,14,1,7,4,2,87,57,34,9,14,6,13,7,100
AUSTRALIAN OPEN,Hard,20180115,32,Anett Kontaveit,R,174,EST,22,NA,Mona Barthel,R,185,GER,27.5,6-3 4-6 6-3,R64,96,6,9,88,49,37,19,14,8,11,3,7,85,49,33,15,14,7,12,33,53
AUSTRALIAN OPEN,Hard,20180115,NA,Kaia Kanepi,R,181,EST,32.5,NA,Monica Puig,R,170,PUR,24.3,6-4 6-3,R64,80,4,2,49,28,20,13,9,1,3,2,6,73,48,30,7,10,3,8,79,58
AUSTRALIAN OPEN,Hard,20180115,NA,Carla Suarez Navarro,R,162,ESP,29.3,NA,Timea Babos,R,179,HUN,24.6,6-4 2-6 6-2,R64,109,4,2,92,70,46,10,13,6,9,4,2,72,41,28,17,13,3,7,39,51
AUSTRALIAN OPEN,Hard,20180115,NA,Kateryna Bondarenko,R,175,UKR,31.4,15,Anastasia Pavlyuchenkova,R,177,RUS,26.5,6-2 6-3,R64,74,3,3,65,46,32,9,9,5,6,1,3,54,37,23,6,8,3,7,94,18
AUSTRALIAN OPEN,Hard,20180115,19,Magdalena Rybarikova,R,180,SVK,29.2,NA,Kirsten Flipkens,R,165,BEL,32,6-4 0-6 6-2,R64,109,0,1,73,40,19,19,12,4,9,4,2,81,48,29,15,12,4,9,21,75
AUSTRALIAN OPEN,Hard,20180115,30,Kiki Bertens,R,182,NED,26,NA,Nicole Gibbs,R,168,USA,24.8,7-6(3) 6-0,R64,76,7,2,62,41,31,12,9,3,3,0,2,58,41,25,8,9,5,8,32,113
AUSTRALIAN OPEN,Hard,20180115,2,Caroline Wozniacki,R,177,DEN,27.5,NA,Jana Fett,R,168,CRO,21.2,3-6 6-2 7-5,R64,151,4,7,103,69,43,14,15,12,18,1,9,89,38,22,23,14,3,10,2,119
AUSTRALIAN OPEN,Hard,20180115,1,Simona Halep,R,168,ROU,26.3,NA,Lauren Davis,R,157,USA,24.2,4-6 6-4 15-13,R32,224,4,4,149,109,71,21,24,10,16,0,7,154,93,65,23,24,15,22,1,76
AUSTRALIAN OPEN,Hard,20180115,NA,Naomi Osaka,R,180,JPN,20.2,18,Ashleigh Barty,R,166,AUS,21.7,6-4 6-2,R32,73,12,2,61,42,33,8,9,4,4,1,0,48,30,20,10,9,0,3,72,17
AUSTRALIAN OPEN,Hard,20180115,20,Barbora Strycova,R,164,CZE,31.8,NA,Bernarda Pera,L,175,USA,23.1,6-2 6-2,R32,68,5,1,52,35,28,9,8,2,2,1,4,40,19,10,9,8,1,5,24,123
AUSTRALIAN OPEN,Hard,20180115,6,Karolina Pliskova,R,184,CZE,25.8,29,Lucie Safarova,L,177,CZE,30.9,7-6(6) 7-5,R32,97,11,1,70,54,46,9,12,1,1,2,3,80,52,39,15,12,1,2,6,29
AUSTRALIAN OPEN,Hard,20180115,NA,Su Wei Hsieh,R,169,TPE,32,26,Agnieszka Radwanska,R,170,POL,28.8,6-2 7-5,R32,99,1,4,70,48,33,8,10,2,5,1,3,59,39,20,6,10,2,8,88,35
AUSTRALIAN OPEN,Hard,20180115,21,Angelique Kerber,L,173,GER,29.9,NA,Maria Sharapova,R,188,RUS,30.7,6-1 6-3,R32,64,1,2,45,29,25,6,8,3,4,1,2,46,29,11,8,8,3,8,16,48
AUSTRALIAN OPEN,Hard,20180115,17,Madison Keys,R,178,USA,22.9,NA,Ana Bogdan,R,171,ROU,25.1,6-3 6-4,R32,73,6,2,62,42,33,12,10,3,3,0,1,60,44,25,10,9,3,5,20,104
AUSTRALIAN OPEN,Hard,20180115,8,Caroline Garcia,R,177,FRA,24.2,NA,Aliaksandra Sasnovich,R,174,BLR,23.8,6-3 5-7 6-2,R32,125,10,1,90,65,48,11,15,5,8,3,7,83,46,33,15,14,2,7,8,56
AUSTRALIAN OPEN,Hard,20180115,NA,Petra Martic,R,181,CRO,26.9,NA,Luksika Kumkhum,R,167,THA,24.4,6-3 3-6 7-5,R32,130,2,5,91,49,29,20,15,5,11,4,5,99,62,36,16,15,5,12,81,124
AUSTRALIAN OPEN,Hard,20180115,NA,Elise Mertens,R,179,BEL,22.1,NA,Alize Cornet,R,173,FRA,27.9,7-5 6-4,R32,121,2,5,82,62,37,6,11,4,9,1,11,76,41,21,12,11,9,16,37,42
AUSTRALIAN OPEN,Hard,20180115,NA,Denisa Allertova,R,180,CZE,24.8,NA,Magda Linette,R,171,POL,25.9,6-1 6-4,R32,71,5,5,51,30,24,11,9,2,3,2,4,65,41,22,11,8,7,11,130,74
AUSTRALIAN OPEN,Hard,20180115,4,Elina Svitolina,R,174,UKR,23.3,NA,Marta Kostyuk,R,175,UKR,15.5,6-2 6-2,R32,59,5,0,38,27,21,7,8,0,1,0,9,54,20,15,9,8,3,8,4,521
AUSTRALIAN OPEN,Hard,20180115,32,Anett Kontaveit,R,174,EST,22,7,Jelena Ostapenko,R,177,LAT,20.6,6-3 1-6 6-3,R32,113,6,7,70,46,26,6,12,6,14,3,4,95,57,31,12,13,11,20,33,7
AUSTRALIAN OPEN,Hard,20180115,NA,Carla Suarez Navarro,R,162,ESP,29.3,NA,Kaia Kanepi,R,181,EST,32.5,3-6 6-1 6-3,R32,103,1,1,72,50,32,11,12,4,8,2,3,89,52,26,18,13,6,13,39,79
AUSTRALIAN OPEN,Hard,20180115,19,Magdalena Rybarikova,R,180,SVK,29.2,NA,Kateryna Bondarenko,R,175,UKR,31.4,7-5 3-6 6-1,R32,124,9,3,87,58,43,14,14,4,6,2,9,79,44,32,17,14,0,4,21,94
AUSTRALIAN OPEN,Hard,20180115,2,Caroline Wozniacki,R,177,DEN,27.5,30,Kiki Bertens,R,182,NED,26,6-4 6-3,R32,86,3,1,69,48,34,11,10,5,6,4,2,54,40,25,5,9,1,4,2,32
AUSTRALIAN OPEN,Hard,20180115,1,Simona Halep,R,168,ROU,26.3,NA,Naomi Osaka,R,180,JPN,20.2,6-3 6-2,R16,79,2,1,65,43,28,12,8,7,8,5,1,60,37,22,8,9,2,7,1,72
AUSTRALIAN OPEN,Hard,20180115,6,Karolina Pliskova,R,184,CZE,25.8,20,Barbora Strycova,R,164,CZE,31.8,6-7(5) 6-3 6-2,R16,161,4,1,99,67,44,18,14,4,6,2,2,116,87,53,11,15,12,18,6,24
AUSTRALIAN OPEN,Hard,20180115,21,Angelique Kerber,L,173,GER,29.9,NA,Su Wei Hsieh,R,169,TPE,32,4-6 7-5 6-2,R16,128,3,0,84,60,39,16,15,1,5,1,5,109,68,39,18,15,7,13,16,88
AUSTRALIAN OPEN,Hard,20180115,17,Madison Keys,R,178,USA,22.9,8,Caroline Garcia,R,177,FRA,24.2,6-3 6-2,R16,68,9,3,62,37,29,11,9,3,5,1,2,54,37,19,5,8,3,8,20,8
AUSTRALIAN OPEN,Hard,20180115,NA,Elise Mertens,R,179,BEL,22.1,NA,Petra Martic,R,181,CRO,26.9,7-6(5) 7-5,R16,119,9,6,86,57,42,11,12,9,13,7,4,85,51,33,13,12,7,12,37,81
AUSTRALIAN OPEN,Hard,20180115,4,Elina Svitolina,R,174,UKR,23.3,NA,Denisa Allertova,R,180,CZE,24.8,6-3 6-0,R16,57,7,2,44,24,19,9,7,0,1,1,3,59,41,18,5,8,6,12,4,130
AUSTRALIAN OPEN,Hard,20180115,NA,Carla Suarez Navarro,R,162,ESP,29.3,32,Anett Kontaveit,R,174,EST,22,4-6 6-4 8-6,R16,137,2,1,118,85,51,21,17,5,9,3,6,112,78,51,16,17,11,16,39,33
AUSTRALIAN OPEN,Hard,20180115,2,Caroline Wozniacki,R,177,DEN,27.5,19,Magdalena Rybarikova,R,180,SVK,29.2,6-3 6-0,R16,63,2,3,43,31,24,5,8,0,1,2,2,43,30,13,3,7,4,9,2,21
AUSTRALIAN OPEN,Hard,20180115,1,Simona Halep,R,168,ROU,26.3,6,Karolina Pliskova,R,184,CZE,25.8,6-3 6-2,QF,71,0,4,54,34,26,9,8,3,4,2,3,64,42,23,7,9,5,10,1,6
AUSTRALIAN OPEN,Hard,20180115,21,Angelique Kerber,L,173,GER,29.9,17,Madison Keys,R,178,USA,22.9,6-1 6-2,QF,51,1,1,39,23,19,7,7,2,3,0,4,46,30,13,5,8,3,9,16,20
AUSTRALIAN OPEN,Hard,20180115,NA,Elise Mertens,R,179,BEL,22.1,4,Elina Svitolina,R,174,UKR,23.3,6-4 6-0,QF,73,2,2,50,33,22,11,8,1,2,3,0,52,27,14,10,8,4,9,37,4
AUSTRALIAN OPEN,Hard,20180115,2,Caroline Wozniacki,R,177,DEN,27.5,NA,Carla Suarez Navarro,R,162,ESP,29.3,6-0 6-7(3) 6-2,QF,131,10,1,90,57,40,19,13,3,4,1,0,84,61,36,9,13,1,7,2,39
AUSTRALIAN OPEN,Hard,20180115,1,Simona Halep,R,168,ROU,26.3,21,Angelique Kerber,L,173,GER,29.9,6-3 4-6 9-7,SF,140,6,3,93,63,42,10,17,0,7,0,0,126,90,47,15,18,13,22,1,16
AUSTRALIAN OPEN,Hard,20180115,2,Caroline Wozniacki,R,177,DEN,27.5,NA,Elise Mertens,R,179,BEL,22.1,6-3 7-6(2),SF,97,7,5,74,44,37,16,11,3,4,3,2,67,40,24,17,10,3,5,2,37
AUSTRALIAN OPEN,Hard,20180115,2,Caroline Wozniacki,R,177,DEN,27.5,1,Simona Halep,R,168,ROU,26.3,7-6(2) 3-6 6-4,F,169,2,6,102,59,39,22,15,7,12,6,1,116,71,46,21,16,9,14,2,1
ROLAND GARROS,Clay,20190527,1,Naomi Osaka,R,180,JPN,21.6,NA,Anna Karolina Schmiedlova,R,176,SVK,24.7,0-6 7-6(4) 6-1,R128,114,10,3,82,51,35,9,13,2,8,3,5,82,53,33,9,12,4,10,1,90
ROLAND GARROS,Clay,20190527,NA,Victoria Azarenka,R,180,BLR,29.8,NA,Jelena Ostapenko,R,177,LAT,21.9,6-4 7-6(4),R128,105,4,4,78,45,28,10,11,4,10,1,17,79,43,24,11,11,7,14,43,39
ROLAND GARROS,Clay,20190527,NA,Katerina Siniakova,R,174,CZE,23,NA,Elena Rybakina,R,184,KAZ,19.9,7-6(5) 6-1,R128,80,0,5,66,41,30,10,10,0,2,2,0,60,33,19,13,9,4,8,42,141
ROLAND GARROS,Clay,20190527,29,Maria Sakkari,R,172,GRE,23.8,NA,Anna Tatishvili,R,171,GEO,29.3,6-0 6-1,R128,55,9,6,52,29,24,8,7,4,5,0,4,41,24,8,3,6,1,7,30,NA
ROLAND GARROS,Clay,20190527,24,Caroline Garcia,R,177,FRA,25.6,NA,Mona Barthel,R,185,GER,28.8,6-2 6-4,R128,72,1,2,50,34,27,8,9,3,4,2,6,64,38,28,5,9,4,8,22,86
ROLAND GARROS,Clay,20190527,NA,Anna Blinkova,R,179,RUS,20.7,NA,Margarita Gasparyan,R,183,RUS,24.7,6-3 4-6 8-6,R128,137,1,5,101,65,41,16,17,6,13,5,6,99,66,40,12,16,10,18,117,65
ROLAND GARROS,Clay,20190527,NA,Priscilla Hon,R,171,AUS,21,NA,Timea Babos,R,179,HUN,26,3-6 6-2 6-1,R128,100,3,2,82,50,39,13,12,5,7,5,2,79,51,30,11,12,5,10,132,148
ROLAND GARROS,Clay,20190527,14,Madison Keys,R,178,USA,24.2,NA,Evgeniya Rodina,R,170,RUS,30.3,6-1 6-2,R128,56,2,1,48,29,23,12,8,1,1,0,1,49,35,17,5,7,4,8,14,70
ROLAND GARROS,Clay,20190527,10,Serena Williams,R,175,USA,37.6,NA,Vitalia Diatchenko,R,170,RUS,28.8,2-6 6-1 6-0,R128,90,9,3,61,37,28,11,11,3,5,0,6,73,44,27,10,10,6,11,10,83
ROLAND GARROS,Clay,20190527,NA,Kurumi Nara,R,155,JPN,27.4,NA,Dalila Jakupovic,R,178,SLO,28.1,7-5 5-7 6-3,R128,163,1,5,134,100,57,16,17,14,21,1,1,118,76,39,20,16,8,16,238,105
ROLAND GARROS,Clay,20190527,NA,Sofia Kenin,R,170,USA,20.5,NA,Giulia Gatto Monticone,R,177,ITA,31.5,6-3 5-7 6-2,R128,114,4,1,85,63,37,9,15,7,13,0,4,94,71,37,6,14,7,16,35,164
ROLAND GARROS,Clay,20190527,22,Bianca Andreescu,R,170,CAN,18.9,NA,Marie Bouzkova,R,180,CZE,20.8,5-7 6-4 6-4,R128,182,2,6,109,70,35,20,16,7,15,1,2,137,95,50,13,16,16,25,23,118
ROLAND GARROS,Clay,20190527,25,Su Wei Hsieh,R,169,TPE,33.3,NA,Viktorija Golubic,R,169,SUI,26.6,6-4 3-6 6-0,R128,100,0,4,76,48,25,12,13,7,14,0,3,76,48,18,11,12,5,14,25,79
ROLAND GARROS,Clay,20190527,NA,Andrea Petkovic,R,180,GER,31.7,NA,Alison Riske Amritraj,R,173,USA,28.8,2-6 6-3 7-5,R128,134,4,6,99,58,32,23,15,7,11,1,7,106,68,43,18,14,11,15,69,62
ROLAND GARROS,Clay,20190527,NA,Danielle Collins,R,178,USA,25.4,NA,Tatjana Maria,R,172,GER,31.8,6-0 6-2,R128,68,4,4,65,48,36,5,7,8,8,2,2,43,24,12,4,7,5,10,36,57
ROLAND GARROS,Clay,20190527,8,Ashleigh Barty,R,166,AUS,23,NA,Jessica Pegula,R,170,USA,25.2,6-3 6-3,R128,60,3,2,55,36,21,9,9,3,6,1,2,47,29,12,7,9,1,7,8,72
ROLAND GARROS,Clay,20190527,3,Simona Halep,R,168,ROU,27.6,NA,Ajla Tomljanovic,R,180,AUS,26,6-2 3-6 6-1,R128,95,3,3,80,57,33,12,12,6,10,1,5,70,40,21,13,12,3,10,3,47
ROLAND GARROS,Clay,20190527,NA,Magda Linette,R,171,POL,27.2,NA,Chloe Paquet,R,179,FRA,24.9,3-6 6-1 6-2,R128,104,2,0,90,63,39,13,12,10,14,1,2,67,38,16,13,12,4,11,87,166
ROLAND GARROS,Clay,20190527,NA,Aleksandra Krunic,R,163,SRB,26.1,NA,Daria Saville,R,166,AUS,25.2,6-3 2-2 RET,R128,72,1,0,42,25,16,12,7,1,2,2,2,53,36,19,9,6,4,6,76,61
ROLAND GARROS,Clay,20190527,27,Lesia Tsurenko,R,174,UKR,29.9,NA,Eugenie Bouchard,R,178,CAN,25.2,6-2 6-2,R128,65,1,2,51,37,27,6,8,6,7,0,5,53,31,16,7,8,4,9,27,77
ROLAND GARROS,Clay,20190527,21,Daria Kasatkina,R,170,RUS,22,NA,Jasmine Paolini,R,160,ITA,23.3,6-2 6-3,R128,71,1,6,50,33,23,5,9,3,5,1,2,63,41,17,11,8,11,17,21,210
ROLAND GARROS,Clay,20190527,NA,Monica Puig,R,170,PUR,25.6,NA,Kirsten Flipkens,R,165,BEL,33.3,6-1 7-5,R128,88,1,4,80,56,33,11,10,9,12,1,2,54,33,16,5,9,2,9,59,64
ROLAND GARROS,Clay,20190527,NA,Iga Swiatek,R,176,POL,17.9,NA,Selena Janicijevic,U,NA,FRA,16.8,6-3 6-0,R128,59,1,4,56,27,17,17,8,5,7,0,0,43,25,11,5,7,3,9,104,NA
ROLAND GARROS,Clay,20190527,16,Qiang Wang,R,172,CHN,27.3,NA,Saisai Zheng,R,170,CHN,25.3,6-1 7-5,R128,89,0,0,57,38,23,14,10,4,7,0,3,56,37,18,5,9,3,9,16,45
ROLAND GARROS,Clay,20190527,11,Aryna Sabalenka,R,182,BLR,21,NA,Dominika Cibulkova,R,161,SVK,30,7-5 6-1,R128,92,5,8,78,52,36,12,10,13,14,2,4,55,40,23,4,9,4,8,11,41
ROLAND GARROS,Clay,20190527,NA,Amanda Anisimova,R,180,USA,17.7,NA,Harmony Tan,R,NA,FRA,21.7,6-3 6-1,R128,56,0,1,47,32,25,7,8,2,3,2,0,53,32,15,9,8,0,5,51,265
ROLAND GARROS,Clay,20190527,NA,Irina Camelia Begu,R,181,ROU,28.7,NA,Lin Zhu,R,173,CHN,25.3,6-1 6-1,R128,58,0,0,37,21,18,11,7,0,0,1,3,46,30,15,4,7,1,6,116,106
ROLAND GARROS,Clay,20190527,NA,Karolina Muchova,R,178,CZE,22.7,17,Anett Kontaveit,R,174,EST,23.4,3-6 6-2 6-2,R128,117,4,1,93,65,36,13,13,9,14,1,4,90,51,28,13,12,7,15,73,17
ROLAND GARROS,Clay,20190527,NA,Ekaterina Alexandrova,R,175,RUS,24.5,30,Mihaela Buzarnescu,L,175,ROU,31,6-4 6-4,R128,85,2,4,60,32,25,13,10,2,5,1,3,70,43,26,9,10,3,8,58,33
ROLAND GARROS,Clay,20190527,NA,Samantha Stosur,R,172,AUS,35.1,NA,Barbora Strycova,R,164,CZE,33.1,6-2 7-6(3),R128,101,1,7,65,37,27,14,10,2,3,1,2,69,50,27,11,10,2,5,96,40
ROLAND GARROS,Clay,20190527,NA,Aliona Bolsova,R,172,MDA,21.5,NA,Vera Zvonareva,R,172,RUS,34.7,6-4 6-2,R128,94,1,0,56,40,29,11,9,1,2,0,4,82,57,30,11,9,5,9,137,78
ROLAND GARROS,Clay,20190527,NA,Sorana Cirstea,R,176,ROU,29.1,NA,Kaja Juvan,R,170,SLO,18.4,5-7 6-4 7-5,R128,144,0,4,121,80,50,20,17,10,15,0,7,100,66,41,17,17,5,11,84,131
ROLAND GARROS,Clay,20190527,7,Sloane Stephens,R,170,USA,26.1,NA,Misaki Doi,L,159,JPN,28,6-3 7-6(4),R128,91,0,1,68,43,30,13,11,2,4,1,3,76,42,29,14,10,3,7,7,108
ROLAND GARROS,Clay,20190527,NA,Sara Sorribes Tormo,R,176,ESP,22.6,NA,Alison Van Uytvanck,R,173,BEL,25.1,6-1 5-7 6-2,R128,132,0,7,86,55,34,12,14,4,9,2,3,91,53,30,12,13,3,12,75,54
ROLAND GARROS,Clay,20190527,NA,Jennifer Brady,R,178,USA,24.1,NA,Ivana Jorovic,R,174,SRB,22,7-6(5) 4-6 7-5,R128,171,3,2,127,76,56,24,17,11,14,1,1,128,99,64,14,17,8,11,80,103
ROLAND GARROS,Clay,20190527,NA,Polona Hercog,R,182,SLO,28.3,32,Aliaksandra Sasnovich,R,174,BLR,25.1,4-6 6-2 8-6,R128,139,3,3,99,66,34,15,16,7,15,1,4,105,79,36,15,16,13,23,71,34
ROLAND GARROS,Clay,20190527,19,Garbine Muguruza,R,182,ESP,25.6,NA,Taylor Townsend,L,170,USA,23.1,5-7 6-2 6-2,R128,119,6,2,84,62,45,11,14,4,6,5,2,84,62,38,10,14,4,9,19,98
ROLAND GARROS,Clay,20190527,NA,Johanna Larsson,R,174,SWE,30.7,NA,Magdalena Rybarikova,R,180,SVK,30.6,6-3 6-4,R128,81,1,1,63,40,30,12,10,2,3,2,3,60,31,17,17,9,5,8,172,74
ROLAND GARROS,Clay,20190527,NA,Kateryna Baindl,R,175,UKR,25.2,NA,Bernarda Pera,L,175,USA,24.4,6-2 7-6(5),R128,91,5,6,81,48,34,15,10,2,4,1,4,66,43,26,11,10,2,6,67,85
ROLAND GARROS,Clay,20190527,9,Elina Svitolina,R,174,UKR,24.7,NA,Venus Williams,R,185,USA,38.9,6-3 6-3,R128,73,0,3,58,29,18,12,9,3,7,1,3,55,40,17,3,9,4,11,9,52
ROLAND GARROS,Clay,20190527,15,Belinda Bencic,R,175,SUI,22.2,NA,Jessika Ponchet,R,NA,FRA,22.6,6-1 6-4,R128,63,2,1,43,27,17,11,9,0,1,4,3,62,31,17,10,8,3,8,15,185
ROLAND GARROS,Clay,20190527,NA,Laura Siegemund,R,168,GER,31.2,NA,Sofya Zhuk,R,176,RUS,19.4,6-3 6-3,R128,82,0,4,51,31,22,13,9,2,3,0,3,65,44,23,10,9,4,8,95,167
ROLAND GARROS,Clay,20190527,NA,Rebecca Peterson,R,173,SWE,23.8,NA,Yulia Putintseva,R,163,KAZ,24.3,6-3 7-5,R128,96,3,0,65,43,30,13,11,1,3,0,2,68,49,25,11,10,3,7,63,28
ROLAND GARROS,Clay,20190527,23,Donna Vekic,R,179,CRO,22.9,NA,Liudmila Samsonova,R,180,RUS,20.5,6-2 6-4,R128,71,4,0,49,29,24,14,9,1,1,1,2,64,37,22,13,9,5,8,24,159
ROLAND GARROS,Clay,20190527,26,Johanna Konta,R,180,GBR,28,NA,Antonia Lottner,R,185,GER,22.7,6-4 6-4,R128,79,2,0,58,37,26,10,10,7,10,1,0,55,35,19,8,10,2,7,26,147
ROLAND GARROS,Clay,20190527,NA,Lauren Davis,R,157,USA,25.6,NA,Kristyna Pliskova,L,184,CZE,27.1,6-2 6-4,R128,66,2,1,50,30,24,14,9,1,1,5,6,62,39,27,9,9,5,8,111,112
ROLAND GARROS,Clay,20190527,NA,Viktoria Kuzmova,R,NA,SVK,21,NA,Alize Cornet,R,173,FRA,29.3,6-4 6-3,R128,85,3,1,61,32,24,10,10,5,8,3,3,65,45,23,5,9,5,11,46,48
ROLAND GARROS,Clay,20190527,4,Kiki Bertens,R,182,NED,27.4,NA,Pauline Parmentier,R,175,FRA,33.3,6-3 6-4,R128,88,1,6,56,37,34,8,10,2,2,1,6,69,41,29,11,9,5,7,4,66
ROLAND GARROS,Clay,20190527,NA,Anastasia Potapova,R,175,RUS,18.1,5,Angelique Kerber,L,173,GER,31.3,6-4 6-2,R128,73,0,1,57,28,23,9,9,1,4,0,2,62,36,20,9,9,4,10,81,5
ROLAND GARROS,Clay,20190527,NA,Marketa Vondrousova,L,173,CZE,19.9,NA,Yafan Wang,R,170,CHN,25,6-4 6-3,R128,81,0,2,55,31,23,10,10,5,7,0,1,64,37,22,11,9,6,11,38,56
ROLAND GARROS,Clay,20190527,NA,Shelby Rogers,R,175,USA,26.6,NA,Astra Sharma,R,178,AUS,23.7,6-3 6-3,R128,88,5,4,64,37,25,14,9,3,5,2,3,73,48,25,11,9,9,14,514,92
ROLAND GARROS,Clay,20190527,28,Carla Suarez Navarro,R,162,ESP,30.7,NA,Dayana Yastremska,R,175,UKR,19,2-6 7-6(0) 6-0,R128,99,0,0,83,57,36,18,13,3,5,2,2,75,55,34,12,13,1,4,29,32
ROLAND GARROS,Clay,20190527,20,Elise Mertens,R,179,BEL,23.5,NA,Tamara Zidansek,R,168,SLO,21.4,6-4 3-6 6-2,R128,127,1,5,83,51,29,16,14,8,13,1,3,103,64,38,14,13,9,16,20,60
ROLAND GARROS,Clay,20190527,NA,Diane Parry,R,170,FRA,16.7,NA,Vera Lapko,R,184,BLR,20.6,6-2 6-4,R128,101,5,3,82,57,36,13,9,13,14,4,5,63,36,25,8,9,4,8,457,102
