date,event,arena,city,fighter1,fighter2,result_type,judge1,judge1_score1,judge1_score2,judge2,judge2_score1,judge2_score2,judge3,judge3_score1,judge3_score2,winner,winner2,judge1_margin,judge2_margin,judge3_margin,judge1_perc,judge2_perc,judge3_perc,rounds,judge1_dev,judge2_dev,judge3_dev,judge1_out,judge2_out,judge3_out,agreement
2016-08-06,UFC Fight Night 92: Rodríguez vs. Caceres,Vivint Smart Home Arena,"Salt Lake City, Utah, USA",Kawajiri,Swanson,Unanimous,Dutcher,28,29,Furse,27,30,Weeks,27,30,Swanson,fighter2,-1,-3,-3,3.45%,10.00%,10.00%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2016-08-06,UFC Fight Night 92: Rodríguez vs. Caceres,Vivint Smart Home Arena,"Salt Lake City, Utah, USA",Sherman,Ledet,Unanimous,Cleary,27,30,Dutcher,27,30,Mcmahon,27,30,Ledet,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-08-20,UFC 202: Diaz vs. McGregor 2,T-Mobile Arena,"Las Vegas, Nevada, USA",Diaz,McGregor,Majority,Cleary,47,48,Mullen,47,48,Trowbridge,47,47,McGregor,fighter2,-1,-1,0,2.08%,2.08%,0.00%,5,0.5,0.5,1,fighter2,fighter2,draw,judge3
2016-08-20,UFC 202: Diaz vs. McGregor 2,T-Mobile Arena,"Las Vegas, Nevada, USA",Phillips,Pennington,Unanimous,Byrd,27,30,Mullen,27,30,Weeks,27,30,Pennington,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-08-20,UFC 202: Diaz vs. McGregor 2,T-Mobile Arena,"Las Vegas, Nevada, USA",Avila,Lobov,Unanimous,Cleary,27,30,Hagen,27,30,Silbert,27,30,Lobov,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-08-26,Bellator 160: Henderson vs. Pitbull,Honda Center,"Anaheim, California, USA",Anderson,Awad,Unanimous,Bell,29,28,Crail,29,28,Mccarthy,30,27,Anderson,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2016-08-26,Bellator 160: Henderson vs. Pitbull,Honda Center,"Anaheim, California, USA",Davis,Cutrone,Unanimous,Bell,30,27,Crail,30,27,Mccarthy,30,27,Davis,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-08-26,Bellator 160: Henderson vs. Pitbull,Honda Center,"Anaheim, California, USA",Murad,Cisneros,Unanimous,Crail,29,28,Mccarthy,29,28,Polos,29,28,Murad,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-08-26,Bellator 160: Henderson vs. Pitbull,Honda Center,"Anaheim, California, USA",Rosales,Segura,Unanimous,Bell,29,28,Crail,30,27,Polos,29,28,Rosales,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-08-27,UFC on Fox 21: Maia vs. Condit,Rogers Arena,"Vancouver, British Columbia, Canada",Miller,Lauzon,Split,Hagen,28,29,Therien,29,28,Weeks,29,28,Miller,fighter1,-1,1,1,3.45%,-3.57%,-3.57%,3,2,1,1,fighter2,fighter1,fighter1,judge1
2016-08-27,UFC on Fox 21: Maia vs. Condit,Rogers Arena,"Vancouver, British Columbia, Canada",Barzola,Bochniak,Split,Cooper,28,29,Hagen,28,29,Therien,30,27,Bochniak,fighter2,-1,-1,3,3.45%,3.45%,-11.11%,3,2,2,4,fighter2,fighter2,fighter1,judge3
2016-08-27,UFC on Fox 21: Maia vs. Condit,Rogers Arena,"Vancouver, British Columbia, Canada",McLellan,Di Chirico,Split,Cooper,28,29,Therien,28,29,Weeks,29,28,Di Chirico,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2016-08-27,UFC on Fox 21: Maia vs. Condit,Rogers Arena,"Vancouver, British Columbia, Canada",Kennedy,Ricci,Unanimous,Cadlick,30,27,D'Amato,29,28,Therien,30,27,Kennedy,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Blachowicz,Gustafsson,Unanimous,Hughes,27,30,Sutherland,27,30,Werner,27,30,Gustafsson,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Hein,Bang,Unanimous,Collett,29,28,Hughes,30,27,Roberts,29,28,Hein,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Wallhead,Ayari,Split,Cartlidge,29,28,Kobayashi,28,29,Sutherland,27,30,Ayari,fighter2,1,-1,-3,-3.57%,3.45%,10.00%,3,3,0,3,fighter1,fighter2,fighter2,judge1
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Dalby,Sobotta,Unanimous,Collett,26,30,Hughes,26,30,Roberts,26,30,Sobotta,fighter2,-4,-4,-4,13.33%,13.33%,13.33%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Lapilus,Issa,Unanimous,Collett,30,27,Hughes,29,28,Sutherland,30,27,Lapilus,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Hermansson,Askham,Unanimous,Cartlidge,30,27,Hughes,29,28,Sutherland,30,27,Hermansson,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Khabilov,Silva,Unanimous,Collett,29,28,Roberts,30,27,Werner,29,28,Khabilov,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-09-03,UFC Fight Night 93: Arlovski vs. Barnett,Barclaycard Arena,"Hamburg, Germany",Danho,Colombo,Majority,Kobayashi,28,28,Roberts,27,29,Werner,28,28,draw,draw,0,-2,0,0.00%,6.90%,0.00%,3,1,2,1,draw,fighter2,draw,judge2
2016-09-10,CWFC 78: Fishgold vs. Ponet,Echo Arena,"Liverpool, England",Wilde,Lebout,Unanimous,Cartlidge,29,27,Lethaby,29,28,Sledge,29,28,Wilde,fighter1,2,1,1,-7.41%,-3.57%,-3.57%,3,1,0.5,0.5,fighter1,fighter1,fighter1,Agree
2016-09-10,CWFC 78: Fishgold vs. Ponet,Echo Arena,"Liverpool, England",Barnes,Cheng,Unanimous,Cartlidge,27,30,Lethaby,28,29,Sledge,28,29,Cheng,fighter2,-3,-1,-1,10.00%,3.45%,3.45%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2016-09-10,CWFC 78: Fishgold vs. Ponet,Echo Arena,"Liverpool, England",Miller,Hampson,Unanimous,Cartlidge,28,29,Lethaby,28,29,Sledge,27,30,Hampson,fighter2,-1,-1,-3,3.45%,3.45%,10.00%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2016-09-10,UFC 203: Miocic vs. Overeem,Quicken Loans Arena,"Cleveland, Ohio, USA",Browne,Werdum,Unanimous,Barry,28,29,D'Amato,27,29,Winter,27,30,Werdum,fighter2,-1,-2,-3,3.45%,6.90%,10.00%,3,1.5,0,1.5,fighter2,fighter2,fighter2,Agree
2016-09-10,UFC 203: Miocic vs. Overeem,Quicken Loans Arena,"Cleveland, Ohio, USA",Faber,Rivera,Unanimous,Cleary,27,30,D'Amato,27,30,Winter,27,30,Rivera,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-09-10,UFC 203: Miocic vs. Overeem,Quicken Loans Arena,"Cleveland, Ohio, USA",Correia,Eye,Split,Cleary,29,28,Colón,29,28,D'Amato,28,29,Correia,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2016-09-10,UFC 203: Miocic vs. Overeem,Quicken Loans Arena,"Cleveland, Ohio, USA",Magalhães,Tavares,Split,Cleary,27,30,Colón,28,29,Winter,29,28,Tavares,fighter2,-3,-1,1,10.00%,3.45%,-3.57%,3,3,0,3,fighter2,fighter2,fighter1,judge3
2016-09-16,Bellator 161: Kongo vs. Johnson,H-E-B Center at Cedar Park,"Cedar Park, Texas, USA",Kongo,Johnson,Majority,D'Amato,28,28,Schorle,29,28,Townsend,29,28,Kongo,fighter1,0,1,1,0.00%,-3.57%,-3.57%,3,1,0.5,0.5,draw,fighter1,fighter1,judge1
2016-09-16,Bellator 161: Kongo vs. Johnson,H-E-B Center at Cedar Park,"Cedar Park, Texas, USA",Arteaga,Yankova,Split,Schorle,28,29,Stafin,29,28,Townsend,28,29,Yankova,fighter2,-1,1,-1,3.45%,-3.57%,3.45%,3,1,2,1,fighter2,fighter1,fighter2,judge2
2016-09-16,Bellator 161: Kongo vs. Johnson,H-E-B Center at Cedar Park,"Cedar Park, Texas, USA",Chan,Campos,Unanimous,D'Amato,28,29,Hillin,28,29,Medellin,28,29,Campos,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-09-16,Bellator 161: Kongo vs. Johnson,H-E-B Center at Cedar Park,"Cedar Park, Texas, USA",Gonzalez,Stewart,Split,Schorle,29,28,Stafin,28,29,Townsend,29,28,Gonzalez,fighter1,1,-1,1,-3.57%,3.45%,-3.57%,3,1,2,1,fighter1,fighter2,fighter1,judge2
2016-09-16,Bellator 161: Kongo vs. Johnson,H-E-B Center at Cedar Park,"Cedar Park, Texas, USA",Clements,Ramirez,Unanimous,Schorle,30,27,Stafin,30,26,Townsend,30,27,Clements,fighter1,3,4,3,-11.11%,-15.38%,-11.11%,3,0.5,1,0.5,fighter1,fighter1,fighter1,Agree
2016-09-16,Bellator 161: Kongo vs. Johnson,H-E-B Center at Cedar Park,"Cedar Park, Texas, USA",Mazurek,Guerra,Split,Schorle,28,29,Stafin,29,28,Townsend,30,27,Mazurek,fighter1,-1,1,3,3.45%,-3.57%,-11.11%,3,3,0,3,fighter2,fighter1,fighter1,judge1
2016-09-17,UFC Fight Night 94: Poirier vs. Johnson,State Farm Arena,"Hidalgo, Texas, USA",Glenn,Dunham,Unanimous,Beltran,27,30,Chapa,27,30,Maldonado,27,30,Dunham,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-09-17,UFC Fight Night 94: Poirier vs. Johnson,State Farm Arena,"Hidalgo, Texas, USA",Robertson,Carneiro,Split,Chapa,29,28,Maldonado,27,30,Rosales,28,29,Carneiro,fighter2,1,-3,-1,-3.57%,10.00%,3.45%,3,3,3,0,fighter1,fighter2,fighter2,judge1
2016-09-17,UFC Fight Night 94: Poirier vs. Johnson,State Farm Arena,"Hidalgo, Texas, USA",Makhachev,Wade,Unanimous,Beltran,29,28,Chapa,29,28,Maldonado,29,28,Makhachev,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-09-17,UFC Fight Night 94: Poirier vs. Johnson,State Farm Arena,"Hidalgo, Texas, USA",Gomez,Quinonez,Unanimous,Beltran,28,29,Chapa,27,30,Maldonado,27,30,Quinonez,fighter2,-1,-3,-3,3.45%,10.00%,10.00%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2016-09-17,UFC Fight Night 94: Poirier vs. Johnson,State Farm Arena,"Hidalgo, Texas, USA",Morales,Perez,Majority,Beltran,28,28,Chapa,29,27,Rosales,28,28,draw,draw,0,2,0,0.00%,-7.41%,0.00%,3,1,2,1,draw,fighter1,draw,judge2
2016-09-23,Invicta FC 19: Maia vs. Modafferi,Scottish Rite Temple,"Kansas City, Missouri, USA",Modafferi,Maia,Split,Danforth,47,48,Miller,46,49,Swanberg,48,47,Maia,fighter2,-1,-3,1,2.08%,6.12%,-2.13%,5,0,3,3,fighter2,fighter2,fighter1,judge3
2016-09-23,Invicta FC 19: Maia vs. Modafferi,Scottish Rite Temple,"Kansas City, Missouri, USA",Kolekar,Medeiros,Unanimous,Danforth,27,30,Marquez,27,30,Miller,28,29,Medeiros,fighter2,-3,-3,-1,10.00%,10.00%,3.45%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2016-09-23,Invicta FC 19: Maia vs. Modafferi,Scottish Rite Temple,"Kansas City, Missouri, USA",Greenway,Davidsdottir,Unanimous,Danforth,27,30,Marquez,27,30,Miller,27,30,Davidsdottir,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-09-24,UFC Fight Night 95: Cyborg vs. Lansberg,Nilson Nelson Gymnasium,"Brasília, Brazil",Nover,Barão,Unanimous,Bravo,28,29,D'Amato,28,29,Terrell,27,30,Barão,fighter2,-1,-1,-3,3.45%,3.45%,10.00%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2016-09-24,UFC Fight Night 95: Cyborg vs. Lansberg,Nilson Nelson Gymnasium,"Brasília, Brazil",Prazeres,Burns,Unanimous,Bravo,30,27,Pontes,30,27,Terrell,30,27,Prazeres,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-09-24,UFC Fight Night 95: Cyborg vs. Lansberg,Nilson Nelson Gymnasium,"Brasília, Brazil",Yahya,Tanaka,Unanimous,Alves,29,28,Borges,29,28,Pontes,29,28,Yahya,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-09-24,UFC Fight Night 95: Cyborg vs. Lansberg,Nilson Nelson Gymnasium,"Brasília, Brazil",Ortiz,Formiga,Unanimous,Bravo,28,29,D'Amato,27,29,Terrell,27,30,Formiga,fighter2,-1,-2,-3,3.45%,6.90%,10.00%,3,1.5,0,1.5,fighter2,fighter2,fighter2,Agree
2016-09-24,UFC Fight Night 95: Cyborg vs. Lansberg,Nilson Nelson Gymnasium,"Brasília, Brazil",Ray,Patrick,Unanimous,Alves,28,29,Bravo,27,30,Terrell,28,29,Patrick,fighter2,-1,-3,-1,3.45%,10.00%,3.45%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2016-09-24,UFC Fight Night 95: Cyborg vs. Lansberg,Nilson Nelson Gymnasium,"Brasília, Brazil",Gillespie,França,Unanimous,Alves,29,27,Bravo,29,27,D'Amato,29,27,Gillespie,fighter1,2,2,2,-7.41%,-7.41%,-7.41%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-10-01,UFC Fight Night 96: Lineker vs. Dodson,Moda Center,"Portland, Oregon, USA",Dodson,Lineker,Split,D'Amato,47,48,Rosales,48,47,Trowbridge,47,48,Lineker,fighter2,-1,1,-1,2.08%,-2.13%,2.08%,5,1,2,1,fighter2,fighter1,fighter2,judge2
2016-10-01,UFC Fight Night 96: Lineker vs. Dodson,Moda Center,"Portland, Oregon, USA",Burkman,Ottow,Split,D'Amato,28,29,Mullen,28,29,Trowbridge,29,28,Ottow,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2016-10-01,UFC Fight Night 96: Lineker vs. Dodson,Moda Center,"Portland, Oregon, USA",Fili,Dias,Unanimous,Hagen,29,28,Rosales,29,28,Trowbridge,29,28,Fili,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-10-01,UFC Fight Night 96: Lineker vs. Dodson,Moda Center,"Portland, Oregon, USA",Abdurakhimov,Harris,Split,D'Amato,29,28,Hagen,29,28,Rosales,28,29,Abdurakhimov,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2016-10-01,UFC Fight Night 96: Lineker vs. Dodson,Moda Center,"Portland, Oregon, USA",Nakamura,Zaleski dos Santos,Unanimous,Campos,28,29,Mullen,28,29,Trowbridge,28,29,Zaleski dos Santos,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-10-01,UFC Fight Night 96: Lineker vs. Dodson,Moda Center,"Portland, Oregon, USA",Wilson,Cutelaba,Unanimous,Campos,27,30,D'Amato,27,30,Mullen,27,30,Cutelaba,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-10-01,UFC Fight Night 96: Lineker vs. Dodson,Moda Center,"Portland, Oregon, USA",Vieira,Faszholz,Split,Campos,29,28,D'Amato,29,28,Mullen,28,29,Vieira,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2016-10-01,KSW 36: Materla vs. Palhares,CRS Hall Zielona Gora,"Zielona Gora, Poland",Lubonska,Belbita,Unanimous,Lethaby,27,30,Porebski,27,30,Stanczuk,27,30,Belbita,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-10-01,KSW 36: Materla vs. Palhares,CRS Hall Zielona Gora,"Zielona Gora, Poland",Szulakowski,Kurczewski,Unanimous,Cartlidge,30,27,Pawlega,30,27,Stanczuk,30,27,Szulakowski,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-10-01,KSW 36: Materla vs. Palhares,CRS Hall Zielona Gora,"Zielona Gora, Poland",Mazur,Kazieczko,Unanimous,Porebski,27,30,Stanczuk,27,30,Wojciechowski,27,30,Kazieczko,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-10-07,WSOF 33: Branch vs. Magalhães,Municipal Auditorium,"Kansas City, Missouri, USA",Howard,Nurmagomedov,Unanimous,Gueary,28,29,Miller,28,29,Swanberg,27,30,Nurmagomedov,fighter2,-1,-1,-3,3.45%,3.45%,10.00%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2016-10-07,WSOF 33: Branch vs. Magalhães,Municipal Auditorium,"Kansas City, Missouri, USA",Gutierrez,Valiev,Unanimous,Danforth,27,30,Gueary,28,29,Miller,27,30,Valiev,fighter2,-3,-1,-3,10.00%,3.45%,10.00%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2016-10-07,WSOF 33: Branch vs. Magalhães,Municipal Auditorium,"Kansas City, Missouri, USA",Magomedov,Brock,Unanimous,Danforth,29,28,Miller,30,27,Swanberg,29,28,Magomedov,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-10-07,WSOF 33: Branch vs. Magalhães,Municipal Auditorium,"Kansas City, Missouri, USA",Azaitar,Arrant,Unanimous,Gueary,30,27,Miller,30,27,Swanberg,30,27,Azaitar,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-10-07,WSOF 33: Branch vs. Magalhães,Municipal Auditorium,"Kansas City, Missouri, USA",Cooper,Magomedkerimov,Split,Danforth,29,28,Gueary,27,30,Swanberg,27,30,Magomedkerimov,fighter2,1,-3,-3,-3.57%,10.00%,10.00%,3,4,2,2,fighter1,fighter2,fighter2,judge1
2016-10-08,UFC 204: Bisping vs. Henderson 2,Manchester Arena,"Manchester, England",Bisping,Henderson,Unanimous,Grüner,48,47,Mullen,48,47,Roberts,49,46,Bisping,fighter1,1,1,3,-2.13%,-2.13%,-6.52%,5,1,1,2,fighter1,fighter1,fighter1,Agree
2016-10-08,UFC 204: Bisping vs. Henderson 2,Manchester Arena,"Manchester, England",Santos,Martins,Split,Motylewski,28,29,Mullen,29,28,Sutherland,29,28,Santos,fighter1,-1,1,1,3.45%,-3.57%,-3.57%,3,2,1,1,fighter2,fighter1,fighter1,judge1
2016-10-15,CWFC 79: Svensson vs. Clist,Newport Centre,"Newport, Wales",Sheridan,Reed,Split,Cartlidge,30,27,Jones,28,29,Lethaby,28,29,Reed,fighter2,3,-1,-1,-11.11%,3.45%,3.45%,3,4,2,2,fighter1,fighter2,fighter2,judge1
2016-10-15,CWFC 79: Svensson vs. Clist,Newport Centre,"Newport, Wales",Hartman,Wells,Unanimous,Cartlidge,27,30,Jones,27,30,Lethaby,27,30,Wells,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-10-21,Bellator 162: Shlemenko vs. Grove,FedEx Forum,"Memphis, Tennessee, USA",Wessel,Tate,Unanimous,Lee,29,28,Maness,29,28,Ziemba,29,28,Wessel,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-10-21,Bellator 162: Shlemenko vs. Grove,FedEx Forum,"Memphis, Tennessee, USA",Willis,Johnson,Unanimous,Cleary,29,28,Lee,29,26,Mullen,29,27,Willis,fighter1,1,3,2,-3.57%,-11.54%,-7.41%,3,1.5,1.5,0,fighter1,fighter1,fighter1,Agree
2016-10-21,Bellator 162: Shlemenko vs. Grove,FedEx Forum,"Memphis, Tennessee, USA",Brents,Gormley,Split,Cleary,29,28,Lee,28,29,Maness,28,29,Gormley,fighter2,1,-1,-1,-3.57%,3.45%,3.45%,3,2,1,1,fighter1,fighter2,fighter2,judge1
2016-10-21,Bellator 162: Shlemenko vs. Grove,FedEx Forum,"Memphis, Tennessee, USA",Budd,Blencowe,Majority,Lee,29,27,Maness,29,29,Ziemba,30,27,Budd,fighter1,2,0,3,-7.41%,0.00%,-11.11%,3,0.5,2.5,2,fighter1,draw,fighter1,judge2
2016-10-21,Bellator 162: Shlemenko vs. Grove,FedEx Forum,"Memphis, Tennessee, USA",Smith,Rainey,Unanimous,Lee,28,29,Maness,28,29,Mullen,28,29,Rainey,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-10-21,Bellator 162: Shlemenko vs. Grove,FedEx Forum,"Memphis, Tennessee, USA",Garcia,Lawrence,Unanimous,Cleary,30,27,Mullen,29,28,Ziemba,30,27,Garcia,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-11-04,Bellator 163: McGeary vs. Davis,Mohegan Sun Arena,"Uncasville, Connecticut, USA",McGeary,Davis,Unanimous,Colón,43,50,Miner,44,50,Sanidad,45,50,Davis,fighter2,-7,-6,-5,14.00%,12.00%,10.00%,5,1.5,0,1.5,fighter2,fighter2,fighter2,Agree
2016-11-04,Bellator 163: McGeary vs. Davis,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Correia,Kotau,Split,Macdonald,30,27,Miner,30,27,Sanidad,28,29,Correia,fighter1,3,3,-1,-11.11%,-11.11%,3.45%,3,2,2,4,fighter1,fighter1,fighter2,judge3
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",dos Anjos,Ferguson,Unanimous,Cleary,47,48,Lee,47,48,Rosales,47,48,Ferguson,fighter2,-1,-1,-1,2.08%,2.08%,2.08%,5,0,0,0,fighter2,fighter2,fighter2,Agree
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",Sanchez,Held,Unanimous,D'Amato,29,28,Lee,29,27,Puccillo,29,28,Sanchez,fighter1,1,2,1,-3.57%,-7.41%,-3.57%,3,0.5,1,0.5,fighter1,fighter1,fighter1,Agree
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",Magomedov,Dariush,Unanimous,Cleary,27,30,D'Amato,27,30,Lee,28,29,Dariush,fighter2,-3,-3,-1,10.00%,10.00%,3.45%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",Grasso,Clark,Unanimous,Cleary,30,27,Lee,30,27,Puccillo,29,28,Grasso,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",Arantes,Perez,Split,D'Amato,28,29,Mullen,28,29,Rosales,29,28,Perez,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",Alvey,Nicholson,Unanimous,Cleary,29,28,Lee,29,28,Puccillo,29,28,Alvey,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",Reyes,Novelli,Split,Mullen,29,28,Puccillo,29,28,Rosales,28,29,Reyes,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2016-11-05,TUF Latin America 3 Finale: dos Anjos vs. Ferguson,Mexico City Arena,"Mexico City, Mexico",Avila,Barzola,Unanimous,Cleary,26,30,D'Amato,26,30,Lee,26,30,Barzola,fighter2,-4,-4,-4,13.33%,13.33%,13.33%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-11-11,Bellator 164: Koreshkov vs. Lima,Menora Mivtachim Arena,"Menora Mivtachim Arena, Israel",Benitez,Ovchynnikova,Unanimous,Miner,27,30,Mullen,27,30,Sanidad,27,30,Ovchynnikova,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2016-11-12,UFC 205: Alvarez vs. McGregor,Madison Square Garden,"New York, New York, USA",Jedrzejczyk,Kowalkiewicz,Unanimous,Lee,49,46,Mullen,49,46,Urso,49,46,Jedrzejczyk,fighter1,3,3,3,-6.52%,-6.52%,-6.52%,5,0,0,0,fighter1,fighter1,fighter1,Agree
2016-11-12,UFC 205: Alvarez vs. McGregor,Madison Square Garden,"New York, New York, USA",Pennington,Tate,Unanimous,Cleary,30,27,Crosby,29,28,Mullen,30,27,Pennington,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2016-11-12,UFC 205: Alvarez vs. McGregor,Madison Square Garden,"New York, New York, USA",Stephens,Edgar,Unanimous,D'Amato,28,29,Trowbridge,27,30,Urso,27,30,Edgar,fighter2,-1,-3,-3,3.45%,10.00%,10.00%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2016-11-12,UFC 205: Alvarez vs. McGregor,Madison Square Garden,"New York, New York, USA",Alves,Miller,Unanimous,Lee,27,30,Mullen,27,30,Urso,28,29,Miller,fighter2,-3,-3,-1,10.00%,10.00%,3.45%,3,1,1,2,fighter2,fighter2,fighter2,Agree
