date,event,arena,city,fighter1,fighter2,result_type,judge1,judge1_score1,judge1_score2,judge2,judge2_score1,judge2_score2,judge3,judge3_score1,judge3_score2,winner,winner2,judge1_margin,judge2_margin,judge3_margin,judge1_perc,judge2_perc,judge3_perc,rounds,judge1_dev,judge2_dev,judge3_dev,judge1_out,judge2_out,judge3_out,agreement
2006-06-24,TUF 3 Finale: The Ultimate Fighter 3 Finale,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Herman,Grove,Unanimous,Griffin,28,29,Mullen,28,29,Rosales,28,29,Grove,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2006-06-24,TUF 3 Finale: The Ultimate Fighter 3 Finale,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Jardine,Gouveia,Unanimous,Griffin,29,28,Hamilton,29,28,Trowbridge,29,28,Jardine,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-06-28,UFN 5: Ultimate Fight Night 5,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Cummo,Goulet,Majority,Hagen,27,30,Porrata,29,29,Trowbridge,27,30,Goulet,fighter2,-3,0,-3,10.00%,0.00%,10.00%,3,1.5,3,1.5,fighter2,draw,fighter2,judge2
2006-06-28,UFN 5: Ultimate Fight Night 5,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Evans,Bonnar,Majority,Hamilton,30,27,Peoples,29,28,Shirley,29,29,Evans,fighter1,3,1,0,-11.11%,-3.57%,0.00%,3,2.5,0.5,2,fighter1,fighter1,draw,judge3
2006-06-28,UFN 5: Ultimate Fight Night 5,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Hominick,Gurgel,Unanimous,Byrd,29,28,Hagen,29,28,Trowbridge,29,28,Hominick,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-06-28,UFN 5: Ultimate Fight Night 5,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Koscheck,Menne,Unanimous,Hamilton,30,27,Porrata,29,28,Shirley,30,27,Koscheck,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2006-07-08,UFC 61: Bitter Rivals,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Arlovski,Sylvia,Unanimous,Hagen,46,49,Hamilton,47,48,Trowbridge,47,48,Sylvia,fighter2,-3,-1,-1,6.12%,2.08%,2.08%,5,2,1,1,fighter2,fighter2,fighter2,Agree
2006-07-08,UFC 61: Bitter Rivals,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Burkman,Neer,Unanimous,Belardo,29,28,Lee,30,27,Weeks,29,28,Burkman,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2006-07-08,UFC 61: Bitter Rivals,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Mir,Christison,Unanimous,Belardo,29,28,Byrd,29,28,Trowbridge,29,28,Mir,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-08-17,UFN 6: UFC Fight Night 6,Red Rock Resort Spa and Casino,"Las Vegas, Nevada, USA",Sanchez,Parisyan,Unanimous,Hamilton,29,28,Rosales,29,28,Trowbridge,30,26,Sanchez,fighter1,1,1,4,-3.57%,-3.57%,-15.38%,3,1.5,1.5,3,fighter1,fighter1,fighter1,Agree
2006-08-17,UFN 6: UFC Fight Night 6,Red Rock Resort Spa and Casino,"Las Vegas, Nevada, USA",Sasaki,Lister,Unanimous,Belardo,27,30,Hamilton,27,30,Rosales,27,30,Lister,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2006-08-17,UFN 6: UFC Fight Night 6,Red Rock Resort Spa and Casino,"Las Vegas, Nevada, USA",Petz,Morgan,Unanimous,Byrd,30,27,Hamilton,30,26,Rosales,30,23,Petz,fighter1,3,4,7,-11.11%,-15.38%,-30.43%,3,2.5,1,3.5,fighter1,fighter1,fighter1,Agree
2006-08-26,UFC 62: Liddell vs Sobral,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Bonnar,Griffin,Unanimous,Hamilton,27,30,Peoples,27,30,Trowbridge,27,30,Griffin,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2006-08-26,UFC 62: Liddell vs Sobral,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Okami,Belcher,Unanimous,Byrd,29,28,Griffin,30,27,Peoples,30,27,Okami,fighter1,1,3,3,-3.57%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2006-09-23,UFC 63: Hughes vs Penn,Arrowhead Pond of Anaheim,"Anaheim, California, USA",Swick,Loiseau,Unanimous,Bertrand,29,28,Hamilton,29,28,Rochin,29,28,Swick,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-09-23,UFC 63: Hughes vs Penn,Arrowhead Pond of Anaheim,"Anaheim, California, USA",Gurgel,Abbadi,Unanimous,Hamilton,29,28,Peoples,29,28,Rochin,29,28,Gurgel,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-10-10,Ortiz/Shamrock 3: The Final Chapter,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Hamill,Petruzelli,Unanimous,Mullen,30,27,Ross,29,28,Vannatta,29,28,Hamill,fighter1,3,1,1,-11.11%,-3.57%,-3.57%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2006-10-10,Ortiz/Shamrock 3: The Final Chapter,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Singer,Haynes,Unanimous,Mullen,29,28,Ross,29,28,Trematerra,29,28,Singer,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-10-10,Ortiz/Shamrock 3: The Final Chapter,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Alves,Alessio,Unanimous,Pernick,30,27,Ross,30,27,Vannatta,30,27,Alves,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-10-14,UFC 64: Unstoppable,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Sherk,Florian,Unanimous,Mullen,49,46,Peoples,50,45,Weeks,49,46,Sherk,fighter1,3,5,3,-6.52%,-11.11%,-6.52%,5,1,2,1,fighter1,fighter1,fighter1,Agree
2006-10-14,UFC 64: Unstoppable,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Fitch,Hironaka,Unanimous,Belardo,30,25,Griffin,30,27,Trowbridge,30,27,Fitch,fighter1,5,3,3,-20.00%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2006-10-14,UFC 64: Unstoppable,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Kongo,Marrero,Split,Griffin,28,29,Hamilton,28,29,Weeks,29,28,Marrero,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2006-11-11,TUF 4 Finale: The Ultimate Fighter 4 Finale,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Serra,Lytle,Split,Griffin,30,27,Rosales,30,27,Trowbridge,27,30,Serra,fighter1,3,3,-3,-11.11%,-11.11%,10.00%,3,3,3,6,fighter1,fighter1,fighter2,judge3
2006-11-11,TUF 4 Finale: The Ultimate Fighter 4 Finale,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Leites,Kampmann,Unanimous,Byrd,27,29,Rosales,28,29,Trowbridge,27,29,Kampmann,fighter2,-2,-1,-2,6.90%,3.45%,6.90%,3,0.5,1,0.5,fighter2,fighter2,fighter2,Agree
2006-11-18,UFC 65: Bad Intentions,ARCO Arena,"Sacramento, California, USA",Sylvia,Monson,Unanimous,Bertrand,49,46,Hernandez,50,45,Rochin,49,46,Sylvia,fighter1,3,5,3,-6.52%,-11.11%,-6.52%,5,1,2,1,fighter1,fighter1,fighter1,Agree
2006-12-08,Strikeforce: Triple Threat,HP Pavilion at San Jose,"San Jose, California, USA",Southworth,White,Unanimous,Hamilton,49,46,Rosales,50,45,Stell,50,46,Southworth,fighter1,3,5,4,-6.52%,-11.11%,-8.70%,5,1.5,1.5,0,fighter1,fighter1,fighter1,Agree
2006-12-08,Strikeforce: Triple Threat,HP Pavilion at San Jose,"San Jose, California, USA",Barrios,Figueroa,Unanimous,Hamilton,27,30,Rosales,28,29,Stell,28,29,Figueroa,fighter2,-3,-1,-1,10.00%,3.45%,3.45%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2006-12-13,UFN 7: UFC Fight Night 7,MCAS Miramar,"San Diego, California, USA",Joslin,Koscheck,Unanimous,Bertrand,27,30,Peoples,27,30,Rochin,27,30,Koscheck,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2006-12-13,UFN 7: UFC Fight Night 7,MCAS Miramar,"San Diego, California, USA",Parisyan,Fickett,Unanimous,Hamilton,30,27,Peoples,30,27,Rochin,30,27,Parisyan,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2006-12-13,UFN 7: UFC Fight Night 7,MCAS Miramar,"San Diego, California, USA",Davis,Carter,Unanimous,Bertrand,30,26,Hamilton,30,27,Rochin,29,28,Davis,fighter1,4,3,1,-15.38%,-11.11%,-3.57%,3,2,0.5,2.5,fighter1,fighter1,fighter1,Agree
2006-12-13,UFN 7: UFC Fight Night 7,MCAS Miramar,"San Diego, California, USA",Valimaki,Heath,Split,Hamilton,28,29,Peoples,29,28,Rochin,28,29,Heath,fighter2,-1,1,-1,3.45%,-3.57%,3.45%,3,1,2,1,fighter2,fighter1,fighter2,judge2
2006-12-13,UFN 7: UFC Fight Night 7,MCAS Miramar,"San Diego, California, USA",Nakamura,Larson,Unanimous,Bertrand,28,29,Peoples,28,29,Rochin,28,29,Larson,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2006-12-30,UFC 66: Liddell vs. Ortiz 2,MGM Grand Arena,"Las Vegas, Nevada, USA",Perosh,Wellisch,Unanimous,Griffin,28,29,Mullen,27,29,Rosales,28,29,Wellisch,fighter2,-1,-2,-1,3.45%,6.90%,3.45%,3,0.5,1,0.5,fighter2,fighter2,fighter2,Agree
2007-01-20,WEC 25: McCullough vs. Cope,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Gonzalez,Seguin,Unanimous,Collins,27,30,Hagen,27,30,Morse Jarman,27,30,Seguin,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-01-20,WEC 25: McCullough vs. Cope,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",French,Banuelos,Unanimous,Hagen,26,30,Lefkowitz,27,30,Peoples,27,30,Banuelos,fighter2,-4,-3,-3,13.33%,10.00%,10.00%,3,1,0.5,0.5,fighter2,fighter2,fighter2,Agree
2007-01-25,UFN 8: UFC Fight Night 8,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",O'Brien,Herring,Unanimous,Mullen,30,27,Trematerra,30,27,Vannatta,29,28,O'Brien,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2007-01-25,UFN 8: UFC Fight Night 8,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Marquardt,Lister,Unanimous,Gomez,30,25,Lee,30,27,Trematerra,30,25,Marquardt,fighter1,5,3,5,-20.00%,-11.11%,-20.00%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2007-01-25,UFN 8: UFC Fight Night 8,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Burkman,Reiner,Unanimous,Mullen,29,28,Trematerra,29,28,Vannatta,30,27,Burkman,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2007-01-25,UFN 8: UFC Fight Night 8,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Guida,Thomas,Unanimous,Gomez,28,29,Mullen,28,29,Trematerra,28,29,Thomas,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-02-03,UFC 67: All or Nothing,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Cote,Smith,Unanimous,Rosales,30,27,Trowbridge,30,27,Weeks,29,28,Cote,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2007-02-03,UFC 67: All or Nothing,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Edgar,Griffin,Unanimous,Hagen,29,28,Trowbridge,30,27,Weeks,29,28,Edgar,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2007-02-03,UFC 67: All or Nothing,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Hoger,Machida,Unanimous,Lee,27,30,Peoples,27,30,Rosales,27,30,Machida,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-02-03,UFC 67: All or Nothing,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Saraiva,Hazelett,Unanimous,Hagen,27,30,Rosales,27,30,Weeks,27,30,Hazelett,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-03-03,UFC 68: The Uprising,Nationwide Arena,"Columbus, Ohio, USA",Couture,Sylvia,Unanimous,Crosby,50,45,Hamilton,50,45,Peoples,50,45,Couture,fighter1,5,5,5,-11.11%,-11.11%,-11.11%,5,0,0,0,fighter1,fighter1,fighter1,Agree
2007-03-03,UFC 68: The Uprising,Nationwide Arena,"Columbus, Ohio, USA",Tibau,Dent,Unanimous,Crosby,30,27,Kalikas,30,27,Peoples,30,27,Tibau,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2007-03-24,WEC 26: Condit vs. Alessio,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Wineland,Beebe,Unanimous,Byrd,46,48,Hamilton,46,48,Trowbridge,47,48,Beebe,fighter2,-2,-2,-1,4.17%,4.17%,2.08%,5,0.5,0.5,1,fighter2,fighter2,fighter2,Agree
2007-04-05,UFN 9: UFC Fight Night 9,Palms Casino Resort,"Las Vegas, Nevada, USA",McCully,Hardonk,Unanimous,Byrd,30,27,Griffin,30,27,Trowbridge,30,27,McCully,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2007-04-05,UFN 9: UFC Fight Night 9,Palms Casino Resort,"Las Vegas, Nevada, USA",Nakamura,Fickett,Unanimous,Griffin,26,30,Lee,27,29,Trowbridge,27,29,Fickett,fighter2,-4,-2,-2,13.33%,6.90%,6.90%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2007-04-05,UFN 9: UFC Fight Night 9,Palms Casino Resort,"Las Vegas, Nevada, USA",Petz,Hironaka,Unanimous,Byrd,28,29,Crosby,27,30,Trowbridge,27,30,Hironaka,fighter2,-1,-3,-3,3.45%,10.00%,10.00%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2007-04-05,UFN 9: UFC Fight Night 9,Palms Casino Resort,"Las Vegas, Nevada, USA",Clementi,Carneiro,Unanimous,Griffin,27,30,Lee,27,30,Mullen,27,30,Carneiro,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-04-05,UFN 9: UFC Fight Night 9,Palms Casino Resort,"Las Vegas, Nevada, USA",Kotani,Tavares,Unanimous,Crosby,27,30,Lebell,27,30,Weeks,27,30,Tavares,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-04-07,UFC 69: Shootout,Toyota Center,"Houston, Texas, USA",Sanchez,Koscheck,Unanimous,Crosby,27,30,Hamilton,27,30,Mullen,27,30,Koscheck,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-04-07,UFC 69: Shootout,Toyota Center,"Houston, Texas, USA",Garcia,Huerta,Unanimous,Crosby,27,30,Hamilton,27,30,Mullen,27,30,Huerta,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-04-07,UFC 69: Shootout,Toyota Center,"Houston, Texas, USA",Okami,Swick,Unanimous,Crosby,30,27,Hamilton,29,28,Mullen,29,28,Okami,fighter1,3,1,1,-11.11%,-3.57%,-3.57%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2007-04-07,UFC 69: Shootout,Toyota Center,"Houston, Texas, USA",Herring,Imes,Unanimous,Bish,30,27,Crosby,29,28,Van Hoy,30,25,Herring,fighter1,3,1,5,-11.11%,-3.57%,-20.00%,3,0,3,3,fighter1,fighter1,fighter1,Agree
2007-04-07,UFC 69: Shootout,Toyota Center,"Houston, Texas, USA",Leites,Sell,Unanimous,Alvarez,30,27,Bish,30,27,Van Hoy,30,26,Leites,fighter1,3,3,4,-11.11%,-11.11%,-15.38%,3,0.5,0.5,1,fighter1,fighter1,fighter1,Agree
2007-04-21,UFC 70: Nations Collide,Manchester Evening News Arena,"Manchester, England",Werdum,Arlovski,Unanimous,Crosby,27,30,Mullen,27,30,Peoples,27,30,Arlovski,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-04-21,UFC 70: Nations Collide,Manchester Evening News Arena,"Manchester, England",Heath,Machida,Unanimous,Crosby,27,30,Peoples,26,30,Roberts,27,30,Machida,fighter2,-3,-4,-3,10.00%,13.33%,10.00%,3,0.5,1,0.5,fighter2,fighter2,fighter2,Agree
2007-04-21,UFC 70: Nations Collide,Manchester Evening News Arena,"Manchester, England",Silva,Kongo,Majority,Crosby,28,28,Mullen,28,29,Watts,28,29,Kongo,fighter2,0,-1,-1,0.00%,3.45%,3.45%,3,1,0.5,0.5,draw,fighter2,fighter2,judge1
2007-05-05,Boxing: Mayweather vs. De La Hoya,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",De La Hoya,Mayweather,Split,Giampa,112,116,Kaczmarek,115,113,Roth,113,115,Mayweather,fighter2,-4,2,-2,3.45%,-1.77%,1.74%,12,4,5,1,fighter2,fighter1,fighter2,judge2
2007-05-12,WEC 27: Marshall vs. McElfresh,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Miura,Miller,Unanimous,Lefkowitz,28,29,Silbert,28,29,Weeks,28,29,Miller,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-05-12,WEC 27: Marshall vs. McElfresh,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Gandulla,Padilla,Split,Byrd,28,29,D'Amato,29,28,Morse Jarman,29,28,Gandulla,fighter1,-1,1,1,3.45%,-3.57%,-3.57%,3,2,1,1,fighter2,fighter1,fighter1,judge1
2007-05-12,WEC 27: Marshall vs. McElfresh,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Schambari,Santore,Unanimous,Morse Jarman,29,28,Silbert,30,27,Weeks,30,27,Schambari,fighter1,1,3,3,-3.57%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2007-05-26,UFC 71: Liddell vs. Jackson,MGM Grand Arena,"Las Vegas, Nevada, USA",Parisyan,Burkman,Unanimous,Griffin,29,28,Mullen,30,27,Weeks,30,27,Parisyan,fighter1,1,3,3,-3.57%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2007-05-26,UFC 71: Liddell vs. Jackson,MGM Grand Arena,"Las Vegas, Nevada, USA",Leben,Starnes,Unanimous,Collins,28,29,Lee,27,30,Morse Jarman,28,29,Starnes,fighter2,-1,-3,-1,3.45%,10.00%,3.45%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2007-06-03,WEC 28: WrekCage,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Karalexis,Smith,Majority,Belardo,29,27,Hagen,28,28,Silbert,29,27,Karalexis,fighter1,2,0,2,-7.41%,0.00%,-7.41%,3,1,2,1,fighter1,draw,fighter1,judge2
2007-06-03,WEC 28: WrekCage,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Miller,Swanson,Unanimous,Byrd,27,30,Collins,27,30,Hamilton,27,30,Swanson,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-06-03,WEC 28: WrekCage,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",French,Bedard,Unanimous,Hagen,27,30,Silbert,27,30,Weeks,27,30,Bedard,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-06-12,UFN 10: UFC Fight Night 10,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Stout,Fisher,Unanimous,Lee,27,30,Ross,27,30,Vannatta,27,30,Fisher,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-06-12,UFN 10: UFC Fight Night 10,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Petz,Fioravanti,Unanimous,Gomez,29,28,Ross,29,28,Vannatta,30,27,Petz,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2007-06-12,UFN 10: UFC Fight Night 10,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Caudillo,Mohr,Unanimous,Mullen,28,29,Ross,27,30,Vannatta,28,29,Mohr,fighter2,-1,-3,-1,3.45%,10.00%,3.45%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2007-06-16,UFC 72: Victory,The Odyssey,"Belfast, Northern Ireland",Franklin,Okami,Unanimous,Crosby,29,28,Mullen,29,28,Roberts,29,28,Franklin,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2007-06-16,UFC 72: Victory,The Odyssey,"Belfast, Northern Ireland",Ramirez,Griffin,Unanimous,Mullen,27,30,Roberts,27,30,Watts,27,30,Griffin,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-06-16,UFC 72: Victory,The Odyssey,"Belfast, Northern Ireland",Griffin,Guida,Split,Crosby,29,28,Mullen,28,29,Roberts,29,28,Griffin,fighter1,1,-1,1,-3.57%,3.45%,-3.57%,3,1,2,1,fighter1,fighter2,fighter1,judge2
2007-06-22,Strikeforce: Shamrock vs. Baroni,HP Pavilion at San Jose,"San Jose, California, USA",Pyle,Wetherspoon,Unanimous,Bertrand,29,27,Hamilton,30,27,Rosales,30,27,Pyle,fighter1,2,3,3,-7.41%,-11.11%,-11.11%,3,1,0.5,0.5,fighter1,fighter1,fighter1,Agree
2007-06-22,Strikeforce: Shamrock vs. Baroni,HP Pavilion at San Jose,"San Jose, California, USA",Cariaso,Figueroa,Unanimous,Hamilton,30,27,Peoples,30,27,Rosales,29,28,Cariaso,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2007-07-07,UFC 73: Stacked,ARCO Arena,"Sacramento, California, USA",Franca,Sherk,Unanimous,Bertrand,45,50,Hamilton,45,50,Peoples,46,49,Sherk,fighter2,-5,-5,-3,10.00%,10.00%,6.12%,5,1,1,2,fighter2,fighter2,fighter2,Agree
2007-07-07,UFC 73: Stacked,ARCO Arena,"Sacramento, California, USA",Nogueira,Herring,Unanimous,Hamilton,29,28,Peoples,29,28,Rochin,29,28,Nogueira,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2007-07-07,UFC 73: Stacked,ARCO Arena,"Sacramento, California, USA",Gurgel,Saraiva,Unanimous,Bertrand,30,27,Hamilton,30,27,Rochin,30,27,Gurgel,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2007-07-07,UFC 73: Stacked,ARCO Arena,"Sacramento, California, USA",Ortiz,Evans,Unanimous,Bertrand,28,28,Hamilton,28,28,Peoples,28,28,draw,draw,0,0,0,0.00%,0.00%,0.00%,3,0,0,0,draw,draw,draw,Agree
2007-08-05,WEC 29: Condit vs. Larson,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Curran,Ledbetter,Unanimous,Griffin,30,27,Lefkowitz,29,28,Weeks,29,28,Curran,fighter1,3,1,1,-11.11%,-3.57%,-3.57%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2007-08-05,WEC 29: Condit vs. Larson,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Robbins,Banuelos,Unanimous,Byrd,27,30,Griffin,27,30,Lefkowitz,26,30,Banuelos,fighter2,-3,-3,-4,10.00%,10.00%,13.33%,3,0.5,0.5,1,fighter2,fighter2,fighter2,Agree
2007-08-05,WEC 29: Condit vs. Larson,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Clark,Schambari,Unanimous,Morse Jarman,28,29,Silbert,28,29,Trowbridge,28,29,Schambari,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2007-08-25,UFC 74: Respect,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Koscheck,St-Pierre,Unanimous,Byrd,28,29,Collins,28,29,Trowbridge,27,30,St-Pierre,fighter2,-1,-1,-3,3.45%,3.45%,10.00%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2007-08-25,UFC 74: Respect,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Stevenson,Pellegrino,Unanimous,Crosby,30,27,Lebell,30,27,Peoples,29,28,Stevenson,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2007-08-25,UFC 74: Respect,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Guida,Aurélio,Split,Byrd,28,29,Collins,30,27,Morse Jarman,30,27,Guida,fighter1,-1,3,3,3.45%,-11.11%,-11.11%,3,4,2,2,fighter2,fighter1,fighter1,judge1
2007-09-05,WEC 30: McCullough vs. Crunkilton,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Yahya,Beebe,Unanimous,Belardo,46,49,Lee,45,49,Peoples,46,49,Beebe,fighter2,-3,-4,-3,6.12%,8.16%,6.12%,5,0.5,1,0.5,fighter2,fighter2,fighter2,Agree
2007-09-05,WEC 30: McCullough vs. Crunkilton,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",Alessio,Brito,Unanimous,Belardo,30,27,Morse Jarman,30,27,Peoples,30,27,Alessio,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
