"Season","Series","City","Country","Year","Month","Day","Distance","Round","Group","Num_Skater","Name","Nationality","Rank_In_Group","Start_Position","Time","Qualification","rank_lap1","time_lap1","rank_lap2","time_lap2","rank_lap3","time_lap3","rank_lap4","time_lap4","rank_lap5","time_lap5","Time_Event"
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",6,146,"FRANCIS Simon","AUS",3,4,43.52,"q",3,7.23,3,9.22,3,8.72,3,8.95,3,9.41,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",1,146,"FRANCIS Simon","AUS",5,3,44.281,"",5,7.64,5,9.24,5,8.82,5,9.02,5,9.57,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",2,146,"FRANCIS Simon","AUS",5,5,43.282,"",5,7.49,4,9.1,4,8.66,4,8.84,5,9.19,2016.86073059361
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",2,146,"FRANCIS Simon","AUS",4,4,43.658,"",5,7.44,5,9.35,5,8.74,5,8.97,4,9.17,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",2,146,"FRANCIS Simon","AUS",4,4,43.446,"",4,7.37,4,9.23,4,8.72,4,8.94,4,9.2,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",6,146,"FRANCIS Simon","AUS",,4,,"DNF",4,13.09,4,19.27,,,,,,,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",5,146,"FRANCIS Simon","AUS",5,1,44.39,"",3,7.13,3,9.07,5,9.35,5,9.28,5,9.55,2016.86073059361
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",3,146,"FRANCIS Simon","AUS",4,5,44.174,"",4,7.46,4,9.15,4,9.02,4,9.16,4,9.4,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",7,146,"FRANCIS Simon","AUS",5,3,44.18,"",4,7.42,4,9.06,5,9.09,5,9.18,5,9.45,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepQuarterfinals",2,146,"FRANCIS Simon","AUS",5,4,45.578,"",5,7.55,5,9.15,5,8.99,5,9.53,5,10.37,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",2,147,"ANDERMANN Nicolas","AUT",2,5,44.542,"",4,7.54,2,9.2,2,9.02,3,9.33,3,9.47,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",6,147,"ANDERMANN Nicolas","AUT",4,4,43.298,"",4,7.57,4,9.23,4,8.61,4,8.81,4,9.1,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",1,147,"ANDERMANN Nicolas","AUT",,4,,"PEN",3,7.34,3,9.07,3,8.63,3,8.82,2,9.31,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",1,147,"ANDERMANN Nicolas","AUT",5,5,43.41,"",5,7.55,5,9.01,5,8.72,5,8.94,5,9.2,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",2,148,"WOLFGANG Matthias","AUT",3,4,45.625,"",4,7.61,4,9.47,3,9.25,3,9.55,3,9.76,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",4,148,"WOLFGANG Matthias","AUT",5,2,46.111,"",5,7.73,5,9.58,5,9.32,5,9.58,5,9.91,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",6,148,"WOLFGANG Matthias","AUT",4,5,45.691,"",5,7.64,5,9.43,4,9.27,4,9.54,4,9.82,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",4,148,"WOLFGANG Matthias","AUT",4,4,44.854,"",5,7.53,5,9.48,5,9.09,5,9.28,4,9.48,2016.95776255708
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",3,148,"WOLFGANG Matthias","AUT",4,5,44.483,"",4,7.45,4,9.29,4,9.06,4,9.26,4,9.43,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",10,148,"WOLFGANG Matthias","AUT",5,3,45.574,"",4,7.39,4,9.71,5,9.37,5,9.45,5,9.67,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",1,149,"CROLET Thibault","FRA",4,3,42.702,"",3,7.32,4,9.23,4,8.62,4,8.64,4,8.91,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",5,149,"CROLET Thibault","FRA",4,2,42.89,"",3,7.29,4,9.36,4,8.67,4,8.65,4,8.94,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",1,150,"CANO Sebastian","COL",4,3,42.978,"",3,7.11,3,9.15,4,8.8,4,8.8,4,9.12,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",7,150,"CANO Sebastian","COL",4,4,43.316,"",4,7.29,4,9.04,4,8.66,4,8.87,4,9.46,2016.86073059361
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",6,151,"McANUFF Ryan","IRL",2,3,43.143,"Q",3,7.2,2,9.1,2,8.77,2,8.91,2,9.17,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",4,151,"McANUFF Ryan","IRL",4,2,63.063,"",2,6.9,2,8.81,4,22.09,4,13.56,4,11.73,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",8,151,"McANUFF Ryan","IRL",5,3,43.291,"",4,7.28,4,9.21,4,8.67,4,8.78,5,9.37,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",1,151,"McANUFF Ryan","IRL",3,3,42.379,"q",3,7.33,3,9.09,3,8.5,3,8.59,3,8.88,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepQuarterfinals",4,151,"McANUFF Ryan","IRL",4,4,42.219,"",4,7.22,4,8.94,4,8.54,4,8.65,4,8.88,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",8,151,"McANUFF Ryan","IRL",4,2,42.397,"",2,7.12,3,9.28,3,8.51,4,8.7,4,8.8,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",5,152,"McANUFF Sean","IRL",5,3,43.941,"",4,7.3,5,9.38,5,9.02,5,9.03,5,9.23,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",2,152,"McANUFF Sean","IRL",3,3,43.292,"",3,7.25,3,9.23,3,8.74,3,8.95,3,9.13,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",5,153,"ANTONIOLI Mattia","ITA",5,3,85.12,"",2,7.12,2,8.97,5,31.3,5,20.65,5,17.09,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepQuarterfinals",2,153,"ANTONIOLI Mattia","ITA",4,3,42.534,"",4,7.29,4,9.04,4,8.51,4,8.74,4,8.98,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",6,153,"ANTONIOLI Mattia","ITA",2,1,42.945,"Q",1,7.01,1,9.1,2,8.9,2,8.95,2,9.01,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",8,153,"ANTONIOLI Mattia","ITA",3,1,41.851,"",3,7,3,9.03,3,8.55,3,8.57,3,8.72,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",5,153,"ANTONIOLI Mattia","ITA",5,4,43.311,"",3,7.32,3,9.08,3,8.57,3,8.67,5,9.69,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",5,153,"ANTONIOLI Mattia","ITA",4,1,41.921,"",1,7.01,1,8.99,2,8.57,4,8.68,4,8.7,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",4,153,"ANTONIOLI Mattia","ITA",3,4,43.194,"",4,7.47,4,8.92,3,8.62,3,8.91,3,9.3,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",5,153,"ANTONIOLI Mattia","ITA",3,1,42.786,"",4,7.38,4,9.19,3,8.57,3,8.69,3,8.956,2016.95776255708
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",2,153,"ANTONIOLI Mattia","ITA",4,2,42.404,"",4,7.24,4,9.34,4,8.63,4,8.53,4,8.67,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepQuarterfinals",1,153,"ANTONIOLI Mattia","ITA",,3,,"PEN",3,7.2,2,8.98,3,8.66,4,23.59,4,18.03,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",6,153,"ANTONIOLI Mattia","ITA",2,2,42.478,"Q",2,7.15,2,9.09,2,8.52,2,8.71,2,9.02,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",3,153,"ANTONIOLI Mattia","ITA",1,1,42.499,"Q",1,7.01,1,9.11,1,8.6,1,8.74,1,9.06,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",11,153,"ANTONIOLI Mattia","ITA",3,2,43.085,"",2,7.02,3,9.04,3,8.79,3,8.95,3,9.31,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",3,154,"Yerkebulan SHAMUKHANOV","KAZ",5,3,42.751,"",4,7.48,4,8.94,5,8.58,5,8.74,5,9.02,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepSemifinals",1,154,"Yerkebulan SHAMUKHANOV","KAZ",4,4,42.504,"",4,7.33,4,8.77,4,8.5,3,8.82,4,9.1,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",1,154,"Yerkebulan SHAMUKHANOV","KAZ",2,3,42.941,"Q",2,7.29,2,9.12,2,8.69,2,8.81,2,9.04,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepQuarterfinals",2,154,"Yerkebulan SHAMUKHANOV","KAZ",2,3,42.191,"Q",3,7.19,3,8.94,3,8.5,2,8.59,2,8.98,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",10,155,"HAN Seungsoo","KOR",1,2,42.118,"Q",1,7.11,1,8.91,1,8.55,1,8.72,1,8.85,2016.95776255708
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Semifinals",2,155,"HAN Seungsoo","KOR",4,3,41.682,"QB",3,7.23,4,9.19,4,8.32,4,8.28,4,8.67,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Quarterfinals",2,155,"HAN Seungsoo","KOR",2,3,41.072,"Q",2,6.98,2,8.81,2,8.21,2,8.33,2,8.76,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Quarterfinals",1,155,"HAN Seungsoo","KOR",2,3,41.012,"Q",3,7.33,3,8.83,2,8.19,2,8.28,2,8.4,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Semifinals",2,155,"HAN Seungsoo","KOR",2,2,40.873,"QA",2,6.91,2,8.81,2,8.19,2,8.41,2,8.57,2016.95776255708
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","FinalB",2,155,"HAN Seungsoo","KOR",3,3,66.589,"",1,6.88,1,8.98,2,8.6,3,25.04,3,17.13,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",1,155,"HAN Seungsoo","KOR",1,1,41.486,"Q",1,7,1,9.02,1,8.27,1,8.44,1,8.77,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Quarterfinals",4,155,"HAN Seungsoo","KOR",,4,,"DNF",4,7.11,4,8.77,4,8.29,6,34.02,,,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","FinalA",1,155,"HAN Seungsoo","KOR",3,3,52.676,"",4,7.49,4,16.94,4,9.87,4,9.06,3,9.34,2016.95776255708
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",3,155,"HAN Seungsoo","KOR",2,2,42.159,"q",1,6.93,1,9.12,1,8.45,2,8.72,2,8.95,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepQuarterfinals",3,156,"HONG Kyunghwan","KOR",2,2,40.944,"Q",3,7.14,3,8.68,3,8.19,3,8.19,2,8.74,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",7,156,"HONG Kyunghwan","KOR",3,4,42.268,"",3,7.22,3,9.05,3,8.61,3,8.55,3,8.83,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",3,156,"HONG Kyunghwan","KOR",1,1,42.109,"Q",3,7.11,2,9.17,1,8.47,1,8.65,1,8.73,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Quarterfinals",4,156,"HONG Kyunghwan","KOR",3,3,41.118,"",4,7.14,3,8.67,4,8.34,4,8.53,3,8.46,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",3,156,"HONG Kyunghwan","KOR",3,2,41.245,"",2,7.02,3,8.82,3,8.3,3,8.52,3,8.61,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",2,156,"HONG Kyunghwan","KOR",1,2,41.744,"Q",3,7.4,3,8.91,2,8.33,2,8.46,1,8.64,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Quarterfinals",1,156,"HONG Kyunghwan","KOR",3,6,41.28,"",6,7.63,5,8.63,5,8.23,5,8.27,3,8.54,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Quarterfinals",1,156,"HONG Kyunghwan","KOR",3,4,41.185,"",4,7.42,4,8.81,3,8.19,3,8.29,3,8.49,2016.95776255708
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Quarterfinals",3,156,"HONG Kyunghwan","KOR",3,5,41.466,"",5,7.32,4,8.94,4,8.41,4,8.3,3,8.51,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepQuarterfinals",3,156,"HONG Kyunghwan","KOR",1,1,43.005,"Q",1,7.24,1,9.11,1,8.71,1,8.86,1,9.1,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",2,156,"HONG Kyunghwan","KOR",1,1,42.538,"Q",1,7.17,1,9.16,1,8.67,1,8.73,1,8.82,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",7,156,"HONG Kyunghwan","KOR",1,2,42.207,"Q",2,7.04,2,9.11,2,8.59,1,8.69,1,8.79,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",1,156,"HONG Kyunghwan","KOR",1,1,42.09,"Q",1,7.16,1,8.98,1,8.47,1,8.59,1,8.91,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepSemifinals",1,156,"HONG Kyunghwan","KOR",2,1,41.288,"",2,7.19,2,8.91,2,8.31,2,8.35,2,8.52,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",1,156,"HONG Kyunghwan","KOR",1,3,41.58,"Q",2,7.07,2,8.88,2,8.37,1,8.5,1,8.78,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepSemifinals",1,156,"HONG Kyunghwan","KOR",1,2,41.741,"Q",2,7.17,2,8.9,1,8.4,1,8.5,1,8.79,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",8,156,"HONG Kyunghwan","KOR",2,5,42.4,"",3,7.32,2,9.01,2,8.59,2,8.69,2,8.8,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepSemifinals",2,156,"HONG Kyunghwan","KOR",1,3,40.988,"Q",3,7.09,3,8.72,3,8.34,3,8.45,1,8.388,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Quarterfinals",4,157,"HWANG Daeheon","KOR",5,4,56.265,"",5,7.14,5,10.34,5,12.37,5,14.87,5,11.54,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Quarterfinals",3,157,"HWANG Daeheon","KOR",1,3,40.731,"Q",2,6.92,2,8.75,1,8.16,1,8.4,1,8.51,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Semifinals",1,157,"HWANG Daeheon","KOR",,1,,"PEN",2,6.78,4,9.4,4,8.29,4,8.22,4,8.44,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",11,157,"HWANG Daeheon","KOR",1,4,41.463,"Q",2,7.1,2,8.85,2,8.3,1,8.42,1,8.81,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",6,157,"HWANG Daeheon","KOR",,5,,"YC",5,7.25,4,8.78,3,8.36,3,8.23,3,23.57,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",11,157,"HWANG Daeheon","KOR",1,4,41.73,"Q",1,7.03,1,8.88,1,8.45,1,8.62,1,8.74,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Quarterfinals",3,158,"LIM Kyoungwon","KOR",2,2,40.923,"Q",3,7.11,3,8.82,2,8.25,2,8.28,2,8.49,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Semifinals",1,158,"LIM Kyoungwon","KOR",3,3,40.385,"QB",4,7.21,4,8.65,4,8.15,4,8.06,3,8.31,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",10,158,"LIM Kyoungwon","KOR",1,3,42.586,"Q",1,6.92,1,9.12,1,8.78,1,8.85,1,8.94,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",1,158,"LIM Kyoungwon","KOR",2,1,41.629,"q",1,6.82,1,8.91,1,8.43,2,8.76,2,8.71,2016.86073059361
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Quarterfinals",2,158,"LIM Kyoungwon","KOR",5,2,53.083,"",1,6.7,1,8.7,1,8.47,4,8.83,5,20.41,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","FinalB",3,158,"LIM Kyoungwon","KOR",1,2,,"",,,,,,,,,,,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",9,158,"LIM Kyoungwon","KOR",1,1,41.783,"Q",1,6.89,1,8.92,1,8.51,1,8.6,1,8.88,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",10,158,"LIM Kyoungwon","KOR",2,5,41.358,"q",4,7.18,4,8.94,4,8.2,3,8.42,2,8.64,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Semifinals",2,158,"LIM Kyoungwon","KOR",4,3,41.384,"QB",2,7.09,4,9.09,4,8.66,4,8.3,4,8.244,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Quarterfinals",2,158,"LIM Kyoungwon","KOR",4,4,41.653,"",4,7.25,4,8.72,4,8.23,4,8.29,4,9.19,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","FinalB",2,158,"LIM Kyoungwon","KOR",2,1,41.639,"",1,6.67,1,9.17,2,8.73,2,8.36,2,8.72,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Quarterfinals",1,158,"LIM Kyoungwon","KOR",1,3,40.72,"Q",2,6.84,2,8.69,1,8.24,1,8.38,1,8.56,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",2,159,"SIN da Woon","KOR",3,4,42.303,"q",4,7.5,3,9.11,3,8.49,3,8.45,3,8.77,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepQuarterfinals",4,159,"SIN da Woon","KOR",3,2,42.632,"",4,7.38,4,9.12,4,8.37,3,8.78,3,8.982,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",5,159,"SIN da Woon","KOR",4,2,64.325,"",3,7.35,4,9.29,4,8.57,3,8.44,4,30.74,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",3,160,"DOMANSKI Michal","POL",4,2,43.067,"",2,7.17,4,9.35,4,8.71,4,8.76,4,9.1,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",4,160,"DOMANSKI Michal","POL",4,4,43.817,"",4,7.39,3,9.33,3,8.69,4,9.18,4,9.26,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",9,160,"DOMANSKI Michal","POL",3,1,43.348,"",1,7.06,1,9.38,1,8.88,3,9,3,9.06,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",6,160,"DOMANSKI Michal","POL",4,2,42.745,"",2,6.99,2,9,4,8.8,4,8.9,4,9.06,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",3,160,"DOMANSKI Michal","POL",3,3,43.702,"",2,7.19,2,9.06,2,8.52,4,9.35,3,9.61,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",1,160,"DOMANSKI Michal","POL",3,3,42.277,"",2,7.07,2,8.96,3,8.66,3,8.71,3,8.88,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",5,161,"AYRAPETYAN Denis","RUS",4,1,78.482,"",1,7.36,1,9.34,4,26.45,4,22.01,4,13.35,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepQuarterfinals",2,161,"AYRAPETYAN Denis","RUS",,3,,"YC",2,6.99,2,9.04,3,9.36,3,8.88,3,8.85,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",10,161,"AYRAPETYAN Denis","RUS",5,1,,"",2,6.97,2,8.77,2,8.35,5,25.33,5,24.12,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",1,161,"AYRAPETYAN Denis","RUS",2,5,42.176,"Q",4,7.39,3,8.98,2,8.47,2,8.59,2,8.77,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",7,161,"AYRAPETYAN Denis","RUS",3,4,42.375,"",3,7.18,3,9.04,3,8.48,3,8.59,3,9.1,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",3,162,"YARDIMCI Firat","TUR",3,3,42.527,"q",3,7.24,3,8.99,3,8.5,3,8.84,3,8.96,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",10,162,"YARDIMCI Firat","TUR",5,5,42.902,"",5,7.48,5,9.07,5,8.61,5,8.67,5,9.08,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",4,162,"YARDIMCI Firat","TUR",2,3,42.599,"Q",2,7.19,2,8.91,2,8.65,2,8.87,2,8.99,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",8,162,"YARDIMCI Firat","TUR",3,5,42.353,"",3,7.23,3,9.03,3,8.5,3,8.67,3,8.94,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",1,162,"YARDIMCI Firat","TUR",3,3,42.93,"",3,7.28,3,8.91,3,8.5,3,8.78,3,9.48,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepQuarterfinals",3,162,"YARDIMCI Firat","TUR",4,2,42.477,"",2,7.02,2,8.98,2,8.45,4,9.16,4,8.88,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",2,162,"YARDIMCI Firat","TUR",,2,,"PEN",1,7.14,1,9.01,2,8.71,3,8.81,2,8.93,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",1,162,"YARDIMCI Firat","TUR",5,3,42.922,"",3,7.17,5,9.42,5,8.75,5,8.72,5,8.88,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",2,164,"CHONG Mark","ITA",4,4,42.673,"",4,7.39,4,8.95,4,8.67,4,8.77,4,8.91,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",1,164,"CHONG Mark","ITA",4,4,42.474,"",4,7.32,4,9.02,4,8.5,4,8.71,4,8.92,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",2,164,"CHONG Mark","ITA",4,2,42.55,"",3,7.38,4,9.33,4,8.52,4,8.56,4,8.77,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",1,164,"CHONG Mark","ITA",5,3,72.085,"",2,7.09,5,18.82,5,23.29,5,11.87,5,11.04,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",4,164,"CHONG Mark","ITA",4,2,42.928,"",5,7.55,4,9.13,4,8.61,4,8.73,4,8.92,2016.95776255708
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",4,164,"CHONG Mark","ITA",4,5,42.969,"",4,7.36,4,9.13,4,8.68,4,8.84,4,8.96,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",6,166,"BLACKBURN Mackenzie","TPE",2,3,42.177,"",3,7.09,3,8.93,2,8.55,2,8.72,2,8.88,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",5,166,"BLACKBURN Mackenzie","TPE",1,1,41.773,"Q",1,6.96,1,9.02,1,8.44,1,8.53,1,8.82,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepQuarterfinals",1,166,"BLACKBURN Mackenzie","TPE",4,3,42.282,"",2,7.05,2,8.94,2,8.4,2,8.68,4,9.21,2016.86073059361
