"Season","Series","City","Country","Year","Month","Day","Distance","Round","Group","Num_Skater","Name","Nationality","Rank_In_Group","Start_Position","Time","Qualification","rank_lap1","time_lap1","rank_lap2","time_lap2","rank_lap3","time_lap3","rank_lap4","time_lap4","rank_lap5","time_lap5","Time_Event"
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Preliminaries",15,129,"YU Jiyang","CHN",2,2,43.06,"Q",2,6.97,1,9.35,1,8.85,1,8.87,2,9.02,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Preliminaries",15,191,"Roberto PUKITIS","LAT",3,4,80.743,"ADV",4,7.26,3,9.18,4,27.91,4,24.32,3,12.08,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Preliminaries",15,227,"Oleksiy KOSHELENKO","UKR",,3,,"PEN",3,7.13,4,9.35,3,9.19,3,9.17,,,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",1,120,"COURNOYER Charle","CAN",1,1,41.704,"Q",1,6.75,1,8.91,1,8.57,1,8.67,1,8.81,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",1,209,"ELISTRATOV Semen","RUS",2,3,41.758,"Q",2,6.86,2,8.95,2,8.53,2,8.65,2,8.77,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",1,167,"Yuri CONFORTOLA","ITA",3,2,41.861,"q",3,7.03,3,8.93,3,8.48,3,8.64,3,8.79,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",1,148,"Paul HERRMANN","GER",4,4,43.337,"",4,7.23,4,9.05,4,8.74,4,8.95,4,9.37,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",2,128,"WU Dajing","CHN",1,1,42.059,"Q",1,6.86,1,8.89,1,8.6,1,8.77,1,8.94,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",2,157,"KNOCH Viktor","HUN",2,2,42.189,"Q",2,6.97,2,8.89,2,8.61,2,8.78,2,8.94,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",2,169,"Anthony LOBELLO","ITA",3,3,42.662,"",3,7.25,3,9.05,3,8.66,3,8.75,3,8.96,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",2,191,"Roberto PUKITIS","LAT",4,4,42.686,"",4,7.39,4,9.05,4,8.69,4,8.81,4,8.75,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",3,194,"BREEUWSMA Daan","NED",1,2,41.893,"Q",2,6.98,2,8.95,2,8.52,1,8.58,1,8.87,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",3,180,"BEKZHANOV Aydar","KAZ",2,3,41.968,"Q",3,7.11,3,8.9,3,8.55,3,8.67,2,8.74,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",3,127,"LIANG Wenhao","CHN",3,1,42.022,"q",1,6.85,1,8.96,1,8.57,2,8.76,3,8.89,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",3,176,"Yuzo TAKAMIDO","JPN",4,4,42.597,"",4,7.3,4,9.01,4,8.54,4,8.78,4,8.97,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",4,208,"AN Victor","RUS",1,1,41.734,"Q",2,7.02,1,8.85,1,8.32,1,8.61,1,8.94,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",4,129,"YU Jiyang","CHN",2,2,42.177,"Q",1,6.93,2,9.04,2,8.5,2,8.69,2,9.02,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",4,186,"LEE Han-Bin","KOR",3,3,42.187,"q",3,7.16,3,8.94,3,8.47,3,8.66,3,8.96,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",4,133,"Vojtech LOUDIN","CZE",4,4,43.377,"",4,7.32,4,9.09,4,8.83,4,8.95,4,9.19,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",4,193,"ZVEJNIEKS Roberts","LAT",5,5,43.865,"",5,7.44,5,9.18,5,8.86,5,9.06,5,9.33,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",5,124,"Olivier JEAN","CAN",1,1,41.721,"Q",1,6.8,1,8.96,1,8.52,1,8.63,1,8.82,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",5,107,"JUNG Hyun Woo (Andy)","AUS",2,4,43.262,"Q",4,7.3,4,9.04,4,8.75,3,8.97,2,9.21,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",5,230,"Eduardo ALVAREZ","USA",3,3,63.348,"ADV",2,6.9,2,9.01,3,8.62,4,22.94,3,15.88,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",5,144,"Jon ELEY","GBR",,2,,"PEN",3,7.03,3,8.98,2,8.46,2,9.04,,,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",6,140,"LEPAPE Sebastien","FRA",1,1,42.048,"Q",1,6.78,1,9.02,1,8.53,1,8.7,1,9.02,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",6,196,"Niels KERSTHOLT","NED",2,3,42.178,"Q",2,6.97,2,8.94,2,8.52,2,8.68,2,9.07,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",6,165,"BYKANOV Vladislav","ISR",3,2,42.226,"q",3,7.14,3,8.92,3,8.53,3,8.73,3,8.91,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",6,192,"Jekabs SAULITIS","LAT",4,4,43.196,"",4,7.26,4,9.1,4,8.63,4,8.75,4,9.46,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",7,232,"Chris CREVELING","USA",1,1,42.101,"Q",1,6.87,1,9.12,1,8.61,1,8.7,1,8.81,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",7,147,"WHELBOURNE Jack","GBR",2,2,42.302,"Q",2,7.09,2,9,2,8.64,2,8.68,2,8.9,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",7,173,"OGURO Yoshiaki","JPN",3,3,42.381,"",3,7.23,3,8.95,3,8.65,3,8.7,3,8.86,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",7,109,"Mathias VOSTE","BEL",4,4,43.516,"",4,7.32,4,9.07,4,8.72,4,8.99,4,9.42,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",8,189,"PARK Se Yeong","KOR",1,1,42.295,"Q",1,6.89,1,9.19,1,8.68,1,8.7,1,8.84,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",8,158,"LIU Shaolin Sandor","HUN",2,3,42.382,"Q",2,7.09,2,9.06,2,8.68,2,8.71,2,8.85,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",8,183,"ZHUMAGAZIYEV Nurbergen","KAZ",3,4,42.576,"",3,7.19,3,9.11,3,8.63,3,8.76,3,8.89,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",8,201,"Adam FILIPOWICZ","POL",4,2,74.653,"",4,19.55,4,16.08,4,11.57,4,10.06,4,17.4,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",9,231,"J R CELSKI","USA",1,1,42.017,"Q",1,6.95,1,8.99,1,8.5,1,8.7,1,8.88,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",9,174,"Satoshi SAKASHITA","JPN",2,2,42.293,"Q",2,7.05,2,9.02,2,8.47,2,8.76,2,9,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",9,236,"Blake SKJELLERUP","NZL",3,4,43.406,"",3,7.1,3,9.45,3,8.87,3,8.88,3,9.11,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",9,104,"BODA Pierre","AUS",4,3,43.451,"",4,7.15,4,9.6,4,8.8,4,8.9,4,9.01,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",10,210,"Vladimir GRIGOREV","RUS",1,1,41.59,"Q",1,6.75,1,8.77,1,8.53,1,8.7,1,8.84,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",10,152,"Robert SEIFERT","GER",2,3,41.937,"Q",3,7.08,3,8.87,3,8.5,2,8.63,2,8.86,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",10,146,"Paul STANLEY","GBR",3,2,42.035,"q",2,6.9,2,8.89,2,8.54,3,8.75,3,8.96,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",10,154,"LUI Pan To Barton","HKG",4,4,43.194,"",4,7.33,4,9.18,4,8.72,4,8.89,4,9.08,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",11,122,"HAMELIN Charles","CAN",1,1,41.4,"Q",1,6.78,1,8.91,1,8.36,1,8.6,1,8.75,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",11,198,"Freek van der WART","NED",2,2,41.724,"Q",2,6.93,2,8.88,2,8.41,2,8.58,2,8.93,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",11,187,"LEE Ho-Suk","KOR",3,3,42.185,"q",3,7.05,3,8.87,3,8.38,3,8.56,3,9.33,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Heats",11,139,"JEANNE Vincent","FRA",4,4,43.06,"",4,7.31,4,9.04,4,8.7,4,8.84,4,9.17,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",1,196,"Niels KERSTHOLT","NED",1,2,41.755,"Q",3,6.99,3,8.95,1,8.33,1,8.59,1,8.9,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",1,231,"J R CELSKI","USA",2,4,42.376,"Q",4,7.09,4,9.46,2,8.53,2,8.5,2,8.8,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",1,124,"Olivier JEAN","CAN",3,3,62.555,"ADV",2,6.8,2,8.87,4,13.77,4,18.1,3,15.02,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",1,152,"Robert SEIFERT","GER",,1,,"PEN",1,6.7,1,8.89,3,13.35,3,12.43,,,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",2,208,"AN Victor","RUS",1,1,41.037,"Q",1,6.77,1,8.76,1,8.35,1,8.44,1,8.72,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",2,120,"COURNOYER Charle","CAN",2,2,41.23,"Q",2,6.9,2,8.79,2,8.38,2,8.5,2,8.66,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",2,129,"YU Jiyang","CHN",3,5,41.699,"",3,7.18,3,8.88,3,8.44,3,8.52,3,8.68,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",2,140,"LEPAPE Sebastien","FRA",4,4,41.812,"",4,7.43,4,8.94,4,8.43,4,8.47,4,8.55,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",2,174,"Satoshi SAKASHITA","JPN",5,3,50.635,"",5,7.82,5,10.7,5,10.3,5,10.22,5,11.6,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",3,210,"Vladimir GRIGOREV","RUS",1,1,41.182,"Q",1,6.79,1,8.71,1,8.37,1,8.55,1,8.77,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",3,198,"Freek van der WART","NED",2,3,41.496,"Q",3,7.11,3,8.84,3,8.36,3,8.48,2,8.71,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",3,147,"WHELBOURNE Jack","GBR",3,2,41.521,"",2,7.02,2,8.84,2,8.34,2,8.51,3,8.82,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",3,189,"PARK Se Yeong","KOR",4,4,41.697,"",4,7.21,4,8.89,4,8.32,4,8.47,4,8.81,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",4,122,"HAMELIN Charles","CAN",1,1,40.839,"Q",1,6.73,1,8.79,1,8.33,1,8.39,1,8.6,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",4,127,"LIANG Wenhao","CHN",2,2,41.01,"Q",2,6.87,2,8.75,2,8.31,2,8.46,2,8.62,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",4,209,"ELISTRATOV Semen","RUS",3,3,41.133,"",3,6.98,3,8.83,3,8.34,3,8.47,3,8.52,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Quarterfinals",4,232,"Chris CREVELING","USA",4,4,41.252,"",4,7.12,4,8.82,4,8.29,4,8.5,4,8.53,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",1,208,"AN Victor","RUS",1,1,41.212,"QA",1,6.75,1,8.71,1,8.42,1,8.51,1,8.83,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",1,210,"Vladimir GRIGOREV","RUS",2,2,41.258,"QA",2,6.89,2,8.69,2,8.37,2,8.49,2,8.82,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",1,198,"Freek van der WART","NED",3,4,41.305,"QB",4,7.24,4,8.68,3,8.29,3,8.41,3,8.69,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",1,120,"COURNOYER Charle","CAN",4,3,41.591,"QB",3,7.08,3,8.75,4,8.47,4,8.49,4,8.81,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",2,122,"HAMELIN Charles","CAN",1,1,41.111,"QA",1,6.84,1,8.8,1,8.35,1,8.48,1,8.65,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",2,124,"Olivier JEAN","CAN",2,5,41.476,"QA",3,7.14,3,8.92,3,8.25,2,8.47,2,8.7,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",2,127,"LIANG Wenhao","CHN",3,2,41.742,"QB",4,7.15,4,9,4,8.3,3,8.41,3,8.89,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",2,196,"Niels KERSTHOLT","NED",4,3,41.816,"QB",2,7.05,2,8.91,2,8.33,4,8.59,4,8.94,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","Semifinals",2,231,"J R CELSKI","USA",5,4,41.921,"",5,7.27,5,9.01,5,8.39,5,8.52,5,8.74,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalB",1,127,"LIANG Wenhao","CHN",1,3,41.848,"",1,6.93,1,9.09,1,8.47,1,8.57,1,8.79,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalB",1,198,"Freek van der WART","NED",2,1,41.88,"",2,7.05,2,9.1,2,8.46,2,8.56,2,8.71,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalB",1,120,"COURNOYER Charle","CAN",3,2,42.025,"",3,7.18,3,9.06,3,8.45,3,8.55,3,8.79,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalB",1,196,"Niels KERSTHOLT","NED",4,4,42.214,"",4,7.32,4,9.03,4,8.41,4,8.57,4,8.89,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalA",1,122,"HAMELIN Charles","CAN",1,1,40.91,"",1,6.74,1,8.87,1,8.32,1,8.4,1,8.58,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalA",1,208,"AN Victor","RUS",2,2,40.935,"",2,6.85,2,8.84,2,8.24,2,8.46,2,8.55,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalA",1,124,"Olivier JEAN","CAN",3,4,41.109,"",4,7.08,4,8.82,4,8.36,3,8.29,3,8.56,2013.8497716895
"2013/2014","World Cup","Torino","ITA",2013,11,7,"500m","FinalA",1,210,"Vladimir GRIGOREV","RUS",4,3,41.261,"",3,6.96,3,8.88,3,8.23,4,8.49,4,8.71,2013.8497716895
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",1,169,"LIU Shaolin Sandor","HUN",1,4,44.915,"Q",2,7.39,2,9.74,2,9.16,1,9.23,1,9.4,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",1,180,"Satoshi SAKASHITA","JPN",2,3,45.706,"Q",1,7.32,1,9.66,1,9.24,2,9.58,2,9.91,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",1,220,"Teerit VONGKOVIT","THA",3,1,46.158,"",3,7.43,3,9.74,3,9.5,3,9.61,3,9.88,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",1,231,"Valentyn DANILOVSKYI","UKR",,2,,"DNF",,,,,,,,,,,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",2,132,"COURNOYER Charle","CAN",1,1,41.736,"Q",1,6.83,1,8.93,1,8.54,1,8.64,1,8.8,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",2,150,"Jeremy MASSON","FRA",2,3,42.347,"Q",2,6.95,2,9.01,2,8.61,2,8.84,2,8.94,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",2,209,"Dawid RZEMIENIECKI","POL",3,4,43.964,"q",4,7.18,3,9.36,3,9.05,3,9.1,3,9.28,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",2,193,"LEE Han-Bin","KOR",4,2,80.688,"",3,7.17,4,23.07,4,22.65,4,14.11,4,13.69,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",3,127,"HAMELIN Charles","CAN",1,2,41.129,"Q",2,6.91,1,8.74,1,8.29,1,8.53,1,8.66,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",3,204,"Blake SKJELLERUP","NZL",2,3,42.748,"Q",3,7.12,3,9.05,3,8.56,2,8.8,2,9.22,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",3,116,"Mathias VOSTE","BEL",3,1,76.599,"",1,6.87,2,9.18,2,8.57,3,9.05,3,42.93,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",4,234,"Eduardo ALVAREZ","USA",1,2,43.027,"Q",2,7.23,2,9.33,2,8.81,1,8.67,1,8.99,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",4,174,"Anthony LOBELLO","ITA",2,1,43.194,"Q",1,7.14,1,9.34,1,8.8,2,8.85,2,9.07,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",4,125,"Kiril PANDOV","BUL",3,4,43.888,"q",3,7.33,3,9.43,3,8.84,3,9.02,3,9.27,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",4,120,"Aliaksandr ANTANENKA","BLR",4,3,44.443,"",4,7.42,4,9.63,4,9.01,4,9.11,4,9.28,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",5,237,"J R CELSKI","USA",1,1,41.688,"Q",1,6.85,1,8.87,1,8.5,1,8.67,1,8.8,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",5,185,"ZHUMAGAZIYEV Nurbergen","KAZ",2,3,42.728,"Q",2,6.98,2,8.97,2,8.65,2,8.87,2,9.26,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",5,157,"SCHUBERT Christoph","GER",3,2,44.086,"q",3,7.32,3,9.3,3,8.97,3,9.1,3,9.4,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",5,143,"Jonathan LOPEZ","ESP",4,4,46.096,"",4,7.65,4,9.68,4,9.35,4,9.46,4,9.96,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",6,138,"WU Dajing","CHN",1,3,41.663,"Q",1,6.9,1,8.89,1,8.5,1,8.62,1,8.76,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",6,171,"BYKANOV Vladislav","ISR",2,1,42.626,"Q",2,7.07,2,9,2,8.56,2,8.83,2,9.17,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",6,205,"Adam FILIPOWICZ","POL",3,4,43.102,"q",3,7.23,3,9.08,3,8.67,3,8.92,3,9.21,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",6,170,"Lavesh Karamchand VAIDYA","IND",4,2,60.506,"",4,8.87,4,12.43,4,13.28,4,12.83,4,13.1,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",7,192,"PARK Se Yeong","KOR",1,1,42.453,"Q",2,6.94,1,9.02,1,8.74,1,8.81,1,8.95,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",7,196,"Jekabs SAULITIS","LAT",2,2,43.322,"Q",1,6.78,2,9.23,2,9.07,2,9.15,2,9.1,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",7,177,"VISCARDI Davide","ITA",3,4,43.499,"q",3,7.29,3,9.28,3,8.94,3,8.94,3,9.05,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",7,117,"Nihad BASIC","BIH",4,3,46.505,"",4,7.72,4,10.13,4,9.26,4,9.51,4,9.89,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",8,136,"YU Jiyang","CHN",1,1,41.857,"Q",1,6.77,1,8.94,1,8.58,1,8.71,1,8.86,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",8,155,"SHOEBRIDGE Richard","GBR",2,4,42.119,"Q",2,7.21,2,8.9,2,8.56,2,8.64,2,8.81,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",8,121,"Maksim SIARHEYU","BLR",3,2,43.259,"q",3,7.32,3,9.38,3,8.81,3,8.8,3,8.95,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",8,219,"Jose CAVALLI","SUI",4,3,43.873,"",4,7.35,4,9.54,4,8.87,4,8.94,4,9.18,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",9,162,"Robert SEIFERT","GER",1,1,42.295,"Q",1,6.85,1,9.1,1,8.64,1,8.72,1,8.99,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",9,165,"Bence BERES","HUN",2,3,42.379,"Q",2,7.12,2,9.03,2,8.59,2,8.67,2,8.97,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",9,114,"Armstrong LAZENBY","AUS",3,4,43.589,"q",3,7.21,3,9.11,3,8.86,3,9.05,3,9.36,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",9,172,"Yonaton Spencer SUBIN","ISR",4,2,48.778,"",4,7.97,4,10.21,4,9.98,4,10.14,4,10.48,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",10,202,"Niels KERSTHOLT","NED",1,4,42.962,"Q",4,7.39,3,9.38,2,8.66,2,8.74,1,8.8,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",10,221,"BLACKBURN Mackenzie","TPE",2,2,43.002,"Q",1,7.11,1,9.17,1,8.74,1,8.91,2,9.08,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",10,163,"LUI Pan To Barton","HKG",3,1,53.257,"ADV",2,7.28,4,9.72,4,8.68,3,15.21,3,12.37,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",10,111,"JUNG Hyun Woo (Andy)","AUS",,3,,"PEN",3,7.3,2,9.37,3,8.94,4,16.49,,,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",11,215,"Vladimir GRIGOREV","RUS",1,2,41.714,"Q",2,6.94,1,8.88,1,8.52,1,8.58,1,8.8,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",11,149,"FAUCONNET Thibaut","FRA",2,1,42.518,"Q",1,6.84,2,9.07,2,8.53,2,8.74,2,9.34,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",11,197,"Roberto PUKITIS","LAT",3,3,42.885,"q",3,7.24,3,9.21,3,8.57,3,8.76,3,9.11,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",11,159,"Paul HERRMANN","GER",4,4,62.399,"",4,7.46,4,9.1,4,9.42,4,13.48,4,22.94,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",12,137,"LIANG Wenhao","CHN",1,2,42.234,"Q",2,6.96,2,9.03,2,8.68,1,8.77,1,8.8,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",12,112,"BODA Pierre","AUS",2,1,42.494,"Q",1,6.8,1,9.1,1,8.76,2,8.91,2,8.93,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",12,119,"Yauheni RYZHOU","BLR",3,3,45.037,"q",3,7.11,3,9.33,3,9.42,3,9.56,3,9.62,2013.86894977169
"2013/2014","World Cup","Kolomna","RUS",2013,11,14,"500m","PrePreliminaries",12,126,"NASRI Klaudio","BUL",4,4,47.267,"",4,7.69,4,9.96,4,9.85,4,9.81,4,9.96,2013.86894977169
