game_id,stint_id,home_lineup,away_lineup,n_pos,home_points,away_points,minutes,margin
0022200004,23,204456_1629052_1630174_1630543_1631097,203078_203115_1626153_1629060_1629655,7,3,4,1.1799999999999997,-14.285714285714286
0022200004,24,204456_1627741_1629052_1630537_1630543,203115_1626153_1629060_1629655_1630264,1,1,0,0.14999999999999858,100
0022200004,25,204456_1627741_1630169_1630537_1630543,203115_1626153_1629060_1629655_1630264,3,0,4,0.6099999999999994,-133.33333333333334
0022200004,26,1627741_1630169_1630188_1630537_1631097,203115_1626153_1629060_1629655_1630264,8,8,2,1.8900000000000006,75
0022200004,27,1627741_1630169_1630174_1630188_1631097,203078_203115_204001_1626153_1628398,28,18,11,6.550000000000004,25
0022200004,28,1627741_1630169_1630174_1630188_1631097,203078_203115_1626153_1628398_1630264,4,0,2,0.1700000000000017,-50
0022200003,1,202711_1630180_1630191_1630595_1631093,203082_1628976_1630532_1630591_1631094,20,6,18,5.22,-60
0022200003,2,202711_1630180_1630191_1630595_1631093,203082_1628976_1630591_1631094_1631216,4,0,3,0.5499999999999998,-75
0022200003,4,202711_1630165_1630180_1630595_1631105,1628976_1629626_1630591_1631094_1631216,2,2,0,0.6000000000000005,100
0022200003,5,1628995_1630165_1630180_1630595_1631105,1628976_1629626_1630591_1631094_1631216,2,0,1,0.6600000000000001,-50
0022200003,6,202709_1628995_1630165_1630180_1631105,1628976_1629626_1630591_1631094_1631216,4,2,2,0.9500000000000002,0
0022200003,7,202709_1628995_1630165_1630180_1631105,1628964_1628976_1629626_1630532_1631216,7,4,2,1.3000000000000007,28.571428571428573
0022200003,8,202709_1628977_1628995_1630165_1631105,1628964_1629626_1629643_1630532_1631216,16,5,4,3.1499999999999986,6.25
