X,Date,Time,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
3378,6/22/2022,7:30:00,Baday M.,Fedoryshyn I.,0,3,7,11,6,11,10,12,NA,NA,NA,NA,0
3379,6/22/2022,7:50:00,Mykytuk D.,Tebenko Y.,0,3,9,11,5,11,6,11,NA,NA,NA,NA,0
3380,6/22/2022,7:55:00,Nazar B.,Hovorunets S.,3,2,10,12,3,11,11,9,18,16,11,2,1
3381,6/22/2022,8:00:00,Efimenko I.,Valenda D.,2,3,8,11,11,6,8,11,11,6,14,16,0
3382,6/22/2022,8:00:00,Sedin V.,Tveritinov R.,3,1,11,5,8,11,11,2,11,8,NA,NA,1
3383,6/22/2022,8:20:00,Dulich A.,Fedyna R.,3,0,11,9,11,3,11,7,NA,NA,NA,NA,1
3384,6/22/2022,8:25:00,Nikolenko A.,Melnik O.,3,1,11,7,10,12,11,9,11,7,NA,NA,1
3385,6/22/2022,8:30:00,Melnic F.,Epureanu I.,3,1,11,1,11,9,9,11,11,3,NA,NA,1
3386,6/22/2022,8:30:00,Yurkov A.,Zhyrnov O.,1,3,9,11,11,7,7,11,5,11,NA,NA,0
3387,6/22/2022,8:30:00,Zaitsev O.,Baday M.,0,3,9,11,8,11,13,15,NA,NA,NA,NA,0
3388,6/22/2022,8:50:00,Gogora M.,Martinka S.,0,3,7,11,7,11,7,11,NA,NA,NA,NA,0
3389,6/22/2022,8:50:00,Sheremeta V.,Tebenko Y.,1,3,11,8,7,11,8,11,6,11,NA,NA,0
3390,6/22/2022,8:55:00,Hlaholev M.,Hovorunets S.,3,0,11,6,11,6,11,5,NA,NA,NA,NA,1
3391,6/22/2022,8:55:00,Khurtak E.,Bohach S.,0,3,4,11,8,11,11,13,NA,NA,NA,NA,0
3392,6/22/2022,9:00:00,Gudimenko E.,Mishchenko V.,3,0,11,7,11,7,11,9,NA,NA,NA,NA,1
3393,6/22/2022,9:00:00,Sedin V.,Fedoryshyn I.,3,2,12,10,10,12,9,11,11,4,11,4,1
3394,6/22/2022,9:05:00,Oanza M.,Pleskach V.,3,0,11,7,11,6,12,10,NA,NA,NA,NA,1
3395,6/22/2022,9:15:00,Abraham P.,Brozek M.,0,3,10,12,9,11,9,11,NA,NA,NA,NA,0
3396,6/22/2022,9:20:00,Fedyna R.,Prus S.,3,1,11,3,11,8,6,11,13,11,NA,NA,1
3397,6/22/2022,9:20:00,Remen M.,Ivanco F.,1,3,2,11,9,11,11,9,9,11,NA,NA,0
3398,6/22/2022,9:25:00,Buianover H.,Butko V.,2,3,11,8,9,11,11,7,5,11,9,11,0
3399,6/22/2022,9:25:00,Melnik O.,Maslovskyi A.,1,3,6,11,11,6,9,11,4,11,NA,NA,0
3400,6/22/2022,9:25:00,Mutu V.,Kalev L.,2,3,8,11,11,9,10,12,12,10,6,11,0
3401,6/22/2022,9:30:00,Baday M.,Tveritinov R.,3,0,11,9,12,10,14,12,NA,NA,NA,NA,1
3402,6/22/2022,9:30:00,Efimenko I.,Zhyrnov O.,3,0,11,4,11,7,12,10,NA,NA,NA,NA,1
3403,6/22/2022,9:45:00,Barsa T.,Kubat M.,3,0,11,7,13,11,12,10,NA,NA,NA,NA,1
3404,6/22/2022,9:50:00,Janik A.,Valuch R.,3,0,11,7,11,4,13,11,NA,NA,NA,NA,1
3405,6/22/2022,9:50:00,Melnic F.,Pleskach V.,1,3,8,11,11,7,7,11,6,11,NA,NA,0
3406,6/22/2022,9:50:00,Mykytuk D.,Dulich A.,0,3,8,11,10,12,11,13,NA,NA,NA,NA,0
3407,6/22/2022,9:55:00,Nazar B.,Nikolenko A.,0,3,7,11,10,12,8,11,NA,NA,NA,NA,0
3408,6/22/2022,9:55:00,Sydorenko A.,Lukianevych V.,1,3,6,11,11,8,4,11,4,11,NA,NA,0
3409,6/22/2022,10:00:00,Mishchenko V.,Valenda D.,3,2,10,12,11,3,8,11,14,12,12,10,1
3410,6/22/2022,10:00:00,Zaitsev O.,Fedoryshyn I.,0,3,5,11,13,15,6,11,NA,NA,NA,NA,0
3411,6/22/2022,10:15:00,Abraham P.,Kubat M.,3,1,10,12,11,8,11,5,11,8,NA,NA,1
3412,6/22/2022,10:20:00,Kalev L.,Epureanu I.,3,0,11,7,11,8,12,10,NA,NA,NA,NA,1
3413,6/22/2022,10:20:00,Sheremeta V.,Fedyna R.,3,0,11,7,11,3,11,6,NA,NA,NA,NA,1
3414,6/22/2022,10:25:00,Hlaholev M.,Melnik O.,3,0,11,3,11,7,11,4,NA,NA,NA,NA,1
3415,6/22/2022,10:25:00,Khurtak E.,Butko V.,0,3,10,12,12,14,11,13,NA,NA,NA,NA,0
3416,6/22/2022,10:30:00,Sedin V.,Baday M.,0,3,7,11,2,11,5,11,NA,NA,NA,NA,0
3417,6/22/2022,10:30:00,Yurkov A.,Gudimenko E.,2,3,11,5,8,11,9,11,13,11,8,11,0
3418,6/22/2022,10:45:00,Barsa T.,Brozek M.,3,0,11,9,11,5,12,10,NA,NA,NA,NA,1
3419,6/22/2022,10:50:00,Dulich A.,Tebenko Y.,3,2,5,11,11,6,9,11,11,6,11,9,1
3420,6/22/2022,10:50:00,Oanza M.,Mutu V.,2,3,8,11,11,7,11,7,10,12,6,11,0
3421,6/22/2022,10:50:00,Valuch R.,Martinka S.,2,3,8,11,12,10,11,1,7,11,6,11,0
3422,6/22/2022,10:55:00,Lukianevych V.,Bohach S.,3,1,9,11,11,9,11,9,11,9,NA,NA,1
3423,6/22/2022,10:55:00,Nikolenko A.,Hovorunets S.,0,3,7,11,10,12,7,11,NA,NA,NA,NA,0
3424,6/22/2022,11:00:00,Efimenko I.,Mishchenko V.,1,3,7,11,11,9,9,11,5,11,NA,NA,0
3425,6/22/2022,11:00:00,Fedoryshyn I.,Tveritinov R.,0,3,2,11,8,11,9,11,NA,NA,NA,NA,0
3426,6/22/2022,11:15:00,Abraham P.,Barsa T.,0,3,6,11,2,11,4,11,NA,NA,NA,NA,0
3427,6/22/2022,11:20:00,Melnic F.,Kalev L.,3,2,13,11,6,11,11,4,6,11,11,7,1
3428,6/22/2022,11:20:00,Mykytuk D.,Prus S.,1,3,7,11,11,3,5,11,5,11,NA,NA,0
3429,6/22/2022,11:20:00,Remen M.,Janik A.,3,2,7,11,9,11,11,4,12,10,11,5,1
3430,6/22/2022,11:25:00,Buianover H.,Sydorenko A.,3,2,9,11,5,11,11,9,11,9,11,8,1
3431,6/22/2022,11:25:00,Nazar B.,Maslovskyi A.,2,3,3,11,9,11,11,6,11,8,10,12,0
3432,6/22/2022,11:30:00,Gudimenko E.,Zhyrnov O.,3,1,14,16,11,6,11,7,11,5,NA,NA,1
3433,6/22/2022,11:30:00,Sedin V.,Zaitsev O.,3,0,11,6,11,8,11,6,NA,NA,NA,NA,1
3434,6/22/2022,11:45:00,Kubat M.,Brozek M.,3,2,5,11,9,11,11,3,11,7,11,6,1
3435,6/22/2022,11:50:00,Mutu V.,Pleskach V.,1,3,10,12,8,11,11,9,4,11,NA,NA,0
3436,6/22/2022,11:50:00,Sheremeta V.,Dulich A.,3,2,7,11,8,11,12,10,11,4,11,5,1
3437,6/22/2022,11:55:00,Hlaholev M.,Nikolenko A.,2,3,15,13,4,11,6,11,11,8,7,11,0
3438,6/22/2022,11:55:00,Khurtak E.,Lukianevych V.,3,1,7,11,11,7,11,4,11,8,NA,NA,1
3439,6/22/2022,12:00:00,Fedoryshyn I.,Zaitsev O.,3,0,11,9,12,10,11,4,NA,NA,NA,NA,1
3440,6/22/2022,12:00:00,Yurkov A.,Valenda D.,3,1,12,14,11,3,11,6,11,9,NA,NA,1
3441,6/22/2022,12:20:00,Janik A.,Ivanco F.,3,1,11,8,11,7,3,11,11,9,NA,NA,1
3442,6/22/2022,12:20:00,Kubat M.,Abraham P.,2,3,12,14,11,7,6,11,11,9,5,11,0
3443,6/22/2022,12:20:00,Mykytuk D.,Fedyna R.,0,3,7,11,13,15,2,11,NA,NA,NA,NA,0
3444,6/22/2022,12:20:00,Oanza M.,Epureanu I.,3,1,11,6,11,2,6,11,11,9,NA,NA,1
3445,6/22/2022,12:25:00,Sydorenko A.,Butko V.,2,3,5,11,11,9,11,6,4,11,9,11,0
3446,6/22/2022,12:30:00,Baday M.,Sedin V.,3,1,11,8,5,11,11,8,11,8,NA,NA,1
3447,6/22/2022,12:30:00,Efimenko I.,Gudimenko E.,1,3,11,9,11,13,8,11,1,11,NA,NA,0
3448,6/22/2022,12:30:00,Nazar B.,Melnik O.,1,3,13,11,11,13,8,11,8,11,NA,NA,0
3449,6/22/2022,12:50:00,Brozek M.,Barsa T.,3,1,6,11,11,1,11,6,11,5,NA,NA,1
3450,6/22/2022,12:50:00,Melnic F.,Mutu V.,3,1,11,5,11,9,7,11,11,7,NA,NA,1
3451,6/22/2022,12:50:00,Remen M.,Martinka S.,3,2,9,11,4,11,11,8,11,4,16,14,1
3452,6/22/2022,12:50:00,Tebenko Y.,Prus S.,3,1,11,7,9,11,11,6,11,9,NA,NA,1
3453,6/22/2022,13:00:00,Miroshnychenko S.,Panchenko B.,3,1,9,11,12,10,11,6,11,5,NA,NA,1
3454,6/22/2022,13:00:00,Yurkov A.,Mishchenko V.,3,2,13,11,11,9,8,11,8,11,11,5,1
3455,6/22/2022,13:05:00,Buianover H.,Bohach S.,2,3,11,9,5,11,11,8,8,11,7,11,0
3456,6/22/2022,13:05:00,Hovorunets S.,Maslovskyi A.,3,1,10,12,11,2,11,6,11,6,NA,NA,1
3457,6/22/2022,13:05:00,Lavrynenko P.,Nadporozhskyi O.,3,1,11,4,7,11,11,5,11,6,NA,NA,1
3458,6/22/2022,13:15:00,Lukes T.,Stacho L.,3,2,12,10,11,7,10,12,11,13,11,5,1
3459,6/22/2022,13:20:00,Oanza M.,Kalev L.,2,3,8,11,8,11,14,12,11,9,5,11,0
3460,6/22/2022,13:20:00,Sheremeta V.,Mykytuk D.,3,2,11,7,11,6,8,11,13,15,11,4,1
3461,6/22/2022,13:25:00,Hlaholev M.,Nazar B.,3,2,8,11,11,6,6,11,11,2,11,8,1
3462,6/22/2022,13:25:00,Khurtak E.,Sydorenko A.,3,1,6,11,11,6,12,10,11,7,NA,NA,1
3463,6/22/2022,13:30:00,Zaporozhets R.,Tupyk M.,1,3,12,10,7,11,6,11,10,12,NA,NA,0
3464,6/22/2022,13:30:00,Zhyrnov O.,Valenda D.,3,2,11,9,8,11,8,11,11,7,14,12,1
3465,6/22/2022,13:35:00,Kovpak E.,Sachuk S.,3,2,12,10,10,12,6,11,11,6,14,12,1
3466,6/22/2022,13:40:00,Dovzhenko S.,Melnykov V.,1,3,6,11,11,8,8,11,11,13,NA,NA,0
3467,6/22/2022,13:45:00,Luder J.,Stejskal T. Jr.,2,3,11,5,4,11,7,11,11,9,8,11,0
3468,6/22/2022,13:50:00,Dulich A.,Prus S.,3,2,7,11,11,5,11,5,8,11,15,13,1
3469,6/22/2022,13:50:00,Remen M.,Valuch R.,3,1,14,12,11,1,5,11,12,10,NA,NA,1
3470,6/22/2022,13:55:00,Buianover H.,Lukianevych V.,3,0,11,5,11,8,11,5,NA,NA,NA,NA,1
3471,6/22/2022,13:55:00,Nikolenko A.,Maslovskyi A.,3,1,8,11,11,6,11,9,11,9,NA,NA,1
3472,6/22/2022,13:55:00,Pleskach V.,Epureanu I.,3,1,11,9,3,11,12,10,11,4,NA,NA,1
3473,6/22/2022,14:00:00,Arzanov D.,Kurylenko O.,3,0,11,7,11,3,11,4,NA,NA,NA,NA,1
3474,6/22/2022,14:00:00,Efimenko I.,Yurkov A.,1,3,12,10,10,12,3,11,5,11,NA,NA,0
3475,6/22/2022,14:05:00,Strutynskyi O.,Vietrov V.,2,3,11,3,11,8,9,11,11,13,8,11,0
3476,6/22/2022,14:10:00,Kucheryavyi V.,Kovshun Y.,3,2,4,11,7,11,11,9,11,8,11,8,1
3477,6/22/2022,14:15:00,Lukes T.,Stejskal T. Jr.,2,3,6,11,10,12,11,7,11,9,5,11,0
3478,6/22/2022,14:20:00,Ivanco F.,Martinka S.,0,3,10,12,4,11,8,11,NA,NA,NA,NA,0
3479,6/22/2022,14:20:00,Melnic F.,Oanza M.,1,3,6,11,9,11,11,3,7,11,NA,NA,0
3480,6/22/2022,14:25:00,Butko V.,Bohach S.,1,3,9,11,11,9,6,11,8,11,NA,NA,0
3481,6/22/2022,14:25:00,Fedyna R.,Tebenko Y.,0,3,12,14,7,11,7,11,NA,NA,NA,NA,0
3482,6/22/2022,14:30:00,Gudimenko E.,Valenda D.,2,3,5,11,6,11,11,7,11,9,6,11,0
3483,6/22/2022,14:30:00,Miroshnychenko S.,Tupyk M.,0,3,3,11,9,11,10,12,NA,NA,NA,NA,0
3484,6/22/2022,14:35:00,Lavrynenko P.,Sachuk S.,1,3,8,11,11,5,7,11,9,11,NA,NA,0
3485,6/22/2022,14:40:00,Khairov D.,Troian A.,2,3,6,11,10,12,11,5,11,5,5,11,0
3486,6/22/2022,14:40:00,Melnik O.,Hovorunets S.,3,0,11,6,11,7,11,5,NA,NA,NA,NA,1
3487,6/22/2022,14:45:00,Luder J.,Stacho L.,2,3,11,7,8,11,11,8,9,11,7,11,0
3488,6/22/2022,14:50:00,Hovorunets O.,Shypilov A.,3,0,11,9,11,2,11,9,NA,NA,NA,NA,1
3489,6/22/2022,14:50:00,Mutu V.,Epureanu I.,3,0,11,4,11,7,11,4,NA,NA,NA,NA,1
3490,6/22/2022,14:55:00,Khurtak E.,Buianover H.,1,3,6,11,7,11,11,9,3,11,NA,NA,0
3491,6/22/2022,15:00:00,Kurylenko O.,Panchenko B.,1,3,9,11,8,11,11,8,9,11,NA,NA,0
3492,6/22/2022,15:00:00,Mishchenko V.,Zhyrnov O.,3,0,11,3,11,8,11,5,NA,NA,NA,NA,1
3493,6/22/2022,15:00:00,Pesternikov D.,Bindas O.,1,3,13,11,6,11,4,11,6,11,NA,NA,0
3494,6/22/2022,15:05:00,Vietrov V.,Nadporozhskyi O.,1,3,8,11,5,11,12,10,5,11,NA,NA,0
3495,6/22/2022,15:10:00,Dovzhenko S.,Kovshun Y.,0,3,8,11,6,11,8,11,NA,NA,NA,NA,0
3496,6/22/2022,15:15:00,Lukes T.,Luder J.,2,3,12,10,6,11,11,8,8,11,8,11,0
3497,6/22/2022,15:20:00,Janik A.,Martinka S.,3,2,11,7,7,11,8,11,11,7,15,13,1
3498,6/22/2022,15:20:00,Kalev L.,Pleskach V.,3,1,5,11,11,9,11,6,13,11,NA,NA,1
3499,6/22/2022,15:20:00,Sydorak N.,Kasianyk N.,1,3,4,11,11,6,7,11,7,11,NA,NA,0
3500,6/22/2022,15:25:00,Pavlyuk O.,Kistechko M.,2,3,11,8,8,11,11,5,9,11,10,12,0
3501,6/22/2022,15:25:00,Sydorenko A.,Bohach S.,2,3,11,4,9,11,11,7,9,11,7,11,0
3502,6/22/2022,15:30:00,Zaporozhets R.,Arzanov D.,1,3,5,11,11,9,8,11,6,11,NA,NA,0
3503,6/22/2022,15:35:00,Horbanenko O.,Zemiantsev S.,2,3,7,11,11,9,11,7,6,11,9,11,0
3504,6/22/2022,15:35:00,Kovpak E.,Strutynskyi O.,3,2,11,7,7,11,11,8,9,11,11,6,1
3505,6/22/2022,15:40:00,Troian A.,Melnykov V.,2,3,11,9,14,12,6,11,6,11,4,11,0
3506,6/22/2022,15:45:00,Stejskal T. Jr.,Stacho L.,1,3,6,11,8,11,11,8,4,11,NA,NA,0
3507,6/22/2022,15:50:00,Kuzmych V.,Chaikovskyi B.,3,1,11,9,11,8,4,11,16,14,NA,NA,1
3508,6/22/2022,15:50:00,Pashkevich R.,Uzun N.,2,3,11,8,4,11,11,3,4,11,15,17,0
3509,6/22/2022,15:55:00,Danyliuk N.,Lyevshyn V.,3,1,6,11,11,5,11,8,11,6,NA,NA,1
3510,6/22/2022,15:55:00,Lukianevych V.,Butko V.,3,0,11,8,11,7,12,10,NA,NA,NA,NA,1
3511,6/22/2022,15:55:00,Valuch R.,Ivanco F.,1,3,11,2,8,11,8,11,6,11,NA,NA,0
3512,6/22/2022,16:00:00,Miroshnychenko S.,Kurylenko O.,1,3,6,11,11,9,6,11,5,11,NA,NA,0
3513,6/22/2022,16:05:00,Lavrynenko P.,Vietrov V.,3,0,11,7,11,9,11,8,NA,NA,NA,NA,1
3514,6/22/2022,16:05:00,Melnik V.,Masko Y.,3,2,6,11,7,11,12,10,13,11,12,10,1
3515,6/22/2022,16:10:00,Kucheryavyi V.,Khairov D.,3,2,6,11,11,5,7,11,11,5,14,12,1
3516,6/22/2022,16:15:00,Luder J.,Lukes T.,3,0,11,8,11,5,12,10,NA,NA,NA,NA,1
3517,6/22/2022,16:20:00,Burenok D.,Mischenko S.,3,2,6,11,11,7,12,10,10,12,13,11,1
3518,6/22/2022,16:20:00,Hovorunets O.,Kasianyk N.,3,1,11,8,11,7,9,11,11,7,NA,NA,1
3519,6/22/2022,16:25:00,Khorolskyi V.,Pereyaslavsky D.,3,0,11,3,11,7,11,8,NA,NA,NA,NA,1
3520,6/22/2022,16:25:00,Pesternikov D.,Kistechko M.,3,0,11,6,11,4,13,11,NA,NA,NA,NA,1
3521,6/22/2022,16:30:00,Arzanov D.,Tupyk M.,0,3,7,11,7,11,8,11,NA,NA,NA,NA,0
3522,6/22/2022,16:35:00,Baranovskiy S.,Cherevko R.,2,3,10,12,12,10,11,9,8,11,6,11,0
3523,6/22/2022,16:35:00,Strutynskyi O.,Sachuk S.,2,3,8,11,11,6,11,1,8,11,5,11,0
3524,6/22/2022,16:40:00,Dovzhenko S.,Troian A.,2,3,7,11,11,8,5,11,11,7,4,11,0
3525,6/22/2022,16:45:00,Stacho L.,Stejskal T. Jr.,3,1,11,3,11,9,5,11,11,8,NA,NA,1
3526,6/22/2022,16:50:00,Chaikovskyi B.,Shypilov A.,2,3,11,7,9,11,12,10,10,12,7,11,0
3527,6/22/2022,16:50:00,Pashkevich R.,Mischenko S.,0,3,5,11,8,11,2,11,NA,NA,NA,NA,0
3528,6/22/2022,16:55:00,Lyevshyn V.,Bindas O.,2,3,12,10,8,11,11,7,5,11,8,11,0
3529,6/22/2022,16:55:00,Peretiatko A.,Homylko A.,1,3,3,11,11,5,7,11,4,11,NA,NA,0
3530,6/22/2022,17:00:00,Zaporozhets R.,Panchenko B.,3,2,8,11,4,11,12,10,11,7,11,8,1
3531,6/22/2022,17:05:00,Horbanenko O.,Masko Y.,0,3,7,11,8,11,6,11,NA,NA,NA,NA,0
3532,6/22/2022,17:05:00,Kovpak E.,Nadporozhskyi O.,1,3,4,11,11,9,7,11,12,14,NA,NA,0
3533,6/22/2022,17:10:00,Khairov D.,Kovshun Y.,0,3,3,11,8,11,7,11,NA,NA,NA,NA,0
3534,6/22/2022,17:15:00,Krames J.,Stepanek P.,3,0,12,10,11,6,11,2,NA,NA,NA,NA,1
3535,6/22/2022,17:20:00,Burenok D.,Uzun N.,1,3,11,4,7,11,9,11,5,11,NA,NA,0
3536,6/22/2022,17:20:00,Sydorak N.,Kuzmych V.,2,3,1,11,11,6,9,11,11,9,11,13,0
3537,6/22/2022,17:25:00,Pavlyuk O.,Danyliuk N.,0,3,10,12,5,11,4,11,NA,NA,NA,NA,0
3538,6/22/2022,17:25:00,Sokoltsov Y.,Kostiuk B.,3,1,11,4,9,11,11,9,13,11,NA,NA,1
3539,6/22/2022,17:30:00,Miroshnychenko S.,Arzanov D.,0,3,7,11,3,11,6,11,NA,NA,NA,NA,0
3540,6/22/2022,17:35:00,Cherevko R.,Zemiantsev S.,0,3,7,11,8,11,5,11,NA,NA,NA,NA,0
3541,6/22/2022,17:35:00,Lavrynenko P.,Strutynskyi O.,0,3,7,11,8,11,9,11,NA,NA,NA,NA,0
3542,6/22/2022,17:40:00,Kucheryavyi V.,Melnykov V.,0,3,9,11,7,11,7,11,NA,NA,NA,NA,0
3543,6/22/2022,17:45:00,Chalupa J.,Kocvara M.,1,3,7,11,11,8,10,12,3,11,NA,NA,0
3544,6/22/2022,17:50:00,Hovorunets O.,Chaikovskyi B.,3,0,14,12,12,10,12,10,NA,NA,NA,NA,1
3545,6/22/2022,17:50:00,Pashkevich R.,Burenok D.,3,1,11,9,11,8,7,11,11,9,NA,NA,1
3546,6/22/2022,17:55:00,Khorolskyi V.,Homylko A.,3,1,11,8,11,9,7,11,11,8,NA,NA,1
3547,6/22/2022,17:55:00,Pesternikov D.,Lyevshyn V.,2,3,8,11,9,11,11,7,11,9,7,11,0
3548,6/22/2022,18:00:00,Zaporozhets R.,Kurylenko O.,0,3,7,11,7,11,8,11,NA,NA,NA,NA,0
3549,6/22/2022,18:05:00,Kovpak E.,Vietrov V.,3,2,11,9,13,11,9,11,5,11,11,8,1
3550,6/22/2022,18:05:00,Melnik V.,Baranovskiy S.,0,3,9,11,8,11,7,11,NA,NA,NA,NA,0
3551,6/22/2022,18:10:00,Dovzhenko S.,Khairov D.,3,2,10,12,4,11,11,4,11,6,11,4,1
3552,6/22/2022,18:15:00,Krames J.,Kocvara M.,3,1,13,11,8,11,11,7,16,14,NA,NA,1
3553,6/22/2022,18:20:00,Kuzmych V.,Kasianyk N.,3,0,11,7,11,5,11,9,NA,NA,NA,NA,1
3554,6/22/2022,18:20:00,Mischenko S.,Uzun N.,3,1,11,9,8,11,14,12,11,8,NA,NA,1
3555,6/22/2022,18:25:00,Danyliuk N.,Kistechko M.,3,1,18,16,11,9,5,11,11,4,NA,NA,1
3556,6/22/2022,18:25:00,Kostiuk B.,Pereyaslavsky D.,2,3,9,11,4,11,11,5,11,4,13,15,0
3557,6/22/2022,18:30:00,Tupyk M.,Panchenko B.,3,1,11,5,7,11,11,7,11,5,NA,NA,1
3558,6/22/2022,18:35:00,Horbanenko O.,Cherevko R.,3,0,11,8,11,9,11,8,NA,NA,NA,NA,1
3559,6/22/2022,18:35:00,Sachuk S.,Nadporozhskyi O.,2,3,11,9,6,11,11,6,9,11,12,14,0
3560,6/22/2022,18:40:00,Kucheryavyi V.,Troian A.,1,3,13,11,5,11,9,11,7,11,NA,NA,0
3561,6/22/2022,18:45:00,Chalupa J.,Stepanek P.,3,0,11,6,11,5,11,7,NA,NA,NA,NA,1
3562,6/22/2022,18:50:00,Sydorak N.,Shypilov A.,0,3,11,13,10,12,6,11,NA,NA,NA,NA,0
3563,6/22/2022,18:55:00,Burenok D.,Pashkevich R.,2,3,8,11,12,10,10,12,11,7,11,13,0
3564,6/22/2022,18:55:00,Pavlyuk O.,Bindas O.,2,3,5,11,11,6,6,11,11,1,10,12,0
3565,6/22/2022,18:55:00,Peretiatko A.,Sokoltsov Y.,2,3,10,12,5,11,11,5,11,8,10,12,0
3566,6/22/2022,19:00:00,Miroshnychenko S.,Zaporozhets R.,3,2,16,14,9,11,9,11,11,8,11,5,1
3567,6/22/2022,19:05:00,Baranovskiy S.,Masko Y.,2,3,10,12,11,3,6,11,11,8,10,12,0
3568,6/22/2022,19:05:00,Lavrynenko P.,Kovpak E.,3,1,11,13,11,9,11,5,11,7,NA,NA,1
3569,6/22/2022,19:10:00,Kovshun Y.,Melnykov V.,3,0,11,6,11,9,11,5,NA,NA,NA,NA,1
3570,6/22/2022,19:15:00,Krames J.,Chalupa J.,3,0,11,6,11,7,11,8,NA,NA,NA,NA,1
3571,6/22/2022,19:20:00,Hovorunets O.,Kuzmych V.,0,3,5,11,3,11,5,11,NA,NA,NA,NA,0
3572,6/22/2022,19:25:00,Khorolskyi V.,Kostiuk B.,0,3,9,11,6,11,7,11,NA,NA,NA,NA,0
3573,6/22/2022,19:25:00,Pesternikov D.,Danyliuk N.,0,3,9,11,7,11,11,13,NA,NA,NA,NA,0
3574,6/22/2022,19:25:00,Uzun N.,Mischenko S.,3,2,11,5,8,11,11,5,7,11,11,8,1
3575,6/22/2022,19:30:00,Arzanov D.,Panchenko B.,3,0,11,8,11,7,21,19,NA,NA,NA,NA,1
3576,6/22/2022,19:35:00,Melnik V.,Zemiantsev S.,1,3,5,11,4,11,11,9,10,12,NA,NA,0
3577,6/22/2022,19:35:00,Strutynskyi O.,Nadporozhskyi O.,3,1,7,11,11,8,12,10,11,6,NA,NA,1
3578,6/22/2022,19:40:00,Dovzhenko S.,Kucheryavyi V.,3,2,9,11,11,9,10,12,11,8,11,9,1
3579,6/22/2022,19:45:00,Kocvara M.,Stepanek P.,2,3,8,11,6,11,12,10,11,9,11,13,0
3580,6/22/2022,19:50:00,Sydorak N.,Chaikovskyi B.,3,0,11,6,11,4,11,5,NA,NA,NA,NA,1
3581,6/22/2022,19:55:00,Pavlyuk O.,Lyevshyn V.,2,3,8,11,11,7,7,11,11,7,10,12,0
3582,6/22/2022,19:55:00,Sokoltsov Y.,Homylko A.,0,3,7,11,8,11,8,11,NA,NA,NA,NA,0
3583,6/22/2022,20:00:00,Kurylenko O.,Tupyk M.,1,3,11,9,6,11,9,11,8,11,NA,NA,0
3584,6/22/2022,20:00:00,Nizioc I.,Panteleev S.,0,3,4,11,9,11,9,11,NA,NA,NA,NA,0
3585,6/22/2022,20:05:00,Horbanenko O.,Baranovskiy S.,3,0,11,0,11,9,11,5,NA,NA,NA,NA,1
3586,6/22/2022,20:05:00,Vietrov V.,Sachuk S.,2,3,9,11,11,9,16,14,5,11,11,13,0
3587,6/22/2022,20:10:00,Khairov D.,Melnykov V.,0,3,10,12,8,11,6,11,NA,NA,NA,NA,0
3588,6/22/2022,20:20:00,Kasianyk N.,Shypilov A.,0,3,8,11,8,11,4,11,NA,NA,NA,NA,0
3589,6/22/2022,20:25:00,Kistechko M.,Bindas O.,1,3,11,4,4,11,5,11,5,11,NA,NA,0
3590,6/22/2022,20:25:00,Peretiatko A.,Pereyaslavsky D.,3,0,11,6,11,7,11,3,NA,NA,NA,NA,1
3591,6/22/2022,20:30:00,Chalupa J.,Krames J.,3,1,9,11,11,6,11,8,12,10,NA,NA,1
3592,6/22/2022,20:30:00,Paniivan H.,Dyrl V.,2,3,4,11,9,11,11,7,12,10,10,12,0
3593,6/22/2022,20:35:00,Melnik V.,Cherevko R.,3,1,11,5,11,7,8,11,13,11,NA,NA,1
3594,6/22/2022,20:40:00,Troian A.,Kovshun Y.,2,3,7,11,5,11,11,7,11,7,6,11,0
3595,6/22/2022,20:50:00,Hovorunets O.,Sydorak N.,0,3,9,11,8,11,9,11,NA,NA,NA,NA,0
3596,6/22/2022,20:55:00,Khorolskyi V.,Sokoltsov Y.,3,1,7,11,11,4,11,7,11,9,NA,NA,1
3597,6/22/2022,20:55:00,Pesternikov D.,Pavlyuk O.,1,3,11,13,11,5,8,11,7,11,NA,NA,0
3598,6/22/2022,21:00:00,Nizioc I.,Dyrl V.,1,3,11,6,6,11,9,11,13,15,NA,NA,0
3599,6/22/2022,21:00:00,Stepanek P.,Kocvara M.,3,0,11,4,13,11,11,4,NA,NA,NA,NA,1
3600,6/22/2022,21:05:00,Masko Y.,Zemiantsev S.,1,3,7,11,11,8,8,11,5,11,NA,NA,0
3601,6/22/2022,21:20:00,Kuzmych V.,Shypilov A.,3,2,6,11,11,9,4,11,11,5,11,6,1
3602,6/22/2022,21:25:00,Danyliuk N.,Bindas O.,1,3,6,11,11,8,5,11,9,11,NA,NA,0
3603,6/22/2022,21:25:00,Hondlik J.,Bruk M.,3,1,11,8,11,5,8,11,11,5,NA,NA,1
3604,6/22/2022,21:25:00,Peretiatko A.,Kostiuk B.,3,2,9,11,11,7,6,11,11,9,11,4,1
3605,6/22/2022,21:30:00,Paniivan H.,Panteleev S.,3,2,11,5,12,14,8,11,11,9,11,9,1
3606,6/22/2022,21:35:00,Horbanenko O.,Melnik V.,3,1,11,9,11,5,6,11,11,9,NA,NA,1
