X,Date,Time,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
234,6/10/2022,19:25:00,Tebenko Y.,Okopnyi V.,3,2,11,8,6,11,11,9,7,11,11,9,1
235,6/10/2022,19:35:00,Drobov D.,Yurchenko K.,1,3,11,9,7,11,9,11,7,11,NA,NA,0
236,6/10/2022,19:35:00,Melisek M.,Novak R.,2,3,11,13,11,7,11,7,8,11,7,11,0
237,6/10/2022,19:35:00,Volkov P.,Peretiatko A.,1,3,7,11,8,11,12,10,6,11,NA,NA,0
238,6/10/2022,19:45:00,Fafek J.,Rulc L.,3,0,11,7,11,9,11,2,NA,NA,NA,NA,1
239,6/10/2022,19:50:00,Crainiucov G.,Kovik I.,2,3,10,12,11,6,12,14,11,8,9,11,0
240,6/10/2022,19:55:00,Huchok A.,Budnikov A.,2,3,10,12,5,11,11,9,12,10,8,11,0
241,6/10/2022,19:55:00,Sachuk S.,Diachenko M.,3,1,11,8,4,11,11,5,11,9,NA,NA,1
242,6/10/2022,20:00:00,Miroshnychenko S.,Maliuk S.,3,0,11,3,11,6,13,11,NA,NA,NA,NA,1
243,6/10/2022,20:05:00,Samofal Y.,Khorolskyi V.,3,2,9,11,11,8,11,9,11,13,11,5,1
244,6/10/2022,20:05:00,Vilenchyts N.,Honchar Y.,3,1,7,11,12,10,11,8,11,5,NA,NA,1
245,6/10/2022,20:10:00,Novak R.,Svoboda V.,2,3,11,9,3,11,8,11,11,8,7,11,0
246,6/10/2022,20:15:00,Pfleger M.,Brichacek D.,3,0,13,11,11,9,11,7,NA,NA,NA,NA,1
247,6/10/2022,20:20:00,Pashkevich R.,Mischenko S.,3,1,11,3,7,11,11,9,11,8,NA,NA,1
248,6/10/2022,20:25:00,Kolos Y.,Korobko V.,0,3,13,15,9,11,4,11,NA,NA,NA,NA,0
249,6/10/2022,20:25:00,Kyilo V.,Chernyshov D.,3,0,11,8,11,9,11,8,NA,NA,NA,NA,1
250,6/10/2022,20:35:00,Volkov P.,Pereyaslavsky D.,1,3,11,4,9,11,7,11,9,11,NA,NA,0
251,6/10/2022,20:40:00,Melisek M.,Cuba M.,2,3,11,7,5,11,11,9,4,11,7,11,0
252,6/10/2022,20:45:00,Rulc L.,Fafek J.,1,3,11,5,9,11,6,11,2,11,NA,NA,0
253,6/10/2022,20:50:00,Crainiucov G.,Dobrzhinsky O.,2,3,5,11,12,10,11,6,9,11,5,11,0
254,6/10/2022,20:55:00,Marchuk M.,Sachuk S.,2,3,9,11,7,11,11,9,11,7,8,11,0
255,6/10/2022,20:55:00,Tebenko Y.,Huchok A.,2,3,11,9,11,4,11,13,5,11,8,11,0
256,6/10/2022,21:05:00,Sokoltsov Y.,Peretiatko A.,3,0,11,5,11,5,11,5,NA,NA,NA,NA,1
257,6/10/2022,21:10:00,Polak K.,Provaznik L.,1,3,11,9,3,11,7,11,7,11,NA,NA,0
258,6/10/2022,21:15:00,Rejent S.,Chalupa J.,3,1,11,6,11,8,9,11,11,5,NA,NA,1
259,6/10/2022,21:20:00,Uzun N.,Kovik I.,3,0,11,9,11,4,12,10,NA,NA,NA,NA,1
260,6/10/2022,21:25:00,Kyilo V.,Hryshchenko O.,3,0,11,9,11,5,11,5,NA,NA,NA,NA,1
261,6/10/2022,21:25:00,Okopnyi V.,Korobko V.,1,3,11,3,7,11,8,11,7,11,NA,NA,0
262,6/10/2022,21:35:00,Samofal Y.,Volkov P.,3,0,11,8,11,4,11,7,NA,NA,NA,NA,1
263,6/10/2022,21:40:00,Sabuka D.,Stehlik M.,1,3,11,5,3,11,7,11,8,11,NA,NA,0
264,6/10/2022,21:45:00,Krames J.,Liska T.,1,3,11,6,8,11,8,11,7,11,NA,NA,0
265,6/10/2022,21:50:00,Pashkevich R.,Crainiucov G.,3,2,11,1,9,11,8,11,11,8,12,10,1
266,6/10/2022,21:55:00,Budnikov A.,Kolos Y.,1,3,5,11,5,11,11,7,10,12,NA,NA,0
267,6/10/2022,21:55:00,Diachenko M.,Chernyshov D.,2,3,11,7,8,11,12,10,9,11,5,11,0
268,6/10/2022,22:05:00,Khorolskyi V.,Peretiatko A.,3,1,11,5,8,11,11,4,11,6,NA,NA,1
269,6/10/2022,22:05:00,Polak K.,Stehlik M.,2,3,7,11,11,7,8,11,11,7,9,11,0
270,6/10/2022,22:15:00,Rejent S.,Liska T.,2,3,11,6,11,6,6,11,2,11,9,11,0
271,6/10/2022,22:20:00,Mischenko S.,Kovik I.,3,1,11,9,8,11,11,7,12,10,NA,NA,1
272,6/10/2022,22:25:00,Marchuk M.,Kyilo V.,2,3,10,12,11,13,13,11,11,9,7,11,0
273,6/10/2022,22:35:00,Pereyaslavsky D.,Sokoltsov Y.,1,3,10,12,11,13,11,6,7,11,NA,NA,0
274,6/10/2022,22:40:00,Sabuka D.,Provaznik L.,1,3,11,13,7,11,13,11,11,13,NA,NA,0
275,6/10/2022,22:45:00,Krames J.,Chalupa J.,0,3,8,11,11,13,13,15,NA,NA,NA,NA,0
276,6/10/2022,22:50:00,Dobrzhinsky O.,Uzun N.,0,3,11,13,11,13,9,11,NA,NA,NA,NA,0
277,6/10/2022,22:55:00,Sachuk S.,Chernyshov D.,3,2,8,11,10,12,11,7,11,9,14,12,1
278,6/10/2022,23:00:00,Verbianyi V.,Pavlyuk O.,3,1,11,8,11,6,7,11,11,9,NA,NA,1
279,6/10/2022,23:10:00,Polak K.,Sabuka D.,0,3,5,11,9,11,6,11,NA,NA,NA,NA,0
280,6/10/2022,23:15:00,Rejent S.,Krames J.,2,3,9,11,9,11,11,9,11,9,5,11,0
281,6/10/2022,23:25:00,Hryshchenko O.,Diachenko M.,3,0,11,5,11,3,13,11,NA,NA,NA,NA,1
282,6/10/2022,23:30:00,Kistechko M.,Lyevshyn V.,2,3,7,11,11,8,11,9,12,14,6,11,0
283,6/10/2022,23:30:00,Stehlik M.,Provaznik L.,0,3,14,16,2,11,5,11,NA,NA,NA,NA,0
284,6/10/2022,23:45:00,Liska T.,Chalupa J.,3,0,11,9,11,2,11,7,NA,NA,NA,NA,1
285,6/11/2022,0:00:00,Danyliuk N.,Pavlyuk O.,3,1,11,9,8,11,11,8,11,9,NA,NA,1
286,6/11/2022,0:05:00,Bielokon Y.,Melashenko O.,3,1,14,12,8,11,11,4,15,13,NA,NA,1
287,6/11/2022,0:10:00,Sabuka D.,Polak K.,3,0,11,6,11,8,11,9,NA,NA,NA,NA,1
288,6/11/2022,0:15:00,Krames J.,Rejent S.,3,0,11,5,11,4,11,7,NA,NA,NA,NA,1
289,6/11/2022,0:25:00,Chelpanov S.,Kurischenko Y.,0,3,8,11,9,11,7,11,NA,NA,NA,NA,0
290,6/11/2022,0:30:00,Verbianyi V.,Kistechko M.,3,2,8,11,10,12,11,7,13,11,11,7,1
291,6/11/2022,0:40:00,Provaznik L.,Stehlik M.,2,3,8,11,11,7,14,12,8,11,8,11,0
292,6/11/2022,0:45:00,Chalupa J.,Liska T.,0,3,8,11,8,11,4,11,NA,NA,NA,NA,0
293,6/11/2022,0:50:00,Yushko R.,Husiev V.,0,3,7,11,9,11,7,11,NA,NA,NA,NA,0
294,6/11/2022,0:55:00,Bondarenko S.,Kovalchuk O.,0,3,4,11,11,13,8,11,NA,NA,NA,NA,0
295,6/11/2022,1:00:00,Danyliuk N.,Lyevshyn V.,3,1,11,8,6,11,12,10,11,6,NA,NA,1
296,6/11/2022,1:05:00,Homylko A.,Chuliukov S.,0,3,5,11,10,12,8,11,NA,NA,NA,NA,0
297,6/11/2022,1:25:00,Shyndel I.,Mishchenko O.,1,3,3,11,5,11,11,8,8,11,NA,NA,0
298,6/11/2022,1:30:00,Kistechko M.,Pavlyuk O.,3,2,9,11,11,9,11,2,5,11,11,6,1
299,6/11/2022,1:35:00,Bielokon Y.,Husiev V.,3,2,11,5,11,7,7,11,11,13,11,9,1
300,6/11/2022,1:55:00,Chelpanov S.,Kovalchuk O.,3,1,11,2,7,11,11,3,11,6,NA,NA,1
301,6/11/2022,2:00:00,Verbianyi V.,Lyevshyn V.,1,3,6,11,5,11,11,8,7,11,NA,NA,0
302,6/11/2022,2:05:00,Chuliukov S.,Melashenko O.,3,1,11,7,8,11,11,9,11,6,NA,NA,1
303,6/11/2022,2:25:00,Mishchenko O.,Kurischenko Y.,1,3,5,11,8,11,11,7,8,11,NA,NA,0
304,6/11/2022,2:30:00,Danyliuk N.,Kistechko M.,3,1,11,8,11,3,8,11,11,7,NA,NA,1
305,6/11/2022,2:35:00,Yushko R.,Homylko A.,1,3,3,11,11,9,5,11,6,11,NA,NA,0
306,6/11/2022,2:55:00,Bondarenko S.,Shyndel I.,1,3,9,11,7,11,11,7,8,11,NA,NA,0
307,6/11/2022,3:00:00,Lyevshyn V.,Pavlyuk O.,2,3,9,11,10,12,11,7,11,7,16,18,0
308,6/11/2022,3:05:00,Bielokon Y.,Chuliukov S.,2,3,13,11,14,12,10,12,7,11,6,11,0
309,6/11/2022,3:25:00,Chelpanov S.,Mishchenko O.,3,1,6,11,11,8,14,12,14,12,NA,NA,1
310,6/11/2022,3:30:00,Danyliuk N.,Verbianyi V.,3,1,11,6,9,11,11,6,11,5,NA,NA,1
311,6/11/2022,3:35:00,Homylko A.,Husiev V.,3,0,11,1,11,7,11,2,NA,NA,NA,NA,1
312,6/11/2022,3:55:00,Shyndel I.,Kovalchuk O.,3,2,12,10,12,14,11,9,12,14,11,6,1
313,6/11/2022,4:00:00,Kistechko M.,Verbianyi V.,1,3,8,11,15,13,8,11,10,12,NA,NA,0
314,6/11/2022,4:05:00,Yushko R.,Melashenko O.,1,3,6,11,6,11,11,6,9,11,NA,NA,0
315,6/11/2022,4:25:00,Bondarenko S.,Kurischenko Y.,2,3,10,12,19,17,5,11,11,7,10,12,0
316,6/11/2022,4:30:00,Lyevshyn V.,Danyliuk N.,3,2,11,5,2,11,10,12,11,5,11,6,1
317,6/11/2022,4:35:00,Bielokon Y.,Homylko A.,2,3,6,11,8,11,11,2,11,5,9,11,0
318,6/11/2022,4:55:00,Chelpanov S.,Shyndel I.,3,0,12,10,11,3,11,8,NA,NA,NA,NA,1
319,6/11/2022,5:05:00,Yushko R.,Chuliukov S.,3,1,11,5,15,17,11,7,11,3,NA,NA,1
320,6/11/2022,5:30:00,Bondarenko S.,Mishchenko O.,2,3,11,4,8,11,7,11,11,7,7,11,0
321,6/11/2022,5:40:00,Husiev V.,Melashenko O.,3,2,10,12,11,9,10,12,12,10,11,5,1
322,6/11/2022,5:55:00,Kovalchuk O.,Kurischenko Y.,3,2,11,7,8,11,10,12,11,8,11,5,1
323,6/11/2022,6:10:00,Bielokon Y.,Yushko R.,1,3,11,8,11,13,7,11,9,11,NA,NA,0
324,6/11/2022,6:25:00,Chelpanov S.,Bondarenko S.,3,1,11,8,11,9,6,11,11,2,NA,NA,1
325,6/11/2022,6:40:00,Homylko A.,Melashenko O.,3,1,11,5,11,6,7,11,11,7,NA,NA,1
326,6/11/2022,6:55:00,Shyndel I.,Kurischenko Y.,3,1,11,9,11,5,10,12,11,7,NA,NA,1
327,6/11/2022,7:00:00,Syksa A.,Aristarkhov S.,3,1,14,12,13,11,8,11,11,8,NA,NA,1
328,6/11/2022,7:05:00,Chuliukov S.,Husiev V.,3,0,11,8,11,9,11,4,NA,NA,NA,NA,1
329,6/11/2022,7:25:00,Mishchenko O.,Kovalchuk O.,3,0,12,10,11,7,12,10,NA,NA,NA,NA,1
330,6/11/2022,7:25:00,Okopnyi V.,Korobko V.,3,0,11,9,11,5,11,6,NA,NA,NA,NA,1
331,6/11/2022,7:30:00,Kurylenko O.,Arzanov D.,1,3,5,11,12,10,5,11,8,11,NA,NA,0
332,6/11/2022,7:55:00,Kolos Y.,Budnikov A.,2,3,7,11,5,11,11,6,11,6,9,11,0
333,6/11/2022,8:00:00,Honchar Y.,Bochkovskyi V.,2,3,11,13,11,5,7,11,11,7,12,14,0
334,6/11/2022,8:00:00,Ziakun O.,Aristarkhov S.,1,3,7,11,11,8,6,11,8,11,NA,NA,0
335,6/11/2022,8:10:00,Karpenko O.,Semenets S.,3,1,11,7,6,11,11,6,11,7,NA,NA,1
336,6/11/2022,8:25:00,Rotari A.,Rotaru S.,3,2,11,6,11,9,9,11,6,11,11,5,1
337,6/11/2022,8:25:00,Tebenko Y.,Huchok A.,3,1,13,15,11,8,11,6,11,3,NA,NA,1
338,6/11/2022,8:30:00,Syksa A.,Kurylenko O.,3,1,9,11,11,5,11,5,11,9,NA,NA,1
339,6/11/2022,8:30:00,Yurchenko K.,Vilenchyts N.,3,2,4,11,11,7,7,11,11,6,11,5,1
340,6/11/2022,8:40:00,Pavliuk V.,Minenko A.,0,3,5,11,9,11,6,11,NA,NA,NA,NA,0
341,6/11/2022,8:50:00,Bazany D.,Polak S.,1,3,11,4,4,11,12,14,6,11,NA,NA,0
342,6/11/2022,8:50:00,Kalev L.,Bulat P.,1,3,11,9,4,11,10,12,7,11,NA,NA,0
343,6/11/2022,8:55:00,Okopnyi V.,Budnikov A.,2,3,5,11,11,8,11,8,7,11,8,11,0
344,6/11/2022,9:00:00,Drobov D.,Zholubak R.,3,2,7,11,11,7,12,10,15,17,11,7,1
345,6/11/2022,9:00:00,Ziakun O.,Arzanov D.,1,3,11,4,9,11,4,11,9,11,NA,NA,0
346,6/11/2022,9:10:00,Solomko S.,Klymenko K.,2,3,8,11,6,11,12,10,11,9,4,11,0
347,6/11/2022,9:15:00,Bouska M.,Rejent S.,3,0,11,7,12,10,11,6,NA,NA,NA,NA,1
348,6/11/2022,9:20:00,Varga K.,Stracar P.,3,0,11,9,12,10,12,10,NA,NA,NA,NA,1
349,6/11/2022,9:25:00,Huchok A.,Korobko V.,1,3,7,11,11,5,5,11,2,11,NA,NA,0
350,6/11/2022,9:25:00,Mihalachi I.,Melnic F.,3,0,11,6,11,4,11,8,NA,NA,NA,NA,1
351,6/11/2022,9:30:00,Honchar Y.,Vilenchyts N.,1,3,2,11,14,12,5,11,8,11,NA,NA,0
352,6/11/2022,9:30:00,Kurylenko O.,Aristarkhov S.,2,3,11,7,9,11,9,11,11,8,10,12,0
353,6/11/2022,9:40:00,Karpenko O.,Minenko A.,1,3,7,11,11,4,9,11,6,11,NA,NA,0
354,6/11/2022,9:45:00,Krames J.,Brandtl A.,2,3,11,5,6,11,11,9,7,11,9,11,0
355,6/11/2022,9:50:00,Rotari A.,Bulat P.,1,3,11,6,2,11,8,11,4,11,NA,NA,0
356,6/11/2022,9:50:00,Zelman D.,Tokar M.,3,1,11,7,11,4,9,11,11,6,NA,NA,1
357,6/11/2022,9:55:00,Kolos Y.,Tebenko Y.,3,0,11,4,11,5,11,5,NA,NA,NA,NA,1
358,6/11/2022,10:00:00,Syksa A.,Arzanov D.,0,3,5,11,7,11,9,11,NA,NA,NA,NA,0
359,6/11/2022,10:00:00,Zholubak R.,Bochkovskyi V.,2,3,11,7,14,16,15,13,7,11,11,13,0
360,6/11/2022,10:10:00,Klymenko K.,Semenets S.,1,3,4,11,11,9,9,11,6,11,NA,NA,0
361,6/11/2022,10:15:00,Bouska M.,Brandtl A.,3,2,10,12,4,11,11,3,11,5,12,10,1
362,6/11/2022,10:20:00,Bazany D.,Stracar P.,3,0,11,6,11,8,11,3,NA,NA,NA,NA,1
363,6/11/2022,10:20:00,Melnic F.,Rotaru S.,1,3,11,7,9,11,15,17,6,11,NA,NA,0
364,6/11/2022,10:25:00,Okopnyi V.,Huchok A.,3,2,9,11,12,10,11,8,7,11,11,8,1
365,6/11/2022,10:30:00,Yurchenko K.,Drobov D.,3,2,11,8,13,11,7,11,6,11,11,7,1
366,6/11/2022,10:30:00,Ziakun O.,Kurylenko O.,3,0,11,8,11,8,11,8,NA,NA,NA,NA,1
367,6/11/2022,10:40:00,Pavliuk V.,Solomko S.,3,1,6,11,11,7,11,8,12,10,NA,NA,1
368,6/11/2022,10:50:00,Kalev L.,Mihalachi I.,0,3,7,11,6,11,8,11,NA,NA,NA,NA,0
369,6/11/2022,10:50:00,Krames J.,Rejent S.,3,0,11,5,12,10,11,2,NA,NA,NA,NA,1
370,6/11/2022,10:50:00,Tokar M.,Polak S.,3,1,11,8,7,11,11,6,13,11,NA,NA,1
371,6/11/2022,10:55:00,Tebenko Y.,Budnikov A.,3,2,8,11,11,5,12,10,12,14,11,8,1
372,6/11/2022,11:00:00,Arzanov D.,Aristarkhov S.,1,3,7,11,11,4,10,12,6,11,NA,NA,0
373,6/11/2022,11:00:00,Honchar Y.,Zholubak R.,3,2,11,9,5,11,7,11,13,11,11,5,1
374,6/11/2022,11:10:00,Karpenko O.,Klymenko K.,0,3,4,11,8,11,10,12,NA,NA,NA,NA,0
375,6/11/2022,11:20:00,Varga K.,Zelman D.,3,1,11,9,6,11,11,6,12,10,NA,NA,1
376,6/11/2022,11:25:00,Bouska M.,Krames J.,3,1,8,11,11,8,11,9,11,6,NA,NA,1
377,6/11/2022,11:25:00,Kolos Y.,Korobko V.,3,0,11,4,15,13,11,9,NA,NA,NA,NA,1
378,6/11/2022,11:25:00,Rotari A.,Melnic F.,3,1,11,9,7,11,12,10,11,6,NA,NA,1
379,6/11/2022,11:30:00,Drobov D.,Vilenchyts N.,3,0,12,10,11,8,11,6,NA,NA,NA,NA,1
380,6/11/2022,11:30:00,Ziakun O.,Syksa A.,2,3,11,8,13,11,7,11,6,11,7,11,0
381,6/11/2022,11:40:00,Solomko S.,Minenko A.,1,3,7,11,9,11,12,10,8,11,NA,NA,0
382,6/11/2022,11:45:00,Brandtl A.,Rejent S.,3,1,11,8,8,11,13,11,11,8,NA,NA,1
383,6/11/2022,11:50:00,Bazany D.,Tokar M.,1,3,11,5,7,11,11,13,5,11,NA,NA,0
384,6/11/2022,11:50:00,Mihalachi I.,Bulat P.,1,3,11,7,9,11,6,11,7,11,NA,NA,0
385,6/11/2022,11:55:00,Okopnyi V.,Tebenko Y.,2,3,8,11,11,8,11,9,10,12,9,11,0
386,6/11/2022,12:00:00,Yurchenko K.,Bochkovskyi V.,3,0,11,9,11,9,12,10,NA,NA,NA,NA,1
387,6/11/2022,12:10:00,Aristarkhov S.,Arzanov D.,3,1,11,7,6,11,11,9,13,11,NA,NA,1
388,6/11/2022,12:10:00,Pavliuk V.,Semenets S.,0,3,9,11,7,11,8,11,NA,NA,NA,NA,0
389,6/11/2022,12:20:00,Kalev L.,Rotaru S.,3,0,12,10,11,5,11,5,NA,NA,NA,NA,1
390,6/11/2022,12:20:00,Rejent S.,Krames J.,0,3,9,11,7,11,9,11,NA,NA,NA,NA,0
391,6/11/2022,12:20:00,Zelman D.,Stracar P.,3,1,11,8,13,11,5,11,11,8,NA,NA,1
392,6/11/2022,12:25:00,Kolos Y.,Huchok A.,2,3,8,11,13,11,4,11,11,7,9,11,0
393,6/11/2022,12:30:00,Honchar Y.,Drobov D.,3,1,2,11,11,5,11,3,11,8,NA,NA,1
394,6/11/2022,12:40:00,Karpenko O.,Solomko S.,3,1,12,10,11,9,8,11,11,8,NA,NA,1
395,6/11/2022,12:40:00,Syksa A.,Ziakun O.,3,0,11,6,11,8,11,6,NA,NA,NA,NA,1
396,6/11/2022,12:50:00,Brandtl A.,Bouska M.,1,3,7,11,11,9,6,11,9,11,NA,NA,0
397,6/11/2022,12:50:00,Rotari A.,Mihalachi I.,3,0,11,5,11,5,11,9,NA,NA,NA,NA,1
398,6/11/2022,12:50:00,Varga K.,Polak S.,2,3,11,9,6,11,11,5,7,11,3,11,0
399,6/11/2022,13:00:00,Budnikov A.,Korobko V.,1,3,9,11,14,12,8,11,8,11,NA,NA,0
400,6/11/2022,13:00:00,Vasylets A.,Priadko Y.,3,0,11,5,11,3,11,3,NA,NA,NA,NA,1
401,6/11/2022,13:00:00,Yurchenko K.,Zholubak R.,2,3,12,10,6,11,15,13,3,11,12,14,0
402,6/11/2022,13:05:00,Hries V.,Novikov V.,1,3,9,11,11,8,10,12,12,14,NA,NA,0
403,6/11/2022,13:10:00,Pavliuk V.,Klymenko K.,2,3,6,11,11,9,11,7,5,11,7,11,0
404,6/11/2022,13:20:00,Bazany D.,Zelman D.,3,1,9,11,11,3,11,3,11,8,NA,NA,1
405,6/11/2022,13:20:00,Kalev L.,Melnic F.,3,2,11,9,8,11,11,7,4,11,12,10,1
406,6/11/2022,13:25:00,Horak D.,Brichacek D.,3,0,11,4,12,10,11,8,NA,NA,NA,NA,1
407,6/11/2022,13:25:00,Okopnyi V.,Kolos Y.,1,3,6,11,8,11,12,10,8,11,NA,NA,0
408,6/11/2022,13:30:00,Maliuk S.,Ziakun V.,2,3,11,8,12,14,9,11,11,9,3,11,0
409,6/11/2022,13:35:00,Burdelnyi S.,Khairov D.,2,3,11,8,11,2,10,12,7,11,5,11,0
410,6/11/2022,13:35:00,Vilenchyts N.,Bochkovskyi V.,3,1,11,8,8,11,11,7,11,8,NA,NA,1
411,6/11/2022,13:40:00,Minenko A.,Semenets S.,2,3,11,9,9,11,5,11,11,5,9,11,0
412,6/11/2022,13:45:00,Hofmann M.,Fafek J.,3,2,11,9,5,11,12,10,12,14,11,9,1
413,6/11/2022,13:50:00,Bulat P.,Rotaru S.,3,0,11,6,11,7,11,6,NA,NA,NA,NA,1
414,6/11/2022,13:50:00,Varga K.,Tokar M.,3,0,11,4,11,7,11,6,NA,NA,NA,NA,1
415,6/11/2022,13:55:00,Tebenko Y.,Korobko V.,3,1,17,15,13,11,8,11,12,10,NA,NA,1
416,6/11/2022,14:00:00,Honchar Y.,Yurchenko K.,1,3,9,11,10,12,12,10,5,11,NA,NA,0
417,6/11/2022,14:00:00,Lyman O.,Boklah R.,3,0,11,3,13,11,11,8,NA,NA,NA,NA,1
418,6/11/2022,14:05:00,Dovzhenko S.,Kovshun Y.,3,1,7,11,11,5,11,9,12,10,NA,NA,1
419,6/11/2022,14:10:00,Karpenko O.,Pavliuk V.,2,3,11,4,10,12,12,10,8,11,9,11,0
420,6/11/2022,14:15:00,Horak D.,Fafek J.,3,0,11,9,11,7,11,7,NA,NA,NA,NA,1
421,6/11/2022,14:20:00,Rotari A.,Kalev L.,2,3,11,8,11,4,7,11,5,11,7,11,0
422,6/11/2022,14:20:00,Stracar P.,Polak S.,3,0,11,9,11,5,11,9,NA,NA,NA,NA,1
423,6/11/2022,14:25:00,Huchok A.,Budnikov A.,2,3,11,8,8,11,12,10,7,11,8,11,0
424,6/11/2022,14:30:00,Drobov D.,Bochkovskyi V.,3,1,12,14,11,1,11,7,11,9,NA,NA,1
425,6/11/2022,14:30:00,Vasylets A.,Ziakun V.,3,1,10,12,11,5,12,10,11,6,NA,NA,1
426,6/11/2022,14:35:00,Hries V.,Khairov D.,0,3,8,11,9,11,6,11,NA,NA,NA,NA,0
427,6/11/2022,14:40:00,Solomko S.,Semenets S.,1,3,11,9,7,11,6,11,9,11,NA,NA,0
428,6/11/2022,14:45:00,Hofmann M.,Brichacek D.,3,0,11,7,11,8,11,9,NA,NA,NA,NA,1
429,6/11/2022,14:50:00,Bazany D.,Varga K.,3,1,11,8,9,11,11,6,11,6,NA,NA,1
430,6/11/2022,14:50:00,Mihalachi I.,Rotaru S.,3,1,7,11,11,6,11,5,11,7,NA,NA,1
431,6/11/2022,14:55:00,Fedyna R.,Prus S.,1,3,7,11,6,11,11,8,8,11,NA,NA,0
432,6/11/2022,15:00:00,Boklah R.,Priadko Y.,3,1,7,11,11,5,11,9,11,6,NA,NA,1
433,6/11/2022,15:00:00,Zholubak R.,Vilenchyts N.,3,1,9,11,11,5,11,9,11,4,NA,NA,1
434,6/11/2022,15:05:00,Kovshun Y.,Novikov V.,1,3,6,11,11,8,5,11,5,11,NA,NA,0
435,6/11/2022,15:10:00,Klymenko K.,Minenko A.,2,3,4,11,6,11,13,11,11,7,9,11,0
436,6/11/2022,15:15:00,Horak D.,Hofmann M.,1,3,11,8,9,11,11,13,7,11,NA,NA,0
437,6/11/2022,15:20:00,Melnic F.,Bulat P.,1,3,3,11,2,11,11,8,2,11,NA,NA,0
438,6/11/2022,15:20:00,Zelman D.,Polak S.,1,3,11,2,5,11,3,11,5,11,NA,NA,0
439,6/11/2022,15:25:00,Dulich A.,Konkulovskyi R.,3,1,11,2,7,11,11,8,11,7,NA,NA,1
440,6/11/2022,15:30:00,Maliuk S.,Lyman O.,2,3,8,11,11,9,11,9,8,11,9,11,0
441,6/11/2022,15:35:00,Burdelnyi S.,Dovzhenko S.,0,3,1,11,11,13,8,11,NA,NA,NA,NA,0
442,6/11/2022,15:35:00,Pitsyk S.,Polysynskyi M.,1,3,10,12,11,3,10,12,9,11,NA,NA,0
443,6/11/2022,15:45:00,Fafek J.,Brichacek D.,3,1,11,6,4,11,11,7,11,7,NA,NA,1
444,6/11/2022,15:50:00,Dubrovin V.,Danilov I.,2,3,11,13,5,11,11,8,11,3,7,11,0
445,6/11/2022,15:50:00,Tokar M.,Stracar P.,2,3,11,13,12,10,8,11,11,8,5,11,0
446,6/11/2022,15:55:00,Sheremeta V.,Gil T.,3,2,9,11,11,8,7,11,11,9,11,8,1
447,6/11/2022,16:00:00,Vasylets A.,Boklah R.,3,0,11,5,11,8,11,6,NA,NA,NA,NA,1
448,6/11/2022,16:05:00,Hries V.,Kovshun Y.,0,3,10,12,7,11,1,11,NA,NA,NA,NA,0
449,6/11/2022,16:05:00,Peretiatko A.,Bambutsa R.,3,2,6,11,11,7,11,9,6,11,11,4,1
450,6/11/2022,16:15:00,Hofmann M.,Horak D.,3,1,9,11,11,9,12,10,11,8,NA,NA,1
451,6/11/2022,16:20:00,Shkepu S.,Mul S.,0,3,5,11,6,11,7,11,NA,NA,NA,NA,0
452,6/11/2022,16:25:00,Fedyna R.,Konkulovskyi R.,1,3,10,12,7,11,11,9,6,11,NA,NA,0
453,6/11/2022,16:25:00,Lykhytskyi O.,Kovalchuk O.,3,0,11,6,14,12,11,6,NA,NA,NA,NA,1
454,6/11/2022,16:30:00,Lyman O.,Ziakun V.,3,1,11,13,11,8,11,9,11,5,NA,NA,1
455,6/11/2022,16:35:00,Dovzhenko S.,Khairov D.,3,0,11,7,11,5,11,7,NA,NA,NA,NA,1
456,6/11/2022,16:35:00,Sokolov S.,Balakiriev M.,3,2,5,11,12,10,11,7,9,11,11,9,1
457,6/11/2022,16:45:00,Brichacek D.,Fafek J.,0,3,4,11,4,11,8,11,NA,NA,NA,NA,0
458,6/11/2022,16:50:00,Ni I.,Sofroni D.,3,0,11,5,11,8,11,9,NA,NA,NA,NA,1
459,6/11/2022,16:55:00,Chelpanov S.,Shyndel I.,3,1,11,5,11,2,7,11,11,3,NA,NA,1
460,6/11/2022,16:55:00,Gil T.,Prus S.,3,2,5,11,11,9,11,13,11,5,11,6,1
461,6/11/2022,17:00:00,Maliuk S.,Priadko Y.,3,2,11,5,6,11,5,11,11,5,12,10,1
462,6/11/2022,17:05:00,Burdelnyi S.,Novikov V.,0,3,6,11,8,11,8,11,NA,NA,NA,NA,0
463,6/11/2022,17:05:00,Pitsyk S.,Bambutsa R.,3,2,11,9,4,11,9,11,11,8,12,10,1
464,6/11/2022,17:15:00,Stehlik M.,Cuba M.,3,0,11,9,11,9,11,9,NA,NA,NA,NA,1
465,6/11/2022,17:20:00,Dubrovin V.,Mul S.,1,3,11,6,12,14,7,11,6,11,NA,NA,0
466,6/11/2022,17:25:00,Kurischenko Y.,Bondarenko S.,1,3,11,4,8,11,8,11,7,11,NA,NA,0
467,6/11/2022,17:25:00,Dulich A.,Sheremeta V.,2,3,6,11,9,11,11,7,11,9,6,11,0
468,6/11/2022,17:30:00,Vasylets A.,Lyman O.,2,3,9,11,11,6,7,11,11,9,7,11,0
