Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Cami Sellers,Montana,0.307,0.404,0.553,0.958,47,180,150,25,46,10,0,9,34,5,21,21,1,0
Camille Navarro,Howard,0.36,0.433,0.543,0.976,55,201,175,52,63,15,7,1,23,7,17,2,16,3
Cammie Brummitt,Oakland,0.248,0.286,0.39,0.676,43,155,141,17,35,5,0,5,23,2,7,17,0,0
Camryn Dean,UNC Wilmington,0.19,0.293,0.316,0.61,36,94,79,17,15,4,0,2,10,3,9,21,7,0
Camryn Lyman,Long Island,0.388,0.44,0.443,0.883,54,202,183,34,71,10,0,0,24,0,17,14,8,2
Camryn McLemore,Jacksonville State,0.363,0.446,0.637,1.083,44,133,113,24,41,8,1,7,19,2,15,15,1,1
Camryn Middlebrook,Stephen F. Austin,0.301,0.419,0.417,0.836,55,202,163,37,49,9,2,2,20,11,23,25,1,0
Camryn Monteer,Bradley,0.31,0.393,0.381,0.774,52,191,168,30,52,4,4,0,12,1,22,23,19,2
Camryn Wincher,Michigan State,0.331,0.393,0.396,0.789,51,174,154,20,51,7,0,1,20,1,16,28,2,1
Camryn Wineinger,Memphis,0.307,0.399,0.436,0.834,53,167,140,23,43,5,2,3,24,2,20,23,2,1
Cana Davis,FGCU,0.374,0.45,0.763,1.213,50,160,139,25,52,11,2,13,44,3,17,24,0,1
Cara McNulty,Saint Peter's,0.322,0.346,0.45,0.796,55,182,171,18,55,8,1,4,30,5,3,16,7,0
Carlee McCondichie,Auburn,0.338,0.372,0.5,0.872,56,147,136,32,46,6,2,4,21,1,7,17,8,2
Carley Barjaktarovich,Lehigh,0.366,0.416,0.366,0.782,50,181,164,36,60,0,0,0,4,0,14,15,23,4
Carley Davis,Elon,0.266,0.331,0.347,0.678,47,140,124,10,33,4,0,2,20,2,11,9,3,0
Carley Goetschius,North Dakota State,0.248,0.268,0.346,0.614,47,159,153,18,38,6,0,3,23,0,4,12,4,1
Carley Morfey,Sacramento State,0.298,0.352,0.506,0.858,55,183,168,28,50,11,0,8,44,1,13,20,0,0
Carley Nance,Seattle,0.287,0.403,0.624,1.027,56,192,157,27,45,8,0,15,58,3,29,32,0,0
Carli Campbell,Syracuse,0.311,0.404,0.311,0.715,37,104,90,19,28,0,0,0,6,0,14,15,8,2
Carli Spelhaug,Iowa State,0.313,0.441,0.553,0.994,51,187,150,52,47,12,3,6,19,9,26,44,15,1
Carly Lucchetti,Pacific,0.353,0.372,0.453,0.825,46,158,150,21,53,6,3,1,13,0,5,17,12,2
Carly Robinson,Eastern Kentucky,0.209,0.388,0.427,0.815,46,147,110,8,23,3,0,7,24,1,33,32,0,0
Carly Rybinski,Saint Joseph's,0.204,0.263,0.213,0.476,46,120,108,13,22,1,0,0,5,2,7,14,5,0
Carlyn Hernandez,Bryant,0.248,0.333,0.319,0.652,40,132,113,15,28,5,0,1,14,1,14,23,0,0
Carolina Davis,East Tennessee State,0.207,0.255,0.241,0.497,45,98,87,2,18,1,1,0,3,0,6,28,2,5
Caroline Baratta,Marist,0.287,0.358,0.517,0.875,55,193,174,40,50,10,0,10,38,1,18,18,12,1
Caroline Hudson,Liberty,0.311,0.363,0.646,1.009,62,223,206,46,64,12,3,17,53,1,16,28,3,1
Caroline Jacobsen,Duke,0.339,0.432,0.71,1.141,52,146,124,37,42,8,1,12,33,0,21,22,2,1
Caroline Nichols,South Alabama,0.305,0.376,0.373,0.749,44,134,118,24,36,2,3,0,10,0,14,18,7,2
Caroline Spacek,Ohio,0.313,0.339,0.482,0.821,48,179,166,26,52,10,0,6,35,0,8,24,5,0
Carolyn Skotz,Yale,0.258,0.353,0.382,0.735,33,107,89,14,23,6,1,1,8,2,11,14,2,0
Casey Walker,Hampton,0.256,0.313,0.322,0.635,47,136,121,11,31,3,1,1,8,2,8,39,14,2
Cassidy Triska,Fairleigh Dickinson,0.353,0.405,0.718,1.123,47,176,156,41,55,10,1,15,30,4,11,20,12,1
Cassie Castaneda,North Dakota,0.276,0.329,0.343,0.672,47,149,134,6,37,9,0,0,14,1,11,19,1,0
Cassie Henning,Georgetown,0.23,0.3,0.29,0.59,43,112,100,11,23,3,0,1,6,3,7,29,1,0
Cassie Swenson,Rhode Island,0.224,0.281,0.254,0.535,46,151,134,11,30,4,0,0,12,0,11,17,2,0
Cassie Thomerson,Indiana State,0.184,0.407,0.286,0.693,46,135,98,19,18,2,1,2,12,12,25,27,7,2
Cat Crenek,Texas State,0.325,0.403,0.392,0.795,44,143,120,22,39,3,1,1,18,0,17,28,14,0
Cayla Nielsen,Creighton,0.296,0.358,0.489,0.847,42,150,135,34,40,10,2,4,17,0,13,28,4,2
Cayla Tulley,UMass Lowell,0.256,0.303,0.519,0.822,42,142,129,23,33,6,2,8,38,2,8,40,3,1
Celia Macari,Cornell,0.179,0.284,0.263,0.548,38,113,95,7,17,2,0,2,8,1,13,13,0,1
Chaela Crowder,Rider,0.296,0.345,0.309,0.653,41,87,81,1,24,1,0,0,11,0,6,8,0,0
Charla Echols,Florida,0.307,0.413,0.474,0.887,67,243,192,29,59,15,1,5,59,4,37,17,3,0
Chase Knapp,Bucknell,0.254,0.319,0.365,0.684,44,138,126,15,32,4,2,2,10,1,11,28,1,0
Chelie Senini,Nevada,0.348,0.394,0.416,0.81,51,193,178,46,62,3,3,1,12,0,14,14,47,3
Chelsea Alexander,Oklahoma State,0.321,0.426,0.401,0.827,57,166,137,28,44,4,2,1,11,6,19,23,21,2
Chelsea Manto,Hofstra,0.358,0.387,0.409,0.796,48,188,176,30,63,3,3,0,11,0,9,28,21,4
Chelsy Pena,Southeast Missouri,0.264,0.33,0.374,0.704,46,100,91,20,24,4,0,2,18,0,9,16,2,0
Cheyenne Cavanaugh,Belmont,0.451,0.516,0.599,1.115,50,188,162,41,73,12,0,4,27,4,20,11,31,1
Cheyenne Lindsey,Florida,0.332,0.366,0.49,0.856,68,229,208,40,69,5,8,4,34,0,13,42,8,1
Chloe Camarero,Weber State,0.364,0.438,0.688,1.126,50,180,154,40,56,11,3,11,37,4,17,10,9,5
Chloe Cruz,Kent State,0.223,0.33,0.426,0.756,38,115,94,11,21,3,2,4,18,1,14,26,1,1
Chloe Malau'ulu,Mississippi State,0.332,0.422,0.539,0.961,64,227,193,46,64,12,2,8,25,1,30,26,7,2
Chloe Morgan,Binghamton,0.262,0.305,0.312,0.617,45,156,141,16,37,3,2,0,12,2,7,18,3,2
Chloe Smith,Villanova,0.328,0.398,0.497,0.895,56,201,177,29,58,13,1,5,31,6,16,20,2,1
Christaana Angelopulos,Wisconsin,0.084,0.18,0.159,0.339,50,122,107,8,9,2,0,2,10,7,6,41,1,1
Chyenne Factor,Oklahoma State,0.303,0.435,0.52,0.954,62,198,152,31,46,3,0,10,35,8,29,26,1,1
Ciara Briggs,LSU,0.368,0.435,0.468,0.904,57,220,190,53,70,7,3,2,32,0,24,26,8,0
Ciara Granado,Long Island,0.306,0.344,0.365,0.709,55,186,170,19,52,10,0,0,24,1,10,16,2,0
Ciarra Mata,UTSA,0.245,0.316,0.33,0.646,42,117,106,21,26,3,0,2,10,1,10,31,0,0
Claudia Ware,Campbell,0.264,0.364,0.345,0.709,52,183,148,28,39,7,1,1,15,3,21,28,18,2
Conchetta Rinaldi,Youngstown State,0.271,0.291,0.429,0.72,56,199,177,13,48,10,0,6,32,1,6,32,0,0
Cora Bassett,Indiana,0.4,0.505,0.768,1.273,49,190,155,57,62,18,0,13,34,5,29,17,16,5
Cori Hoffler,Charlotte,0.333,0.384,0.573,0.957,54,191,171,31,57,11,0,10,32,9,7,29,6,3
Corinne Badger,Stony Brook,0.31,0.374,0.724,1.098,48,163,145,34,45,7,1,17,46,6,10,27,3,1
Courtney Callahan,Michigan State,0.288,0.397,0.424,0.821,49,163,125,23,36,9,1,2,17,2,22,24,13,4
Courtney Coppersmith,UMBC,0.328,0.374,0.5,0.874,41,133,122,20,40,9,0,4,18,1,8,25,0,1
Courtney Day,Texas,0.3,0.385,0.654,1.039,57,148,130,21,39,10,0,12,34,3,15,24,1,0
Courtney Fernette,Cleveland State,0.239,0.299,0.504,0.803,42,129,117,19,28,7,3,6,21,4,6,30,2,1
Courtney Lanpher,Merrimack,0.276,0.388,0.409,0.798,42,154,127,27,35,8,0,3,14,4,20,38,13,3
Courtney Mahoney,Fairleigh Dickinson,0.216,0.303,0.293,0.596,42,136,116,16,25,6,0,1,13,1,14,15,2,1
Courtney Wilson,South Dakota,0.32,0.362,0.372,0.734,53,187,172,30,55,4,1,1,21,1,11,25,9,1
Cydney Curran,CSU Bakersfield,0.298,0.36,0.419,0.78,45,138,124,14,37,4,4,1,12,2,10,20,2,2
Cylie Halvorson,South Dakota State,0.309,0.351,0.663,1.014,54,191,178,39,55,6,0,19,46,4,8,38,1,0
Daisy Hess,Georgia State,0.252,0.341,0.367,0.709,52,168,147,23,37,12,1,1,15,3,17,21,29,4
Daisy Munoz,Cal State Fullerton,0.328,0.389,0.57,0.959,59,211,186,26,61,15,0,10,49,3,18,23,0,0
Dallas Millwood,Hawaii,0.224,0.308,0.402,0.71,40,121,107,9,24,4,0,5,18,3,10,34,0,0
Danielle Davis,Illinois,0.311,0.422,0.453,0.875,52,128,106,14,33,8,2,1,16,5,16,26,4,2
Danielle Diaz,Stetson,0.313,0.373,0.367,0.74,56,191,166,18,52,6,0,1,21,0,17,16,6,1
Danielle Dominik,Monmouth,0.186,0.297,0.256,0.553,42,101,86,2,16,3,0,1,8,1,13,27,1,0
Danielle Duplay,Nicholls,0.272,0.409,0.296,0.705,47,156,125,20,34,3,0,0,9,1,28,21,10,2
Danielle Lew,Nevada,0.224,0.32,0.336,0.656,51,159,134,15,30,9,0,2,12,2,17,37,1,0
Danielle Serna,Colorado State,0.287,0.365,0.485,0.851,46,156,136,12,39,9,0,6,25,4,14,26,0,0
Daphne Plummer,Missouri State,0.373,0.407,0.447,0.854,48,173,161,32,60,6,3,0,8,3,7,12,29,4
Darby Trull,Virginia Tech,0.319,0.444,0.466,0.91,50,144,116,26,37,7,2,2,13,2,25,13,3,0
Dayna Kennedy,Illinois State,0.297,0.36,0.683,1.044,40,111,101,16,30,3,0,12,26,3,7,25,0,0
Deja Davis,Duke,0.318,0.423,0.534,0.957,43,105,88,22,28,8,1,3,15,4,12,9,10,0
Delainey Fenoglio,Kansas City,0.301,0.395,0.463,0.858,47,157,136,10,41,4,0,6,25,1,20,15,0,0
Delaney Cumbie,UNC Greensboro,0.301,0.469,0.66,1.129,53,208,153,48,46,7,0,16,33,22,29,24,0,1
Delaney Rummell,Illinois,0.263,0.313,0.479,0.792,56,188,167,31,44,6,0,10,34,4,9,19,9,2
Delaney Taylor,Drake,0.304,0.4,0.376,0.776,45,146,125,25,38,4,1,1,23,5,15,17,10,4
Delanie Johnson,Ball State,0.269,0.358,0.471,0.829,43,120,104,8,28,6,0,5,30,7,8,21,0,0
DeNae Chatman,Grand Canyon,0.356,0.429,0.632,1.061,55,191,163,32,58,3,0,14,51,2,22,18,1,0
Denali Schappacher,UCF,0.318,0.402,0.399,0.801,63,200,173,37,55,6,4,0,16,1,24,27,16,3
Denay Griffin,Liberty,0.259,0.423,0.422,0.845,50,149,116,18,30,4,0,5,22,0,33,34,2,0
Denise Armendariz,UNLV,0.341,0.378,0.549,0.927,58,199,182,29,62,5,0,11,47,1,11,32,1,0
Deshea Hill,Cal State Fullerton,0.26,0.321,0.432,0.753,56,188,169,14,44,6,1,7,32,4,12,23,0,0
Desirea Lindsey,Alcorn State,0.279,0.396,0.324,0.72,42,135,111,20,31,5,0,0,14,1,21,22,7,2
Destini Brown,Southern Miss,0.366,0.475,0.615,1.09,52,198,161,49,59,6,5,8,27,3,32,23,29,2
Destiny Cuevas,Florida A&M,0.317,0.359,0.517,0.876,49,159,145,25,46,12,1,5,20,1,9,15,1,0
Destiny Hernandez,Southern,0.26,0.316,0.366,0.682,44,137,123,11,32,7,0,2,23,0,10,10,0,0
Destiny Middleton,North Carolina,0.264,0.304,0.333,0.638,50,140,129,23,34,3,3,0,6,2,6,21,6,3
Devyn Flaherty,Florida State,0.353,0.404,0.535,0.939,61,208,187,45,66,12,2,6,31,3,15,16,26,3
Devyn Losco,Hofstra,0.235,0.252,0.322,0.574,47,124,115,15,27,5,1,1,10,1,2,29,2,0
Dez Cardenas,North Dakota State,0.335,0.408,0.461,0.869,53,191,167,29,56,14,2,1,30,3,19,27,8,3
Dezarae Maldonado,USF,0.27,0.303,0.459,0.762,51,133,122,19,33,5,0,6,22,1,6,19,3,0
Diamond Porter,North Carolina Central,0.225,0.338,0.369,0.708,44,130,111,18,25,5,1,3,11,6,13,24,9,0
Diamond Williams,Mercer,0.317,0.386,0.518,0.904,50,158,139,24,44,11,1,5,34,1,16,28,0,0
Djhane Valido,Boston College,0.186,0.282,0.237,0.519,40,111,97,13,18,2,0,1,5,2,11,27,2,0
Dream Weaver,Southern Utah,0.233,0.34,0.267,0.606,40,106,90,10,21,3,0,0,6,2,13,20,0,0
Drew Menscer,Elon,0.255,0.376,0.265,0.641,44,120,98,26,25,1,0,0,3,0,19,18,8,3
EJ Bankson,George Mason,0.304,0.388,0.419,0.807,48,171,148,23,45,7,2,2,23,0,21,22,3,2
Elayna Tsiouplis,Brown,0.274,0.313,0.406,0.718,35,114,106,12,29,6,1,2,14,4,2,19,2,0
Elena Gonzalez,Rider,0.283,0.308,0.454,0.762,49,161,152,27,43,12,1,4,34,0,6,20,2,1
Eli Espinosa,Utah,0.192,0.276,0.282,0.558,41,87,78,4,15,1,0,2,7,3,6,23,0,0
Elise Gibbs,Bethune-Cookman,0.253,0.315,0.293,0.608,38,110,99,14,25,2,1,0,4,1,8,18,6,1
Elise Shewmaker,Lipscomb,0.243,0.355,0.343,0.698,52,172,140,22,34,6,1,2,16,3,22,28,3,1
Elison Ollinger,Belmont,0.276,0.348,0.504,0.851,44,141,127,32,35,8,3,5,25,2,12,31,2,2
Eliyah Flores,Boise State,0.323,0.444,0.515,0.959,48,164,130,34,42,9,2,4,25,13,16,17,3,1
Elizabeth King,Mount St. Mary's,0.255,0.325,0.314,0.638,40,114,102,7,26,6,0,0,13,0,11,14,1,0
Ellee Jensen,Minnesota,0.281,0.358,0.314,0.672,42,141,121,21,34,4,0,0,11,1,14,16,3,0
Ellessa Bonstrom,Utah,0.376,0.503,0.709,1.212,52,187,141,43,53,10,2,11,44,10,31,18,11,2
Ellie Bailey,Texas Tech,0.309,0.347,0.471,0.818,49,150,136,14,42,13,0,3,31,1,8,21,0,0
Ellie Grill,Sam Houston State,0.263,0.333,0.356,0.689,44,132,118,19,31,5,3,0,8,4,9,28,10,1
Ellie Mataya,Boston College,0.346,0.41,0.49,0.901,47,173,153,23,53,11,4,1,13,2,16,22,11,3
Emery Nielson,Fresno State,0.271,0.312,0.297,0.609,45,133,118,22,32,1,1,0,1,0,7,25,7,4
Emily Bartlett,Furman,0.281,0.436,0.5,0.936,55,189,146,25,41,9,1,7,31,11,30,28,4,0
Emily Bracamonte,Central Michigan,0.234,0.287,0.372,0.659,53,160,137,10,32,10,0,3,18,2,9,11,0,0
Emily Brown,Georgia State,0.243,0.33,0.32,0.649,54,194,169,23,41,5,4,0,11,2,20,29,22,4
Emily Cimino,Lehigh,0.358,0.39,0.564,0.953,50,178,165,29,59,14,4,4,33,1,9,13,0,1
Emily Coltharp,Chattanooga,0.376,0.429,0.439,0.868,57,212,189,30,71,8,2,0,20,0,19,33,24,2
Emily Daniel,Dayton,0.4,0.462,0.419,0.881,43,120,105,20,42,2,0,0,8,1,11,8,16,3
Emily Gant,Boston University,0.387,0.429,0.613,1.042,52,158,142,40,55,6,4,6,46,1,11,35,4,0
Emily Harkleroad,Austin Peay,0.207,0.278,0.25,0.528,53,160,140,14,29,4,1,0,13,3,12,9,6,0
Emily Hott,Baylor,0.331,0.463,0.446,0.91,46,165,130,30,43,5,2,2,22,5,28,19,7,2
Emily Johansen,Portland State,0.339,0.482,0.597,1.078,45,165,124,34,42,9,1,7,34,8,29,17,3,1
Emily Kepple,Hampton,0.261,0.342,0.41,0.752,55,184,161,17,42,9,0,5,26,6,15,19,1,1
Emily McKinney,Cornell,0.29,0.397,0.449,0.846,39,132,107,15,31,7,2,2,25,5,16,12,0,0
Emily Parrott,Appalachian State,0.271,0.327,0.407,0.733,55,206,177,32,48,6,0,6,28,1,15,18,9,2
Emily Phillips,James Madison,0.25,0.361,0.62,0.981,41,120,100,22,25,5,1,10,28,2,16,30,2,0
Emily Schultz,Stanford,0.242,0.282,0.304,0.587,61,171,161,23,39,10,0,0,18,1,8,26,4,0
Emily Telg,Sam Houston State,0.209,0.341,0.33,0.671,51,142,115,12,24,4,2,2,13,4,19,36,7,1
Emily Valtman,Drake,0.341,0.393,0.604,0.997,50,178,164,32,56,10,0,11,37,0,14,17,3,1
Emily Young,Stanford,0.32,0.379,0.455,0.834,61,201,178,25,57,12,3,2,39,7,11,18,5,0
Emma Bickford,Santa Clara,0.287,0.319,0.4,0.719,51,164,150,21,43,12,1,1,24,5,4,16,4,1
Emma Clark,Notre Dame,0.362,0.383,0.427,0.81,52,194,185,47,67,8,2,0,22,1,6,17,11,2
Emma Curry,Hartford,0.258,0.324,0.473,0.797,40,105,93,18,24,7,2,3,14,3,7,24,5,1
Emma Kauf,Georgia Tech,0.355,0.417,0.594,1.011,56,218,197,37,70,25,2,6,36,2,19,17,2,1
Emma McLaughlin,Siena,0.261,0.309,0.373,0.681,55,176,161,11,42,13,1,1,27,4,8,24,0,0
Emma McMillan,Fort Wayne,0.275,0.316,0.345,0.661,49,157,142,19,39,7,0,1,14,0,9,20,8,3
Emma Nedley,Penn,0.241,0.299,0.388,0.687,39,130,116,18,28,5,0,4,15,1,9,18,3,0
Emma Raabe,Missouri,0.216,0.364,0.351,0.714,52,125,97,8,21,4,0,3,9,1,22,27,0,0
Emme Olson,Illinois State,0.351,0.445,0.565,1.01,52,182,154,20,54,16,1,5,23,3,24,20,0,2
Emmy Blane,Kentucky,0.296,0.374,0.539,0.913,54,136,115,17,34,7,0,7,32,0,15,32,0,0
Erika Bell,Robert Morris,0.293,0.4,0.476,0.876,50,176,147,14,43,12,3,3,31,1,26,18,1,0
Erika Coreth,Connecticut,0.241,0.333,0.336,0.67,50,142,116,14,28,5,0,2,23,4,14,14,0,0
Erin Bengston,Holy Cross,0.254,0.398,0.369,0.767,49,162,130,10,33,6,0,3,18,2,29,18,0,0
Erin Hufford,Canisius,0.386,0.439,0.456,0.895,47,174,158,31,61,5,3,0,14,0,15,21,29,5
Faith Alexander,Kennesaw State,0.314,0.375,0.373,0.748,43,169,153,26,48,5,2,0,23,1,14,9,11,4
Faith Hegh,UAB,0.32,0.358,0.433,0.792,48,159,150,26,48,11,3,0,18,4,5,9,3,1
Faith Hensley,Ball State,0.397,0.528,0.795,1.323,52,200,156,51,62,7,2,17,40,6,37,27,13,3
Faith Hoe,Weber State,0.377,0.443,0.532,0.975,50,184,154,45,58,12,3,2,41,3,20,28,6,0
Faith Jarvis,East Carolina,0.293,0.376,0.365,0.741,56,194,167,31,49,6,3,0,10,1,21,54,20,4
Faith Shirley,Georgia Southern,0.298,0.38,0.573,0.953,42,144,124,17,37,10,0,8,25,2,15,19,2,0
Felixia Hinojosa,Lamar,0.202,0.294,0.269,0.563,49,138,119,4,24,5,0,1,12,3,13,20,0,0
Fiona Girardot,Wisconsin,0.324,0.434,0.493,0.927,51,175,142,34,46,8,2,4,24,12,18,27,3,1
Frankie Hammoude,Oregon State,0.384,0.503,0.735,1.238,56,191,151,26,58,8,0,15,40,1,37,29,1,0
Frankie Tago,Idaho State,0.322,0.41,0.447,0.857,50,181,152,26,49,8,1,3,37,1,23,20,3,0
Gabbie Kowalik,Saint Louis,0.344,0.416,0.6,1.016,51,185,160,43,55,9,4,8,31,12,10,18,20,4
Gabby Benson,Georgia State,0.224,0.281,0.304,0.585,52,138,125,13,28,4,0,2,10,1,9,25,4,0
Gabby Vaughan,Norfolk State,0.296,0.363,0.526,0.889,55,172,152,17,45,13,2,6,36,0,17,14,2,1
Gabriella Jimenez,Utah State,0.297,0.371,0.623,0.993,55,197,175,35,52,8,2,15,49,1,20,56,6,2
Gabriella Mazzotta,Manhattan,0.198,0.26,0.198,0.458,38,105,96,13,19,0,0,0,7,3,5,19,7,3
Gabriella Torres,Texas A&M-Corpus Christi,0.243,0.317,0.417,0.733,51,165,144,27,35,9,2,4,26,3,13,26,3,0
Gabrielle Callaway,Rutgers,0.374,0.472,0.645,1.117,55,193,155,39,58,10,1,10,47,12,21,21,13,1
Gaby Garcia,Stephen F. Austin,0.321,0.425,0.518,0.943,56,203,168,36,54,9,0,8,34,16,15,14,0,2
Gaby Ruiz,Florida International,0.217,0.284,0.248,0.532,50,143,129,9,28,4,0,0,7,1,11,28,4,0
Georgia Clark,LSU,0.301,0.441,0.667,1.107,57,203,156,32,47,9,0,16,61,0,42,32,0,0
Gianna Boccagno,Boston College,0.176,0.29,0.447,0.737,39,102,85,8,15,2,0,7,15,6,8,28,1,0
Gianna Epps,Rider,0.246,0.277,0.263,0.54,50,127,114,10,28,2,0,0,14,1,4,18,2,0
Gianna Nicoletti,Grand Canyon,0.396,0.469,0.456,0.925,55,207,182,62,72,3,4,0,11,1,24,15,51,2
Gisele Tapia,Duke,0.29,0.358,0.477,0.835,48,122,107,15,31,6,1,4,22,1,11,22,2,0
Grace French,Bradley,0.288,0.381,0.513,0.894,52,181,156,34,45,10,2,7,32,9,15,24,5,0
Grace Gressly,Dayton,0.379,0.469,0.442,0.911,38,115,95,4,36,6,0,0,19,2,15,14,0,0
Grace Harvey,Lafayette,0.273,0.354,0.403,0.757,47,165,139,15,38,13,1,1,27,7,13,18,3,1
Grace Lyons,Oklahoma,0.399,0.479,0.86,1.338,62,213,178,67,71,7,3,23,70,8,22,12,9,1
Grace Messmer,Oregon State,0.238,0.323,0.366,0.69,61,203,172,21,41,4,0,6,33,2,21,16,3,2
Grace Perechinsky,St. Bonaventure,0.246,0.353,0.412,0.765,44,136,114,9,28,1,0,6,16,2,18,16,0,0
Grace Stansfield,Rider,0.363,0.415,0.404,0.818,54,188,171,27,62,7,0,0,27,3,13,12,2,0
Gracey Kruse,Chattanooga,0.277,0.316,0.433,0.748,53,158,141,21,39,14,1,2,22,1,8,37,8,1
Gracie Morton,Memphis,0.395,0.431,0.539,0.97,54,182,167,33,66,6,3,4,19,2,10,22,6,4
Gracyn Houmis,Towson,0.217,0.263,0.283,0.546,42,117,106,10,23,0,2,1,7,1,6,19,2,0
Grayson Radcliffe,Indiana,0.266,0.336,0.391,0.726,40,145,128,16,34,8,1,2,20,7,7,16,10,1
Greta L'Esperance,Bowling Green,0.378,0.432,0.432,0.864,54,207,185,42,70,5,1,1,6,0,19,30,31,4
Haeli Bryson,Tennessee Tech,0.392,0.445,0.632,1.077,54,193,171,46,67,12,1,9,41,1,17,6,6,0
Hailey Pop,IUPUI,0.237,0.341,0.289,0.63,42,132,114,10,27,3,0,1,13,1,17,29,0,0
Hailey Tanori,New Mexico State,0.256,0.315,0.274,0.588,43,128,117,22,30,0,1,0,7,0,10,15,10,1
Haley Cassidy,Hartford,0.333,0.42,0.56,0.98,46,163,141,20,47,13,2,5,20,8,13,29,6,2
Haley Castro,Texas Southern,0.206,0.328,0.245,0.573,43,127,102,12,21,4,0,0,6,4,16,14,0,0
Haley Denning,Utah,0.355,0.374,0.396,0.77,50,184,169,40,60,3,2,0,11,1,4,19,24,4
Haley Hoffman,Princeton,0.252,0.306,0.301,0.607,42,112,103,18,26,2,0,1,9,0,8,27,0,0
Haley Lee,Texas A&M,0.405,0.543,0.756,1.299,59,219,168,54,68,14,0,15,45,1,50,27,6,1
Haley Morgan,Tulsa,0.315,0.428,0.476,0.903,48,177,143,32,45,6,1,5,21,11,18,14,15,3
Haley Morse,Texas A&M-Corpus Christi,0.235,0.305,0.361,0.667,48,136,119,13,28,4,1,3,16,0,12,17,3,1
Haley Parks,Bethune-Cookman,0.281,0.347,0.307,0.654,50,174,153,27,43,2,1,0,12,2,14,14,10,8
Haley Strang,St. Bonaventure,0.287,0.336,0.398,0.734,36,118,108,15,31,4,1,2,8,1,7,18,2,0
Haley Taormina,George Mason,0.308,0.382,0.533,0.916,45,137,120,23,37,12,0,5,25,4,11,29,4,4
Haley Updegraff,Fairfield,0.309,0.389,0.468,0.856,46,158,139,34,43,11,1,3,12,3,15,25,10,1
Haley Woolf,Evansville,0.221,0.367,0.298,0.665,42,129,104,15,23,5,0,1,8,3,21,31,2,0
Haley Wynn,Ball State,0.275,0.344,0.456,0.8,53,199,171,35,47,13,0,6,22,2,17,25,7,3
Halle Kisamore,Delaware,0.328,0.41,0.53,0.94,45,159,134,27,44,12,0,5,27,8,12,11,4,3
Hallie Hall,James Madison,0.328,0.389,0.649,1.039,42,152,134,27,44,14,1,9,27,3,11,18,3,0
Hanna Crist,Cornell,0.296,0.411,0.593,1.003,40,133,108,23,32,3,1,9,21,2,19,19,9,1
Hanna Garber,Delaware,0.351,0.451,0.636,1.087,45,182,154,50,54,10,5,8,27,1,27,14,17,3
Hannah Adams,Florida,0.369,0.45,0.5,0.95,54,200,168,40,62,11,1,3,27,4,24,18,15,2
Hannah Bassham,Memphis,0.198,0.239,0.225,0.465,53,120,111,15,22,3,0,0,3,0,6,22,3,1
Hannah Borden,Southern Miss,0.27,0.375,0.493,0.868,52,184,152,20,41,5,1,9,31,4,24,14,0,0
Hannah Carson,Michigan,0.327,0.367,0.5,0.867,50,172,156,28,51,12,0,5,37,3,8,12,0,0
Hannah Cravens,Eastern Illinois,0.337,0.431,0.68,1.112,55,205,169,40,57,19,0,13,43,1,30,23,1,0
Hannah Eslick,George Washington,0.319,0.377,0.444,0.821,53,178,160,26,51,17,0,1,24,1,14,16,0,2
Hannah Hood,Evansville,0.263,0.338,0.331,0.669,50,150,133,19,35,6,0,1,12,3,12,34,7,1
Hannah Kinkade,Lamar,0.212,0.374,0.433,0.807,44,131,104,13,22,5,0,6,24,11,16,39,1,0
Hannah Kumiyama,South Carolina,0.267,0.375,0.385,0.76,56,193,161,14,43,4,0,5,36,4,25,30,0,0
Hannah McEwen,Arkansas,0.296,0.376,0.43,0.806,59,222,186,45,55,9,2,4,33,10,18,14,2,0
Hannah Poole,Radford,0.233,0.293,0.419,0.711,46,142,129,17,30,9,0,5,25,1,10,27,4,4
Hannah Scheaffer,Sam Houston State,0.215,0.271,0.246,0.518,47,142,130,11,28,4,0,0,10,5,5,21,0,1
Hannah Shifflett,James Madison,0.393,0.468,0.8,1.268,42,157,135,42,53,10,0,15,39,0,20,22,7,3
HannahJo Peterson,BYU,0.288,0.417,0.432,0.849,49,146,118,33,34,10,2,1,24,10,16,18,2,3
Harley Stokes,North Alabama,0.326,0.392,0.705,1.097,60,212,190,50,62,13,1,19,56,4,17,41,6,1
Hatti Moore,Missouri,0.177,0.234,0.354,0.588,53,160,147,15,26,3,1,7,16,0,11,31,0,0
Haylee Kela,UC Riverside,0.358,0.408,0.547,0.955,48,174,159,26,57,11,2,5,36,1,13,24,5,0
Hayley Bejarano,North Florida,0.219,0.301,0.297,0.598,52,151,128,15,28,5,1,1,16,4,11,10,1,0
Holly Blaska,Miami (OH),0.298,0.402,0.602,1.005,56,190,161,31,48,6,2,13,40,4,24,23,14,1
Huntyr Ava,BYU,0.408,0.494,0.796,1.29,52,179,147,31,60,9,0,16,53,4,23,11,1,1
India Wells,Grambling,0.336,0.371,0.351,0.721,42,149,134,22,45,2,0,0,14,1,7,9,19,6
Indya Smith,Saint Mary's (CA),0.267,0.328,0.388,0.716,45,128,116,13,31,7,2,1,15,4,7,22,2,0
